chr	pos	strand	gene
CHR_HSCHR3_4_CTG3	195708286	+	MUC20-OT1
CHR_HSCHR6_1_CTG5	170298375	-	
CHR_HSCHR22_3_CTG1	42138063	+	
CHR_HSCHR3_4_CTG3	195708726	+	MUC20-OT1
CHR_HSCHR22_3_CTG1	42090028	-	
CHR_HSCHR3_4_CTG3	195708154	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708250	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708583	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708185	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195708288	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708178	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708480	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195708147	+	MUC20-OT1
CHR_HSCHR5_4_CTG1	997308	-	
CHR_HSCHR3_7_CTG3	195708131	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708162	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195700321	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708155	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689375	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708242	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195701557	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708657	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688384	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195708134	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195699148	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688647	+	MUC20-OT1
CHR_HSCHR21_4_CTG1_1	33493815	-	
CHR_HSCHR3_4_CTG3	195701639	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708158	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195685921	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708206	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195696502	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195706695	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195706138	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195701439	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195698663	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195693350	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689398	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689378	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689351	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688780	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688758	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708288	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688682	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688670	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688548	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688521	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195685821	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708147	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708131	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681279	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688756	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195700321	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689375	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681616	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195705661	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195686315	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195683773	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688651	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195699083	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195701123	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688384	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689414	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195708134	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195696437	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195699148	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195683754	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688647	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195683750	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688582	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195699039	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195683833	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195685921	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195698646	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195687821	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195686417	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195686303	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689337	+	MUC20-OT1
CHR_HSCHR11_1_CTG8	568434	-	MIR210HG
CHR_HSCHR11_1_CTG8	568422	-	MIR210HG
CHR_HSCHR3_4_CTG3	195696502	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688426	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195706695	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195689425	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195706138	+	MUC20-OT1
CHR_HSCHR11_1_CTG8	568471	-	MIR210HG
CHR_HSCHR3_7_CTG3	195688367	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195701439	+	MUC20-OT1
CHR_HSCHR11_1_CTG8	568383	-	MIR210HG
CHR_HSCHR3_4_CTG3	195698663	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681603	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195693350	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195688111	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689398	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689378	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195677784	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689351	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195680892	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688780	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688758	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688682	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688670	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688548	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688521	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195685821	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681279	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688756	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681616	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195705661	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195686315	+	MUC20-OT1
CHR_HSCHR6_1_CTG5	170272763	+	LINC01624
CHR_HSCHR6_1_CTG5	170275374	+	LINC01624
CHR_HSCHR3_4_CTG3	195683773	+	MUC20-OT1
CHR_HSCHR6_1_CTG5	170276939	+	LINC01624
CHR_HSCHR3_4_CTG3	195688651	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195699083	+	MUC20-OT1
CHR_HSCHR6_1_CTG5	170276762	-	
CHR_HSCHR3_4_CTG3	195701123	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689414	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195696437	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195683754	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195683750	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195658065	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688582	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195699039	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195686212	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195683833	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681869	+	MUC20-OT1
CHR_HSCHR6_1_CTG6	68342717	-	LINC02549
CHR_HSCHR3_7_CTG3	195683777	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681988	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195698646	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195681566	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195687821	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195683460	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195686417	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195682371	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195686303	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689337	+	MUC20-OT1
CHR_HSCHR5_4_CTG1	1005039	+	
CHR_HSCHR3_4_CTG3	195688426	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195658077	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195689425	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688367	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195677755	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681603	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195688111	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195672607	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195658073	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195677784	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195658062	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195680892	+	MUC20-OT1
CHR_HSCHR3_7_CTG3	195658093	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195658065	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195686212	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681869	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195683777	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681988	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195681566	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195683460	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195682371	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195658077	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195677755	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195672607	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195658073	+	MUC20-OT1
CHR_HSCHR3_4_CTG3	195658062	+	MUC20-OT1
CHR_HSCHR22_3_CTG1	42090933	+	NDUFA6-DT
CHR_HSCHR3_4_CTG3	195658093	+	MUC20-OT1
CHR_HSCHR22_3_CTG1	42090956	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42090967	+	NDUFA6-DT
CHR_HSCHR3_4_CTG3	195657927	-	
CHR_HSCHR22_3_CTG1	42091204	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42091352	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42091402	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42118256	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42118326	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42118347	+	NDUFA6-DT
CHR_HSCHR8_4_CTG1	737651	+	DLGAP2
CHR_HSCHR22_3_CTG1	42118499	+	NDUFA6-DT
CHR_HSCHR8_4_CTG1	737664	+	DLGAP2
CHR_HSCHR22_3_CTG1	42121195	+	NDUFA6-DT
CHR_HSCHR8_4_CTG1	737742	+	DLGAP2
CHR_HSCHR8_4_CTG1	725877	-	
CHR_HSCHR22_3_CTG1	42123733	+	NDUFA6-DT
CHR_HSCHR22_3_CTG1	42132032	+	NDUFA6-DT
CHR_HSCHR8_4_CTG1	738548	+	
CHR_HSCHR5_1_CTG1_1	70078088	-	
CHR_HSCHR22_3_CTG1	42132051	+	NDUFA6-DT
CHR_HSCHR4_4_CTG12	120165490	+	MAD2L1-DT
CHR_HSCHR3_3_CTG1	20347019	+	
CHR_HSCHR3_8_CTG3	195708183	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708286	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708726	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708154	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708250	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708583	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708185	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708178	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708480	+	MUC20-OT1
CHR_HSCHR1_1_CTG3	2494479	-	
CHR_HSCHR1_1_CTG3	2581560	+	
CHR_HSCHR3_8_CTG3	195708162	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708155	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708242	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195701557	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708657	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195701639	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708158	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708206	+	MUC20-OT1
CHR_HSCHR4_1_CTG9	68789360	-	
CHR_HSCHR3_8_CTG3	195708288	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708147	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708131	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195700321	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195689375	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688384	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195708134	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195699148	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688647	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195685921	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195696502	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195706695	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195706138	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195701439	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195698663	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195693350	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195689398	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195689378	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195689351	+	MUC20-OT1
CHR_HSCHR7_3_CTG6	148475983	-	
CHR_HSCHR3_8_CTG3	195688780	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688758	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688682	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688670	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688548	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688521	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195685821	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195681279	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688756	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195681616	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195705661	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195686315	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195683773	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195688651	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195699083	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195701123	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195689414	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195696437	+	MUC20-OT1
CHR_HSCHR3_8_CTG3	195683754	+	MUC20-OT1
