chr	pos	str	motifID
19	14571790	-	MA0003
19	14777173	-	MA0003
19	15073118	-	MA0003
19	15124951	+	MA0003
19	15125609	+	MA0003
19	15296534	-	MA0003
19	15297531	-	MA0003
19	15419325	-	MA0003
19	15432808	+	MA0003
19	15438350	+	MA0003
19	15438351	-	MA0003
19	15449999	+	MA0003
19	15555869	+	MA0003
19	15593924	+	MA0003
19	15702220	+	MA0003
19	15702240	-	MA0003
19	15976065	-	MA0003
19	16110824	-	MA0003
19	16143645	-	MA0003
19	16143663	+	MA0003
19	16145603	+	MA0003
19	16383431	+	MA0003
19	16383432	-	MA0003
19	16452538	+	MA0003
19	16452539	-	MA0003
19	16463822	-	MA0003
19	16472154	-	MA0003
19	16542232	+	MA0003
19	16615337	-	MA0003
19	16628523	+	MA0003
19	17135653	-	MA0003
19	17154115	+	MA0003
19	17173149	+	MA0003
19	17173174	+	MA0003
19	17226380	+	MA0003
19	17246933	+	MA0003
19	17306207	-	MA0003
19	17312025	-	MA0003
19	17470353	-	MA0003
19	17795083	-	MA0003
19	17797564	+	MA0003
19	17883830	-	MA0003
19	17949786	+	MA0003
19	18117830	+	MA0003
19	18204897	-	MA0003
19	18282029	+	MA0003
19	18373945	+	MA0003
19	18388800	-	MA0003
19	18440604	-	MA0003
19	18544037	-	MA0003
19	18544045	-	MA0003
19	18606335	+	MA0003
19	18636176	-	MA0003
19	18941224	+	MA0003
19	19386045	-	MA0003
19	19386097	-	MA0003
19	19532406	+	MA0003
19	19591245	+	MA0003
19	19733431	+	MA0003
19	19866134	+	MA0003
19	20154837	-	MA0003
19	21329472	-	MA0003
19	22882931	+	MA0003
19	22882932	-	MA0003
19	23075483	+	MA0003
19	23393312	+	MA0003
19	23404778	-	MA0003
19	23510194	-	MA0003
19	23510236	+	MA0003
19	23699629	+	MA0003
19	24000885	-	MA0003
19	24033713	-	MA0003
19	28074859	+	MA0003
19	28074860	-	MA0003
19	28552126	+	MA0003
19	28586550	+	MA0003
19	28586588	+	MA0003
19	28586589	-	MA0003
19	29720771	+	MA0003
19	29760272	+	MA0003
19	29760273	-	MA0003
19	29774306	+	MA0003
19	29774351	-	MA0003
19	29942530	-	MA0003
19	30036457	+	MA0003
19	30036458	-	MA0003
19	30317991	-	MA0003
19	30683113	+	MA0003
19	30683127	+	MA0003
19	30719766	+	MA0003
19	31625272	+	MA0003
19	31666347	+	MA0003
19	32653500	+	MA0003
19	32675011	-	MA0003
19	32675873	+	MA0003
19	32675874	-	MA0003
19	32691846	-	MA0003
19	32692317	+	MA0003
19	32692318	-	MA0003
19	32870201	+	MA0003
19	32908832	+	MA0003
19	32908833	-	MA0003
19	33047475	+	MA0003
19	33065108	+	MA0003
19	33177460	+	MA0003
19	33194187	-	MA0003
19	33235766	+	MA0003
19	33294029	+	MA0003
19	33298693	+	MA0003
19	33299601	+	MA0003
19	33302883	-	MA0003
19	33373293	-	MA0003
19	33407000	-	MA0003
19	33510116	+	MA0003
19	33510117	-	MA0003
19	33621939	-	MA0003
19	33629722	-	MA0003
19	33868874	+	MA0003
19	33868875	-	MA0003
19	33879945	-	MA0003
19	33879992	-	MA0003
19	33906203	+	MA0003
19	33998694	+	MA0003
19	34134283	-	MA0003
19	34134300	+	MA0003
19	34134788	+	MA0003
19	34254526	-	MA0003
19	34387209	+	MA0003
19	34387210	-	MA0003
19	34458099	+	MA0003
19	34458100	-	MA0003
19	34677447	+	MA0003
19	34677497	+	MA0003
19	34677696	+	MA0003
19	34734252	+	MA0003
19	34734260	-	MA0003
19	35111116	-	MA0003
19	35116231	+	MA0003
19	35248593	+	MA0003
19	35249077	+	MA0003
19	35309642	+	MA0003
19	35319286	-	MA0003
19	35319297	-	MA0003
19	35319356	-	MA0003
19	35449527	+	MA0003
19	35510500	+	MA0003
19	35673742	-	MA0003
19	35684135	+	MA0003
19	35684136	-	MA0003
19	35702501	-	MA0003
19	35717154	-	MA0003
19	35745506	+	MA0003
19	35758099	+	MA0003
19	35959250	-	MA0003
19	35999139	-	MA0003
19	36008783	+	MA0003
19	36008784	-	MA0003
19	36014579	+	MA0003
19	36114992	+	MA0003
19	36120207	-	MA0003
19	36132697	+	MA0003
19	36132698	-	MA0003
19	36140066	-	MA0003
19	36489543	-	MA0003
19	36573337	-	MA0003
19	36797525	+	MA0003
19	36850217	+	MA0003
19	37078262	+	MA0003
19	37210489	-	MA0003
19	37371130	+	MA0003
19	37466948	+	MA0003
19	37466949	-	MA0003
19	37719401	-	MA0003
19	37719814	-	MA0003
19	37779884	+	MA0003
19	37907046	+	MA0003
19	37966285	+	MA0003
19	37966319	+	MA0003
19	37991945	+	MA0003
19	38004461	-	MA0003
19	38058246	+	MA0003
19	38074515	+	MA0003
19	38074516	-	MA0003
19	38229815	-	MA0003
19	38264274	-	MA0003
19	38301069	+	MA0003
19	38305161	-	MA0003
19	38335715	+	MA0003
19	38374670	-	MA0003
19	38478676	-	MA0003
19	38596229	+	MA0003
19	38596230	-	MA0003
19	38638654	-	MA0003
19	38638683	-	MA0003
19	38640639	+	MA0003
19	38640640	-	MA0003
19	38642334	-	MA0003
19	38650040	+	MA0003
19	38650041	-	MA0003
19	38686269	-	MA0003
19	38731959	+	MA0003
19	38837787	+	MA0003
19	38837788	-	MA0003
19	38838716	-	MA0003
19	38860966	+	MA0003
19	38900018	-	MA0003
19	39130537	-	MA0003
19	39131339	+	MA0003
19	39133578	-	MA0003
19	39136658	+	MA0003
19	39296140	+	MA0003
19	39296152	+	MA0003
19	39296153	-	MA0003
19	39307483	-	MA0003
19	39480714	-	MA0003
19	39532449	-	MA0003
19	39539546	-	MA0003
19	39557964	-	MA0003
19	39631406	-	MA0003
19	39971006	-	MA0003
19	40249570	+	MA0003
19	40257323	+	MA0003
19	40266365	+	MA0003
19	40322985	+	MA0003
19	40322986	-	MA0003
19	40404207	-	MA0003
19	40421282	+	MA0003
19	40421302	-	MA0003
19	40443351	+	MA0003
19	40462056	+	MA0003
19	40597138	+	MA0003
19	40605611	+	MA0003
19	40610571	+	MA0003
19	40702624	+	MA0003
19	40754755	-	MA0003
19	40778631	-	MA0003
19	40778651	-	MA0003
19	40798245	+	MA0003
19	41032075	+	MA0003
19	41195254	-	MA0003
19	41323115	-	MA0003
19	41325996	-	MA0003
19	41427472	-	MA0003
19	41774797	-	MA0003
19	41958670	-	MA0003
19	42207011	+	MA0003
19	42208794	+	MA0003
19	42220162	-	MA0003
19	42280572	+	MA0003
19	42281351	+	MA0003
19	42301829	+	MA0003
19	42301839	+	MA0003
19	42301840	-	MA0003
19	42303316	+	MA0003
19	42468457	+	MA0003
19	42480751	+	MA0003
19	42480752	-	MA0003
19	43265507	+	MA0003
19	43455537	+	MA0003
19	43455538	-	MA0003
19	43465662	+	MA0003
19	43518035	-	MA0003
19	43596248	+	MA0003
19	43784606	+	MA0003
19	43784614	+	MA0003
19	43785249	+	MA0003
19	43983974	-	MA0003
19	43984019	+	MA0003
19	44002816	+	MA0003
19	44207482	-	MA0003
19	44435757	-	MA0003
19	44885700	-	MA0003
19	44905677	-	MA0003
19	45001873	-	MA0003
19	45001927	-	MA0003
19	45067161	-	MA0003
19	45071370	+	MA0003
19	45079671	-	MA0003
19	45113850	+	MA0003
19	45117891	-	MA0003
19	45123515	-	MA0003
19	45150879	+	MA0003
19	45157003	-	MA0003
19	45162160	+	MA0003
19	45202797	-	MA0003
19	45404007	+	MA0003
19	45404030	-	MA0003
19	45405519	+	MA0003
19	45405536	+	MA0003
19	45423795	+	MA0003
19	45455895	-	MA0003
19	45492825	+	MA0003
19	45492826	-	MA0003
19	45506699	-	MA0003
19	45506727	+	MA0003
19	45508496	+	MA0003
19	45521190	+	MA0003
19	45548393	+	MA0003
19	45577727	+	MA0003
19	45584908	-	MA0003
19	45642221	+	MA0003
19	45731162	-	MA0003
19	45781790	+	MA0003
19	45864189	-	MA0003
19	45886075	+	MA0003
19	45914056	+	MA0003
19	46015473	-	MA0003
19	46077685	-	MA0003
19	46211459	-	MA0003
19	46222152	-	MA0003
19	46404364	-	MA0003
19	46412036	-	MA0003
19	46661381	+	MA0003
19	46792247	-	MA0003
19	46796266	-	MA0003
19	46802358	-	MA0003
19	46829317	+	MA0003
19	47013434	-	MA0003
19	47058897	-	MA0003
19	47172884	+	MA0003
19	47227896	+	MA0003
19	47266547	+	MA0003
19	47337025	+	MA0003
19	47446123	-	MA0003
19	47500497	+	MA0003
19	47500498	-	MA0003
19	47573249	+	MA0003
19	47600603	-	MA0003
19	47608503	+	MA0003
19	47624172	+	MA0003
19	47638216	-	MA0003
19	47638236	+	MA0003
19	47645755	+	MA0003
19	47713328	-	MA0003
19	48135988	-	MA0003
19	48164720	-	MA0003
19	48330216	+	MA0003
19	48390793	-	MA0003
19	48445828	+	MA0003
19	48488236	-	MA0003
19	48493028	+	MA0003
19	48619208	+	MA0003
19	48637571	+	MA0003
19	48708948	-	MA0003
19	48795490	-	MA0003
19	48811117	+	MA0003
19	48896489	+	MA0003
19	48933663	+	MA0003
19	48955251	+	MA0003
19	48955291	+	MA0003
19	49031741	-	MA0003
19	49056297	-	MA0003
19	49151972	+	MA0003
19	49157752	+	MA0003
19	49165303	-	MA0003
19	49361665	-	MA0003
19	49363154	+	MA0003
19	49363155	-	MA0003
19	49413107	-	MA0003
19	49786515	-	MA0003
19	49809466	+	MA0003
19	49861740	+	MA0003
19	49863050	+	MA0003
19	49928680	-	MA0003
19	49930014	-	MA0003
19	50051165	+	MA0003
19	50173231	-	MA0003
19	50330939	-	MA0003
19	50330979	+	MA0003
19	50383960	+	MA0003
19	50556722	+	MA0003
19	50695342	-	MA0003
19	50844467	+	MA0003
19	50859070	+	MA0003
19	50859090	-	MA0003
19	51044587	+	MA0003
19	51367866	-	MA0003
19	51422141	+	MA0003
19	51689160	+	MA0003
19	51689920	-	MA0003
19	51690842	+	MA0003
19	51704401	-	MA0003
19	52269677	+	MA0003
19	52569757	+	MA0003
19	52569765	+	MA0003
19	52860383	-	MA0003
19	52923189	+	MA0003
19	53009839	+	MA0003
19	53606511	+	MA0003
19	53869750	+	MA0003
19	54173164	+	MA0003
19	54208342	+	MA0003
19	55173766	-	MA0003
19	55216539	+	MA0003
19	55216981	-	MA0003
19	55259467	+	MA0003
19	55373000	+	MA0003
19	55407437	-	MA0003
19	55526458	-	MA0003
19	55536527	-	MA0003
19	55599234	-	MA0003
19	55654527	-	MA0003
19	55654964	-	MA0003
19	56105341	+	MA0003
19	56134325	+	MA0003
19	56153634	+	MA0003
19	56153635	-	MA0003
19	57487805	-	MA0003
19	57799306	+	MA0003
19	57799307	-	MA0003
19	57814090	-	MA0003
19	57886302	+	MA0003
19	58002698	-	MA0003
19	58150907	+	MA0003
19	58182014	-	MA0003
19	58228839	-	MA0003
19	58347679	+	MA0003
19	58347691	+	MA0003
19	58363000	-	MA0003
19	58380642	+	MA0003
19	58386391	-	MA0003
19	58499506	-	MA0003
19	58514117	+	MA0003
19	58544387	-	MA0003
19	58544806	+	MA0003
19	58558711	+	MA0003
19	344956	+	MA0014
19	494213	+	MA0014
19	494226	+	MA0014
19	648006	+	MA0014
19	729524	-	MA0014
19	1158649	+	MA0014
19	1269115	-	MA0014
19	1748281	+	MA0014
19	1898028	+	MA0014
19	2224109	+	MA0014
19	2478318	-	MA0014
19	3627117	+	MA0014
19	3627164	+	MA0014
19	4155156	-	MA0014
19	4185560	+	MA0014
19	4472030	-	MA0014
19	5029777	+	MA0014
19	5295021	+	MA0014
19	5826650	+	MA0014
19	6199335	+	MA0014
19	6502351	-	MA0014
19	6502357	+	MA0014
19	6502358	-	MA0014
19	6502368	-	MA0014
19	6521952	+	MA0014
19	6779683	+	MA0014
19	7395047	-	MA0014
19	7395064	-	MA0014
19	7535974	-	MA0014
19	7943437	-	MA0014
19	8823782	+	MA0014
19	10102945	+	MA0014
19	10871111	+	MA0014
19	10871179	+	MA0014
19	10968687	-	MA0014
19	12294931	-	MA0014
19	12333767	-	MA0014
19	12806378	-	MA0014
19	13840641	+	MA0014
19	15125491	-	MA0014
19	15125513	+	MA0014
19	15556643	+	MA0014
19	16520172	+	MA0014
19	16618443	+	MA0014
19	17133485	-	MA0014
19	17191798	+	MA0014
19	17753070	+	MA0014
19	17860163	+	MA0014
19	17946279	+	MA0014
19	18098940	+	MA0014
19	18255300	-	MA0014
19	18522168	-	MA0014
19	19144148	-	MA0014
19	20169269	-	MA0014
19	20169317	-	MA0014
19	29664955	+	MA0014
19	29673115	-	MA0014
19	29760026	+	MA0014
19	30652800	+	MA0014
19	35375818	+	MA0014
19	35899893	-	MA0014
19	35899897	+	MA0014
19	35900637	-	MA0014
19	35938987	-	MA0014
19	37923231	-	MA0014
19	40278942	-	MA0014
19	40285162	-	MA0014
19	40285876	+	MA0014
19	41957882	-	MA0014
19	42286450	+	MA0014
19	45506560	+	MA0014
19	46600987	-	MA0014
19	46601010	+	MA0014
19	46601011	-	MA0014
19	46750554	-	MA0014
19	47257235	+	MA0014
19	48330523	+	MA0014
19	48637753	+	MA0014
19	48637759	+	MA0014
19	48872249	-	MA0014
19	48872269	+	MA0014
19	49084874	+	MA0014
19	49495161	-	MA0014
19	50275814	+	MA0014
19	50384263	+	MA0014
19	50384295	+	MA0014
19	53161243	-	MA0014
19	55408150	-	MA0014
19	55549672	-	MA0014
19	55690469	-	MA0014
19	57443502	+	MA0014
19	58380816	+	MA0014
19	58380817	-	MA0014
19	58476014	-	MA0014
19	58476020	-	MA0014
19	58559564	-	MA0014
19	383122	+	MA0018
19	383122	-	MA0018
19	511352	+	MA0018
19	511352	-	MA0018
19	551272	+	MA0018
19	551272	-	MA0018
19	830343	+	MA0018
19	830343	-	MA0018
19	844604	+	MA0018
19	844604	-	MA0018
19	980681	+	MA0018
19	980681	-	MA0018
19	996554	+	MA0018
19	996554	-	MA0018
19	1021686	+	MA0018
19	1021686	-	MA0018
19	1021703	+	MA0018
19	1021703	-	MA0018
19	1042381	+	MA0018
19	1042381	-	MA0018
19	1104636	+	MA0018
19	1104636	-	MA0018
19	1240341	+	MA0018
19	1240341	-	MA0018
19	1249147	+	MA0018
19	1249147	-	MA0018
19	1260905	+	MA0018
19	1260905	-	MA0018
19	1274184	+	MA0018
19	1274184	-	MA0018
19	1415668	+	MA0018
19	1415668	-	MA0018
19	1542864	+	MA0018
19	1542864	-	MA0018
19	1568389	+	MA0018
19	1568389	-	MA0018
19	1690911	+	MA0018
19	1690911	-	MA0018
19	1753465	+	MA0018
19	1753465	-	MA0018
19	1940777	+	MA0018
19	1940777	-	MA0018
19	1940798	+	MA0018
19	1940798	-	MA0018
19	2035259	+	MA0018
19	2035259	-	MA0018
19	2302475	+	MA0018
19	2302475	-	MA0018
19	2494898	+	MA0018
19	2494898	-	MA0018
19	2702931	+	MA0018
19	2702931	-	MA0018
19	2840941	+	MA0018
19	2840941	-	MA0018
19	2945407	+	MA0018
19	2945407	-	MA0018
19	2956595	+	MA0018
19	2956595	-	MA0018
19	2962204	+	MA0018
19	2962204	-	MA0018
19	2962223	+	MA0018
19	2962223	-	MA0018
19	3035702	+	MA0018
19	3035702	-	MA0018
19	3306949	+	MA0018
19	3306949	-	MA0018
19	3451170	+	MA0018
19	3451170	-	MA0018
19	3503068	+	MA0018
19	3503068	-	MA0018
19	3506101	+	MA0018
19	3506101	-	MA0018
19	3568927	+	MA0018
19	3568927	-	MA0018
19	3670303	+	MA0018
19	3670303	-	MA0018
19	3670321	+	MA0018
19	3670321	-	MA0018
19	3670993	+	MA0018
19	3670993	-	MA0018
19	3736490	+	MA0018
19	3736490	-	MA0018
19	3736518	+	MA0018
19	3736518	-	MA0018
19	3762658	+	MA0018
19	3762658	-	MA0018
19	3850011	+	MA0018
19	3850011	-	MA0018
19	3850543	+	MA0018
19	3850543	-	MA0018
19	3971121	+	MA0018
19	3971121	-	MA0018
19	3977559	+	MA0018
19	3977559	-	MA0018
19	3985472	+	MA0018
19	3985472	-	MA0018
19	4065150	+	MA0018
19	4065150	-	MA0018
19	4375924	+	MA0018
19	4375924	-	MA0018
19	4402337	+	MA0018
19	4402337	-	MA0018
19	4589673	+	MA0018
19	4589673	-	MA0018
19	4633671	+	MA0018
19	4633671	-	MA0018
19	4633704	+	MA0018
19	4633704	-	MA0018
19	4831789	+	MA0018
19	4831789	-	MA0018
19	5340862	+	MA0018
19	5340862	-	MA0018
19	5687310	+	MA0018
19	5687310	-	MA0018
19	5791249	+	MA0018
19	5791249	-	MA0018
19	5791268	+	MA0018
19	5791268	-	MA0018
19	5985436	+	MA0018
19	5985436	-	MA0018
19	5985489	+	MA0018
19	5985489	-	MA0018
19	6156233	+	MA0018
19	6156233	-	MA0018
19	6372363	+	MA0018
19	6372363	-	MA0018
19	6393450	+	MA0018
19	6393450	-	MA0018
19	6541130	+	MA0018
19	6541130	-	MA0018
19	6734530	+	MA0018
19	6734530	-	MA0018
19	6768011	+	MA0018
19	6768011	-	MA0018
19	6828395	+	MA0018
19	6828395	-	MA0018
19	6828402	+	MA0018
19	6828402	-	MA0018
19	7489024	+	MA0018
19	7489024	-	MA0018
19	7492419	+	MA0018
19	7492419	-	MA0018
19	7611750	+	MA0018
19	7611750	-	MA0018
19	7629571	+	MA0018
19	7629571	-	MA0018
19	7649598	+	MA0018
19	7649598	-	MA0018
19	7670991	+	MA0018
19	7670991	-	MA0018
19	7696736	+	MA0018
19	7696736	-	MA0018
19	7696752	+	MA0018
19	7696752	-	MA0018
19	7696787	+	MA0018
19	7696787	-	MA0018
19	7828996	+	MA0018
19	7828996	-	MA0018
19	7869209	+	MA0018
19	7869209	-	MA0018
19	7903746	+	MA0018
19	7903746	-	MA0018
19	8321394	+	MA0018
19	8321394	-	MA0018
19	8389977	+	MA0018
19	8389977	-	MA0018
19	8424075	+	MA0018
19	8424075	-	MA0018
19	8689135	+	MA0018
19	8689135	-	MA0018
19	9179092	+	MA0018
19	9179092	-	MA0018
19	9407182	+	MA0018
19	9407182	-	MA0018
19	9435586	+	MA0018
19	9435586	-	MA0018
19	9538662	+	MA0018
19	9538662	-	MA0018
19	9584550	+	MA0018
19	9584550	-	MA0018
19	9621251	+	MA0018
19	9621251	-	MA0018
19	9675103	+	MA0018
19	9675103	-	MA0018
19	9700477	+	MA0018
19	9700477	-	MA0018
19	10231577	+	MA0018
19	10231577	-	MA0018
19	10252185	+	MA0018
19	10252185	-	MA0018
19	10403604	+	MA0018
19	10403604	-	MA0018
19	10416740	+	MA0018
19	10416740	-	MA0018
19	10416773	+	MA0018
19	10416773	-	MA0018
19	10425484	+	MA0018
19	10425484	-	MA0018
19	10432065	+	MA0018
19	10432065	-	MA0018
19	10648523	+	MA0018
19	10648523	-	MA0018
19	10863422	+	MA0018
19	10863422	-	MA0018
19	11269012	+	MA0018
19	11269012	-	MA0018
19	11536182	+	MA0018
19	11536182	-	MA0018
19	11538708	+	MA0018
19	11538708	-	MA0018
19	12782553	+	MA0018
19	12782553	-	MA0018
19	12839218	+	MA0018
19	12839218	-	MA0018
19	12891143	+	MA0018
19	12891143	-	MA0018
19	12934449	+	MA0018
19	12934449	-	MA0018
19	12945650	+	MA0018
19	12945650	-	MA0018
19	12945671	+	MA0018
19	12945671	-	MA0018
19	12974505	+	MA0018
19	12974505	-	MA0018
19	12983684	+	MA0018
19	12983684	-	MA0018
19	13151640	+	MA0018
19	13151640	-	MA0018
19	13153011	+	MA0018
19	13153011	-	MA0018
19	13298763	+	MA0018
19	13298763	-	MA0018
19	13738287	+	MA0018
19	13738287	-	MA0018
19	13880301	+	MA0018
19	13880301	-	MA0018
19	13921623	+	MA0018
19	13921623	-	MA0018
19	14006832	+	MA0018
19	14006832	-	MA0018
19	14006875	+	MA0018
19	14006875	-	MA0018
19	14006910	+	MA0018
19	14006910	-	MA0018
19	14406299	+	MA0018
19	14406299	-	MA0018
19	14425920	+	MA0018
19	14425920	-	MA0018
19	14572157	+	MA0018
19	14572157	-	MA0018
19	15332542	+	MA0018
19	15332542	-	MA0018
19	15449997	+	MA0018
19	15449997	-	MA0018
19	16076354	+	MA0018
19	16076354	-	MA0018
19	16076381	+	MA0018
19	16076381	-	MA0018
19	16076403	+	MA0018
19	16076403	-	MA0018
19	16258575	+	MA0018
19	16258575	-	MA0018
19	16313225	+	MA0018
19	16313225	-	MA0018
19	17036236	+	MA0018
19	17036236	-	MA0018
19	17226474	+	MA0018
19	17226474	-	MA0018
19	17352077	+	MA0018
19	17352077	-	MA0018
19	17352096	+	MA0018
19	17352096	-	MA0018
19	17555543	+	MA0018
19	17555543	-	MA0018
19	17617521	+	MA0018
19	17617521	-	MA0018
19	17645788	+	MA0018
19	17645788	-	MA0018
19	17681691	+	MA0018
19	17681691	-	MA0018
19	17834532	+	MA0018
19	17834532	-	MA0018
19	17834592	+	MA0018
19	17834592	-	MA0018
19	17933009	+	MA0018
19	17933009	-	MA0018
19	17985625	+	MA0018
19	17985625	-	MA0018
19	18104554	+	MA0018
19	18104554	-	MA0018
19	18171779	+	MA0018
19	18171779	-	MA0018
19	18204083	+	MA0018
19	18204083	-	MA0018
19	18281818	+	MA0018
19	18281818	-	MA0018
19	18292280	+	MA0018
19	18292280	-	MA0018
19	18365136	+	MA0018
19	18365136	-	MA0018
19	18380555	+	MA0018
19	18380555	-	MA0018
19	18486620	+	MA0018
19	18486620	-	MA0018
19	18515003	+	MA0018
19	18515003	-	MA0018
19	18590608	+	MA0018
19	18590608	-	MA0018
19	18919671	+	MA0018
19	18919671	-	MA0018
19	19082041	+	MA0018
19	19082041	-	MA0018
19	19082052	+	MA0018
19	19082052	-	MA0018
19	19540630	+	MA0018
19	19540630	-	MA0018
19	21463505	+	MA0018
19	21463505	-	MA0018
19	21594183	+	MA0018
19	21594183	-	MA0018
19	21625417	+	MA0018
19	21625417	-	MA0018
19	29213204	+	MA0018
19	29213204	-	MA0018
19	29606231	+	MA0018
19	29606231	-	MA0018
19	29861723	+	MA0018
19	29861723	-	MA0018
19	29861767	+	MA0018
