chr	pos	strand	gene
13	36868365	-	trim9
25	3224085	-	cib1
4	30460765	+	si:dkey-199m13.4
21	14812838	-	phpt1
1	53881844	-	capn9
11	1403741	-	si:ch211-266k22.6
22	14304677	-	si:ch73-338d8.5
1	51197601	+	btbd3a
23	36299018	-	cbx5
23	19968956	-	ccnq
16	378766	-	irx4a
23	31962383	-	ormdl2
22	14338178	-	si:dkeyp-122a9.1
7	57342998	+	rxfp3.3a2
13	9830710	+	dennd10
20	32432871	+	snx3
23	31962384	-	ormdl2
13	11690277	-	slc39a8
6	34213971	-	dmrt2b
25	3224669	+	rccd1
22	14350839	-	si:dkeyp-122a9.2
18	20853376	+	ttc23
25	8623709	-	GDPGP1
11	34488869	-	pik3ca
17	35225614	-	itgb1bp1
23	7504017	+	rbbp8l
11	34489410	-	pik3ca
5	25025053	-	abo
18	32982171	+	olfcg4
4	40846483	-	si:dkey-285e18.5
10	16035413	+	phax
7	68214935	-	zfhx3
16	29551023	-	hormad1
17	52600506	-	lrrc74a
5	54545441	-	ssna1
4	40861846	+	si:dkey-285e18.6
10	41060739	-	aak1b
12	31556004	+	si:ch73-205h11.1
25	19441920	-	cart2
5	33266410	-	kyat1
17	8879812	-	nkl.3
9	48109197	+	cxcr2
15	31438111	+	or103-2
16	11142797	+	erfl3
23	36297221	-	cbx5
5	54545432	-	ssna1
4	40880433	-	zgc:174650
19	23310593	+	irgf2
25	6479571	+	snx33
6	37311049	+	ptger3
23	36299187	-	cbx5
5	33264842	-	kyat1
5	23020606	+	brwd3
23	36298159	-	cbx5
1	58618868	+	si:ch73-221f6.3
2	31830183	-	nol7
9	32797816	-	gatd3a
5	22956894	-	si:dkey-237j10.2
5	54542062	+	tprn
4	5223170	+	galnt8b.2
17	41266561	+	babam2
19	23306298	+	si:dkey-79i2.4
19	40165799	+	si:ch211-173p18.3
11	1412356	+	ppp1r3db
5	67474119	-	UTP14C
22	5940398	-	si:rp71-36a1.3
9	48134394	-	klhl23
21	44737594	-	kif4
16	26140895	-	arhgef1b
13	318827	+	irf1a
4	1732825	-	tm7sf3
18	3576434	+	serp1
5	29745566	+	ddx31
1	56996143	+	si:ch211-1f22.12
2	2207243	+	ccdc13
15	8400091	+	tmem160
2	49834052	+	wdr48b
1	45616642	-	sept3
7	49619375	-	tsg101b
8	48629495	-	clcn6
1	45616067	-	sept3
9	38065147	+	stam2
16	45149355	-	si:ch73-343g19.4
7	73297564	+	CABZ01083442.1
24	36329800	+	pus3
25	35938996	+	gpia
21	44735181	-	kif4
7	51752239	-	leap2
20	13959214	+	si:dkey-249p7.4
13	23037585	-	supv3l1
5	69876314	+	ugt2a5
5	33283718	+	surf1
5	4374375	+	sat1a.2
3	20963162	-	slc35b1
7	862806	+	zgc:175177
17	40999835	-	rbks
5	69876834	+	ugt2a5
22	4733106	+	cers4a
13	319576	-	ddx21
7	29515727	+	si:dkey-182o15.5
6	19163923	-	si:ch211-188c18.1
8	14211746	-	sin3b
6	16673793	-	nomo
18	27843840	-	iqcg
7	864492	-	si:cabz01080528.1
5	9179578	-	lrp13
22	38001405	-	pex6
7	18412621	-	sstr1b
21	27461206	+	cfbl
22	29911326	-	dusp5
25	6507141	-	cspg4
10	25728744	+	ugt5d1
21	44784723	+	rnf121
10	17780102	+	ccl19b
13	44818447	-	si:dkeyp-2e4.8
8	10857042	+	mapk13
7	30390376	+	aqp9b
15	46355392	+	si:ch1073-340i21.2
5	57234118	+	pja2
1	46888033	-	pdxkb
7	7662195	-	mfap3l
16	38556836	-	eif3ea
22	1146989	+	GUCA1A
9	22939510	+	tsn
4	19704628	+	pax4
7	73315408	+	CABZ01081777.1
3	829433	+	FP102888.1
17	29277731	+	ankrd9
15	2489934	+	panx1a
10	24323751	-	pitpnab
17	31151215	-	pkdccb
17	18773961	-	vrk1
1	57008386	+	si:ch211-1f22.13
16	12477716	-	slc2a3b
22	158112	-	fblim1
7	5699624	-	si:dkey-10h3.2
9	22134731	-	crygm2d8
20	13997835	+	rd3
15	46358014	+	wu:fb18f06
8	33260675	-	lmx1bb
1	20866858	-	cpe
24	17031129	-	c8g
24	38191962	+	si:ch211-234p6.5
8	33258580	-	lmx1bb
9	21072359	-	wars2
3	16240984	-	bckdhbl
11	7350926	-	si:dkey-197i20.6
10	5147554	+	zgc:113274
23	25448872	+	fmnl3
20	23677379	+	nek1
25	24262450	+	tmem86a
25	15247691	-	ccdc73
24	38137507	-	crp7
17	5829851	-	si:ch73-340m8.2
21	20785888	+	oxct1b
24	38137473	-	crp7
24	29622345	-	si:ch73-383g2.1
25	37441657	+	chmp1a
13	40286595	-	pyroxd2
14	26395337	-	pimr212
20	9421448	-	rdh14b
2	16885285	-	clcn2a
14	24244034	+	nkx2.5
17	5863150	-	gckr
19	44047176	+	lrrc14b
17	38233021	+	slc25a21
2	24355324	+	pimr68
4	22419743	+	lhfpl3
25	8627749	-	unc45a
19	822275	+	nrm
23	17993791	-	pm20d1.2
13	353584	-	VIT
20	14003060	-	si:ch211-22i13.2
12	33806352	-	twnk
4	11124614	-	si:dkey-21h14.9
16	14215617	+	dap3
12	33805850	-	twnk
5	4921393	-	zbtb43
21	14817273	-	noc4l
22	16305821	+	dbt
11	1422737	-	phactr3b
19	29836458	-	txlna
3	25059502	-	xpnpep3
7	31924983	-	bdnf
5	4921092	-	zbtb43
2	45655294	-	prpf38b
12	33819096	+	mrpl43
19	29834440	-	txlna
7	31925511	-	bdnf
22	35175168	+	rnf13
7	31924993	-	bdnf
3	16285259	+	st8sia6
6	40544207	+	prkcda
19	840530	+	ppp1r18
25	31394515	+	lsp1a
15	31445756	+	or103-4
2	36664173	-	ccnl1b
1	12138612	+	spink4
20	848068	+	nt5e
15	31445759	+	or103-4
15	31439726	+	or103-3
1	43692141	+	cisd2
3	36427988	-	rogdi
5	30995108	+	ube2g1a
5	32217579	+	myhz2
21	14826583	-	pus1
13	2892011	+	XPO5
25	31388899	-	prr33
23	30725716	-	thap3
23	39607679	+	g0s2
2	4217766	+	gata6
5	32217575	+	myhz2
12	48881716	+	dlg5b.1
18	7090920	-	cfap161
20	25639470	-	si:dkeyp-117h8.4
24	33301865	-	slc4a2b
18	7099336	-	si:dkey-88e18.8
18	7099162	-	si:dkey-88e18.8
19	19751309	+	hoxa9a
16	45172793	-	si:dkey-33i11.9
7	34241319	-	dis3l
1	58622498	+	zgc:174890
20	32437396	-	nr2e1
10	41192881	+	anxa4
8	50217915	+	slc25a37
16	27561114	-	zgc:153215
4	49765093	-	si:ch211-197e7.1
10	41192879	+	anxa4
2	37812185	+	ltb4r2b
19	19752145	+	hoxa9a
22	16311740	-	trmt13
2	55990284	+	nmrk2
16	42494345	+	herpud2
25	34833482	+	adat1
16	42495383	+	herpud2
17	8941421	+	psmc1a
7	34240903	+	tipin
10	35059856	-	C10H21orf91
7	5776656	-	si:dkey-10h3.7
16	16975264	+	si:ch211-120k19.1
16	16974789	+	si:ch211-120k19.1
14	7320948	-	trappc11
7	34245115	+	tipin
19	19717971	-	evx1
21	6134570	+	fpgs
17	52632094	-	fam98b
10	35059885	-	C10H21orf91
14	17382471	+	spon2b
14	12066695	-	tmsb1
22	10658520	+	rassf1
4	40971399	-	si:dkeyp-82h4.1
21	6134487	+	fpgs
19	19762231	+	CR382300.2
9	22940962	-	si:dkey-91i10.2
20	6540933	+	si:ch211-191a24.4
22	10658513	+	rassf1
12	7263958	+	tfam
7	5739921	-	si:dkey-10h3.3
2	55989688	+	nmrk2
4	41057983	-	si:dkeyp-82h4.3
14	17382534	+	spon2b
22	9513061	+	cacna2d2b
17	52639492	-	spred1
4	40960054	+	znf1136
23	39626681	+	otud3
8	50256930	-	nkx3-1
23	27350829	+	tmprss12
5	35875085	-	rxfp2l
20	6540926	+	si:ch211-191a24.4
22	10663935	+	tusc2b
22	16312202	+	lrrc39
2	35474115	+	tnr
4	41166287	+	znf1062
22	16312217	+	lrrc39
24	7294929	-	actr3b
19	7957870	+	si:dkey-266f7.10
2	35473586	+	tnr
7	62439872	+	stim2b
17	8896456	-	nkl.1
5	51739181	-	lhfpl2b
4	41088690	+	si:dkey-16p19.1
5	51739770	-	lhfpl2b
11	25519837	+	tfe3b
4	41088499	+	si:dkey-16p19.1
20	6576809	+	tns3.1
11	25519661	+	tfe3b
2	55890673	-	cplx4c
4	8663117	+	wnt5b
13	13581133	+	foxi2
25	7230905	+	lingo1a
19	25656812	-	asns
12	16405598	-	pcgf5b
17	21994043	-	slc22a7b.2
12	7423438	+	bicc1b
4	8662899	+	wnt5b
22	38930725	-	ncbp2
9	42990985	-	ttn.2
9	22157282	-	crygm2d16
18	20859661	-	synm
4	8609517	-	fbxl14b
24	38198344	+	igl3v4
14	31668510	-	map7d3
4	13499264	-	si:ch211-266a5.12
13	8994070	+	hcar1-3
6	52336619	+	esyt1b
13	44835774	-	si:dkeyp-2e4.3
22	341990	-	necap2
11	24013861	-	chia.3
1	49605854	+	col17a1a
1	46957351	+	tmprss3b
12	31612987	+	CR352342.1
11	24013769	-	chia.3
7	7707218	+	ino80b
20	25639508	+	ppat
5	15840485	+	hspb8
3	29674308	-	si:ch73-233k15.2
7	57470497	+	drd4b
4	30521650	-	znf1052
12	49145343	+	si:zfos-911d5.4
21	10676769	+	ccbe1
12	22511015	-	shbg
25	4660125	+	pgghg
7	24979833	-	rcor2
22	14480518	-	lrp1ba
16	42509011	-	tbx20
2	26300619	+	ptbp1a
5	15839404	+	hspb8
13	44827514	-	si:dkeyp-2e4.3
22	25066110	-	kat14
22	6065987	-	si:dkey-19a16.1
12	31631297	+	cpn1
13	36997761	+	frmd6
6	39306721	+	si:dkey-195m11.11
13	44831575	-	si:dkeyp-2e4.5
16	27581488	+	tmem67
18	17476941	+	si:dkey-102f14.7
13	36995435	+	frmd6
7	51793881	+	got2b
22	349121	-	tmem240b
19	19760971	+	hoxa5a
5	69903372	+	ythdc1
19	19731291	+	hoxa13a
6	6275401	-	mtif2
13	40354313	+	slc25a28
23	39632962	-	vwa1
18	8909471	+	si:dkey-5i3.5
19	44049501	-	uqcrb
23	39632397	-	vwa1
4	5225552	-	ada2b
20	32484756	+	ostm1
7	51768343	-	bmp15
4	30707282	-	si:dkey-16p19.5
4	30707298	-	si:dkey-16p19.5
12	31631132	+	cpn1
18	15793163	+	ube2na
16	24646600	-	pon1
22	14363952	-	lrp1ba
2	24365452	-	plvapa
16	52926139	-	brd9
19	44049652	-	uqcrb
10	25770467	-	postna
12	18343653	+	fam20cb
14	52418247	-	rest
15	18988585	+	cadm1b
23	45694055	-	ednrab
25	12924989	-	ccl39.7
1	40270561	+	TXN
14	46199941	-	setd7
3	14638399	+	tspan35
7	21806454	+	tmem88b
1	258138	+	grk1a
25	12936778	-	ccl39.6
10	17926298	+	phf24
7	73445871	+	si:ch211-142d6.2
2	27409706	+	elovl8a
7	13338283	+	syt7b
16	9558103	+	ca14
16	22288777	-	aqp10a
19	23368001	-	pimr90
1	20916551	-	msmo1
12	4576816	+	si:dkey-94f20.4
18	27993797	+	hipk3b
14	9077314	-	polr1d
2	32756706	+	klhl18
18	27993556	+	hipk3b
24	17048078	-	armc3
23	16757755	+	fbxo44
4	5240126	-	atp6v1e1b
3	945007	+	irgf4
11	12859263	+	rtel1
23	27356678	+	si:dkey-9p24.5
19	44058557	-	mterf3
18	41539256	+	selenot1b
17	25885472	+	wapla
6	28207746	+	smx5
19	23381331	-	pimr81
10	8098092	+	sub1a
6	37389683	-	cthl
19	8086491	-	si:dkey-266f7.9
9	27804031	-	si:rp71-45g20.10
8	16688370	-	rpe65b
21	27481382	+	bbs1
18	32995792	+	olfcg5
15	46736794	-	clcn2c
10	8098099	+	sub1a
22	4745105	-	rad23ab
10	8097870	+	sub1a
5	5171254	-	mvb12ba
14	21846181	+	ctbp1
25	37445449	+	slc10a3
17	35247374	+	iah1
8	53107380	-	b3galt4
11	3336524	-	tuba2
10	44691944	+	tpst2
14	24248391	-	bnip1a
5	21204069	+	arhgap25
21	10732281	+	lman1
19	23418078	-	pimr77
10	14949367	+	si:dkey-88l16.4
2	37824427	+	sdr39u1
10	32788832	+	ppm1e
18	20875997	+	pgpep1l
13	29952633	-	hif1an
10	44694732	+	ubc
24	17041823	-	msrb2
7	73449051	+	cbln6
24	17040211	-	msrb2
16	11222825	+	cicb
19	1738445	+	dennd3a
13	23058268	-	vps26a
14	12076821	-	prps1b
15	46685434	-	zgc:162872
20	9428966	-	crip2l
22	1164656	-	si:ch1073-181h11.4
25	15285590	+	tcp11l1
1	57059786	+	si:ch211-1f22.14
16	1359116	+	celf3b
2	38890677	+	carmil3
24	38201564	+	igl3v3
11	5855923	-	gamt
7	30406629	+	lipca
2	49866788	+	rpl37
8	16688511	+	si:ch211-198n5.11
2	24386382	+	nr2f6a
17	14467015	-	daam1a
24	38201564	+	igl3v2
5	59550943	+	gtf2ird1
2	49871576	+	rpl37
15	2490204	-	neu4
5	39707328	-	rasgef1ba
20	25618114	-	paics
9	22181416	-	crygm2d6
15	2490235	-	neu4
18	17483557	-	foxl1
5	28379335	+	DNAH10
16	52991487	+	trip13
7	73455918	+	cbln8
22	19455139	+	si:dkey-78l4.6
16	35556838	-	scmh1
25	35950535	+	hsd17b2
17	20620944	+	si:ch73-306e8.2
14	4125363	-	casp3b
4	3385452	+	nampta
12	4580372	-	irf3
23	23254976	-	si:dkey-98j1.5
14	17393595	+	si:ch211-255i20.3
12	49146716	-	bub3
17	22002859	-	slc22a7b.1
6	41451844	+	cplane2
19	4985996	+	stard3
2	49844630	-	blvra
12	13176918	+	paqr4b
15	46722513	-	ilkap
7	18474563	-	rgs12a
7	28374947	-	stk33
5	38440099	-	chrne
13	450002	-	heatr5b
1	59101839	-	si:zfos-2330d3.7
2	49844734	-	blvra
7	18474565	-	rgs12a
9	32805688	-	mxc
9	30783892	+	klf12b
17	11421712	-	psma3
22	359273	-	ssu72
1	1731564	+	atp1a1a.1
16	32676517	-	usp45
14	26404640	-	tmed9
21	11829836	-	rfesd
22	30000822	+	si:dkey-286j15.3
14	4161770	+	dhrs13l1
11	37035835	+	tkta
22	370915	-	FNDC10
15	5630452	+	mrap
22	30000826	+	si:dkey-286j15.3
23	2779863	+	top1
5	29746355	-	barhl1a
1	43711759	-	SLC9B2
11	19668	-	sp1
25	24610545	+	b4galnt4a
9	41045873	+	osgepl1
4	30780676	+	zgc:172014
15	29138108	+	zgc:101731
8	44011114	-	rimbp2
13	3258772	+	prph2b
4	30779968	+	zgc:172014
21	11840092	+	nudt2
3	18564030	+	cbx4
22	6099424	+	zgc:171887
1	59089598	+	MFAP4
15	29137894	+	zgc:101731
1	59089597	+	MFAP4
20	14014813	-	rhag
13	29991090	-	wnt8b
8	411977	-	pggt1b
2	6051916	-	uck2b
5	46207017	-	si:ch211-130m23.3
21	30951909	+	rhogb
12	30220346	+	ablim1b
21	30950675	+	rhogb
15	31470101	+	or102-2
12	49153888	-	hmx3b
8	27659244	-	mov10b.1
22	6074808	-	si:dkey-19a16.2
20	26692944	+	foxf2b
22	6073628	-	si:dkey-19a16.2
14	34512011	-	zgc:194246
21	1670264	+	fech
22	6085666	+	si:dkey-19a16.16
13	9002440	+	pimr154
3	29845175	+	cacng2a
14	52467160	+	b4galt1l
25	31418457	+	tnnt3a
22	378236	+	ora4
2	12039717	-	kcnt2
24	36331032	-	si:ch211-40k21.9
14	34510700	-	si:ch211-232m8.3
22	26839241	-	gde1
17	71073	+	si:ch1073-209e23.1
19	23436133	-	pimr78
20	32498745	+	si:ch73-257c13.2
25	3247343	+	metap2b
17	80167	-	grem1b
3	1012673	+	zgc:172051
20	18306122	-	psma8
4	49825475	-	zgc:173709
21	45182305	-	si:ch73-269m14.2
11	3367281	-	mcrs1
7	26299854	-	zgc:77439
6	9242449	+	pimr70
11	3364193	-	mcrs1
15	8604529	-	arhgap35a
8	13159587	+	itgb4
21	25544882	-	si:dkey-17e16.9
1	59092056	+	mfap4
25	35952036	-	mphosph6
15	8604477	-	arhgap35a
22	26822332	-	si:dkey-44g23.5
9	41045874	-	ankar
7	52960144	+	cdkn2aip
7	26297169	-	zgc:77439
25	19485340	-	zgc:193812
23	32007818	+	pan2
22	26819355	+	slx4
15	31474129	+	or102-3
21	14839589	-	ulk1b
23	32007370	+	pan2
11	3345405	-	suox
7	49638617	-	hrasb
9	41035925	-	adat3
25	34835553	-	gabarapl2
13	490569	+	fbxo28
7	52960714	+	cdkn2aip
4	41202536	-	si:ch211-73m21.1
9	30800876	-	klf5b
13	9831010	-	sfxn4
19	33876245	+	pex1
22	26818934	+	slx4
9	22187031	-	crygm2d17
7	49638413	-	hrasb
1	1796832	+	atp1a1a.2
16	22295662	-	si:dkey-92i15.4
6	9245087	-	iqcb1
1	20932052	-	klhl2
22	26806216	+	si:dkey-44g23.2
2	31836902	+	epdr1
8	14244476	-	xpr1a
11	25529048	-	si:dkey-245f22.3
10	28169169	+	rnft1
17	24869371	-	zbtb8a
4	13507584	-	ifng1
20	41242638	+	man1a1
25	34859819	+	tmem231
3	26751861	-	rab40c
23	10762684	-	rybpa
24	21504215	-	rnf6
1	20938512	+	CT583646.2
25	19521245	+	glsl
22	1182165	+	irf6
2	27543942	+	zswim5
12	13188616	-	pelo
18	41547318	+	tsen34
23	4717643	+	raf1a
1	10636064	-	zgc:174945
15	2507988	+	wdr53
15	2503165	+	wdr53
24	38206291	+	igl3v1
12	18362422	+	FOXL3
16	41495670	-	cmtm7
25	19520589	+	glsl
10	1591103	+	ora5
6	41461390	+	wdr82
5	67533180	-	zbtb20
5	21214299	+	bmp10
8	33420677	-	mvb12bb
5	43808838	-	mccc2
21	10749542	+	cplx4a
7	21848205	+	tm4sf5
4	76291446	-	zgc:174944
16	1397106	+	cers2b
1	57120505	+	si:ch73-94k4.1
16	1399328	+	cers2b
1	52538517	+	tacr3l
6	34825754	-	mier1a
13	40409215	-	nkx2.3
20	20816747	-	ckbb
5	43808342	+	zgc:158640
2	2290151	-	pth1r
25	8742650	+	man2a2
25	8739148	+	man2a2
18	45658076	+	eif3m
21	6150565	+	cdk9
13	13660564	-	pimr47
19	13397295	+	lrp12
18	33000125	+	olfch1
5	36271016	-	efnb1
1	43714149	-	bdh2
22	468437	+	celsr2
7	73571518	+	arhgef40
3	29867213	-	rpl3
7	38678090	+	mtch2
10	21870457	+	cbln17
25	17346929	+	cnot1
1	43714219	-	bdh2
7	63637143	-	si:ch211-208g1.1
3	29867286	-	rpl3
21	30973697	-	pgap2
9	32824639	-	mxe
7	32142810	+	mettl15
2	10284572	+	gadd45aa
4	25497104	-	rbm17
7	34293073	+	fibinb
22	2421040	+	zgc:113220
14	9117226	-	sh2d1ab
5	54580564	+	anapc2
6	30592947	+	wwc3
4	13517446	-	ifng1r
19	1833265	+	ptk2aa
15	31482892	+	or102-5
16	22361219	+	C16H1orf43
4	25497479	-	rbm17
16	31601181	-	phf20l1
10	21909696	+	hrh2b
20	2681992	-	rars2
15	29152619	+	zgc:113149
6	39308498	-	krt4
21	45190582	-	vdac1
5	36422162	+	fam155b
3	20983395	-	fam117aa
20	18330250	+	znf521
23	19187816	+	si:dkey-93l1.4
13	44888950	+	zbtb8os
4	13535054	-	il26
15	31485877	-	si:dkey-1m11.6
1	43714424	-	bdh2
8	23179849	+	dnajc5aa
14	17416716	+	rnf212
14	17416730	+	rnf212
10	5156799	+	si:ch211-249h16.8
13	44848343	-	si:dkeyp-2e4.2
10	6734797	+	si:ch211-57m13.9
8	23179590	+	dnajc5aa
4	30809074	+	si:dkey-178j11.5
16	14231312	+	gba
4	50153271	-	si:dkey-16p19.5
19	23450493	-	pimr82
7	21874346	+	si:dkey-85k7.7
1	12141876	-	b4galt1
5	21249761	+	si:dkey-13n15.11
18	39105519	+	gnb5b
17	49785495	-	col12a1a
23	20014030	-	bgnb
24	29784533	-	aglb
7	5833060	-	si:ch211-165f21.7
4	1759555	+	med21
14	52476520	-	exosc3
18	39119005	+	bcl2l10
9	31062704	+	dachd
15	2510761	-	srprb
17	49786932	-	col12a1a
7	31976764	-	kif18a
24	29860769	-	si:dkeyp-88h4.2
19	3237790	-	si:ch211-133n4.4
13	16922705	-	lrmda
17	29343657	+	ptpreb
10	32809620	-	trim37
1	55264025	-	si:ch211-286b5.5
20	26704331	+	foxc1b
5	12979986	+	ppil2
19	8502321	+	efna1a
7	31976960	-	kif18a
4	50280956	+	si:dkey-16p6.1
9	38140911	-	si:dkey-219c10.4
22	465663	+	celsr2
8	20491779	+	zgc:101100
10	1597271	-	nup155
4	50293905	-	znf1135
7	16064609	+	immp1l
6	9268857	-	ccdc14
2	30548216	+	ankrd33bb
10	17946163	+	prkab1a
17	18872150	+	si:dkey-288a3.2
11	11332652	-	C11H6orf120
19	17688350	-	top2b
6	52339548	-	eif6
13	514843	+	degs1
1	7634458	-	efnb2b
13	33259799	+	oip5
22	24233856	+	uchl5
13	27000394	-	ccdc85a
10	37254019	+	ksr1a
1	10667447	-	si:dkey-31e10.5
9	4419788	+	kalrna
3	4226424	+	si:dkey-175d9.1
14	12173597	+	rhogd
6	13871641	-	desmb
15	31500785	-	si:dkey-1m11.5
3	14688110	+	zgc:158403
21	11845241	-	ube2r2
3	18571115	+	cbx8a
12	25881944	+	glud1b
12	16446373	+	ankrd1b
5	41800082	-	alkbh2
16	22363700	-	tuft1a
21	11845615	-	ube2r2
14	12176369	+	rhogd
1	7662091	-	arglu1b
6	37409558	-	cth
19	9481698	-	iffo1a
13	11975954	-	npm3
21	1698232	-	onecut2
3	31430489	+	c1ql3b
4	30925543	-	znf1099
5	15841523	-	si:dkey-1k23.3
21	45231020	+	si:ch73-269m14.3
1	19331532	+	si:dkeyp-118a3.2
25	7336346	+	hmg20a
19	42919279	-	cyhr1
9	21164617	+	hao2
2	31853345	+	stard3nl
9	22204677	-	crygm2d12
11	24032190	+	ovgp1
25	7336000	+	hmg20a
19	25679538	-	bloc1s4
22	38945495	+	sirt7
21	25561284	-	MRPS12
21	25561288	-	MRPS12
8	18506141	-	si:dkey-30h22.11
8	50284859	-	nkx2.7
11	18704191	-	id1
21	30996076	-	ncbp3
22	2580575	+	si:ch73-92e7.6
24	33428957	+	si:ch73-173p19.1
15	19036377	-	arhgap32a
20	18345518	-	gpr132b
23	10827419	+	ppp4r2a
22	2758749	+	si:dkey-20i20.11
8	21369028	+	alas2
12	16446230	-	rpp30
12	4601330	-	prr12a
3	1029876	+	si:ch1073-464p5.5
22	2870110	+	si:dkey-20i20.4
9	23007941	+	eaf2
22	2505296	+	znf1170
12	18410608	-	atpaf2
