chr	pos	strand	gene
XI	330166	+	TOA2
VII	439091	+	RPL30
VIII	519437	+	CRG1
X	281185	+	IML2
XI	473349	-	HEL1
V	414179	-	NSA2
IV	676102	+	FOB1
XI	518566	-	
VII	435625	+	HOP2
XI	352624	-	DCW1
XII	612117	-	
VII	829116	+	MRPS35
XIII	67549	-	NUP188
VI	114990	+	AUA1
XIV	6561	+	
VII	885741	-	PDX1
X	66086	-	
XII	1014491	+	MRPL4
XI	439385	-	MET14
XI	288845	+	DHR2
X	317284	+	LAS21
XVI	85586	+	
II	356566	-	TSC3
XIV	424495	-	INP52
XIV	259277	-	SPS18
IV	884727	+	GCD6
IV	267201	-	
IX	155311	+	COX5B
XV	545029	+	RPT5
XV	467589	-	CDC21
XI	2389	+	
XVI	228314	+	DAP1
VIII	239098	+	ERG7
XV	471899	+	RTS2
I	61052	-	PTA1
XVI	1426	+	
V	4870	+	
XVI	335486	-	BEM3
II	741299	+	MRPL37
X	469784	+	LSM8
V	205251	+	GCD11
XVI	121767	+	NEW1
XII	827873	-	DIC1
XIV	37700	+	
V	19589	+	DSF1
XIII	340722	-	RCH1
X	90097	-	ATG27
XIII	896669	-	
XI	194866	-	RMA1
II	774700	+	APE3
XI	506517	+	
XV	9597	+	
IV	1489990	-	
VII	583892	-	RME1
X	159847	-	
III	160373	-	
XII	255306	+	MNL2
IX	309171	-	
VIII	367747	+	
X	150390	-	YAK1
XVI	921860	+	AQY1
XV	884514	+	ISW2
XII	166537	+	RLP24
IV	364817	-	
V	65167	-	TCA17
II	614173	-	
XII	97485	-	SSA2
XV	807271	+	OSW1
XIV	359596	+	AAH1
IV	1507362	-	
XIII	209525	+	SRC1
IV	857953	-	RAV2
II	47180	-	SCS22
V	359061	-	PRS2
VII	494517	+	ERP6
XIII	534698	-	RRB1
VII	277864	-	
XII	46265	-	YBT1
XVI	268188	+	
II	465566	+	
III	13018	-	HMLALPHA2
XIII	794919	+	SAP30
XV	853357	+	
III	77919	-	AGP1
IV	224304	+	CDC53
XI	93298	-	MTR2
III	50221	-	PDI1
XV	129237	+	PKH2
XIII	214421	-	
IV	520692	-	
XV	954344	+	TEA1
IV	429067	+	SLX5
IV	1504900	-	FIT1
XII	474057	-	ASP3-2
VII	423961	+	
III	137746	+	PGK1
XV	159173	+	MHF1
VIII	206462	+	FSH1
XIII	494999	+	FOL3
XVI	454990	-	LGE1
II	650368	+	MET8
XII	589354	+	BUR2
III	248815	-	ERS1
IV	1258696	+	SPT3
I	48564	+	OAF1
XVI	406636	+	RPL21B
IV	817950	+	SDH4
IV	693585	+	DPB4
X	411040	-	MAD3
IV	340134	-	SYO1
Mito	13818	+	AI3
X	217309	-	UTP10
X	727405	+	AAD10
XI	114356	+	
IV	1333969	-	PPM1
IX	333011	+	
IV	1385176	+	MFA1
VIII	333072	+	UBA4
XIV	572999	+	
IV	1367681	-	
XI	299582	+	STB6
XI	437492	-	MRP17
XIII	901709	+	PRE5
VIII	380419	-	
XII	275211	-	XYL2
IV	333810	-	CBS1
II	596115	+	YPC1
V	208474	-	CHO1
XV	166601	-	
IV	592439	+	SNF11
IV	424209	+	CDC7
III	280117	+	CDC39
XIII	171594	+	GAL80
XII	146291	+	RTT109
XVI	425096	-	
IX	193595	+	ICE2
XIV	601774	-	
II	338199	-	REG2
XIII	431095	-	ISF1
II	40831	+	BRN1
X	345973	+	CHM7
XII	797078	-	
XIII	733545	+	PEP5
VII	702667	+	
II	581372	-	SMY2
IX	313468	-	
IV	977229	-	SWM1
XI	140691	-	MCD4
XVI	888974	+	DPB2
XV	507505	-	
IV	871074	+	
XII	263954	-	BUD28
XIV	587847	-	EFM6
XII	806335	-	
XII	743863	-	STT4
XIV	672409	+	MPP6
IV	229171	+	STF1
XVI	607312	-	SDD4
XVI	246220	-	BEM4
XII	364116	+	REX3
X	676778	-	MCM22
XII	423473	-	SLS1
XI	279123	+	MDH1
VII	523787	+	
IV	1112293	-	TIM11
VI	96615	-	
XV	87844	+	HRP1
III	166339	-	NPP1
VIII	509363	+	SCH9
XII	225172	-	COX12
III	207950	-	PER1
XIV	336545	+	YGP1
XII	517940	+	SWI6
X	73787	+	RPS14B
IV	733924	-	RUB1
VII	458156	+	CKB1
VIII	470960	+	GND1
XII	408155	-	USB1
XII	265456	+	PER33
V	374394	+	
V	539168	-	GRX4
IV	376480	-	PRP11
VI	220106	-	SMC2
VII	63620	-	EMC4
XV	712866	+	SLK19
XIII	56269	-	PML39
IV	289909	+	PMT5
XIV	694047	-	ARC35
VII	446143	-	CWH41
XIV	61510	+	
II	642210	-	DUR1,2
II	182401	+	RFT1
V	292563	-	
V	338411	-	
VII	750400	+	SYF2
XI	556518	+	UTP30
XIV	743540	-	
X	695906	+	IPA1
II	537876	+	YSW1
II	568426	-	ARL1
VII	767429	+	CBF2
XV	889022	+	RRG7
VII	270997	+	SCS3
VII	654634	+	CTT1
II	465770	-	CYC8
III	211545	-	BUD23
III	236322	-	SED4
VIII	480990	+	IKI1
VIII	114917	-	GPA1
III	38801	-	APA1
IV	1135431	-	RQC1
XI	353493	+	PRI2
IX	130610	+	POG1
XIV	306980	-	TDA7
II	184353	+	APN2
XI	356748	+	PHD1
XVI	344739	-	GDE1
IV	1491094	+	RBA50
VII	180700	+	NUP49
V	387232	+	LSM4
XV	720417	+	
VIII	538094	-	
VIII	262553	-	SAE3
XVI	753301	+	
XI	565892	-	PAM17
X	536056	+	KCH1
XVI	461966	-	MNN9
VII	245716	+	FLC3
VIII	126521	+	RPL27A
II	425766	-	POL30
XIII	140214	-	ERV41
XIII	559199	+	
IV	486444	-	DAS2
XIII	811089	+	
VIII	99220	-	
XVI	843262	+	CUR1
IX	422865	-	IRC24
IV	503273	-	RAD28
XVI	22938	+	SAM3
XII	1012686	-	
IV	334396	-	COX9
XIII	370517	-	ERB1
VII	11110	+	VEL1
II	347301	-	PRP6
X	254442	-	KHA1
VII	945145	+	AMA1
XIII	348260	-	CCS1
VI	224769	-	QCR6
XIII	769283	+	
XIII	396379	-	ARG7
X	398398	-	PET130
III	96281	+	BUD3
X	106434	+	QCR8
X	26887	+	HXT8
V	355140	+	
XIV	122170	-	GOR1
X	184501	+	NIT2
XV	727234	-	GEP3
XIV	326320	-	IBD2
V	512983	-	
X	612413	+	JJJ3
XV	704224	-	
XVI	725394	+	
XIII	920088	+	ERR3
X	570598	-	LIA1
IV	138291	+	PCL9
II	740388	-	SLM6
XI	580750	-	
IV	276872	+	POL3
III	23981	-	FYV5
X	26771	-	
XIII	740266	+	RNH1
XII	1043998	+	FMP27
XII	566281	-	TUB4
XVI	534703	-	TAF3
XIV	609510	-	
VII	466398	-	
X	225055	+	SET4
IV	827582	+	CDC1
II	89978	+	KTI11
II	742576	-	SDH8
XII	1036093	+	LEU3
VIII	283298	-	GAR1
VII	761392	+	PRE9
XII	489573	+	
V	232461	+	YEN1
IV	461247	-	SOK1
III	94270	-	NFS1
XII	283607	-	
VII	627806	+	ROM1
IV	465383	-	
XV	580250	+	IDH2
V	307653	+	YOS1
XVI	703970	-	GRS2
IV	1446994	-	SEC20
X	623014	-	SOD1
XII	434463	-	SMD3
IV	56346	-	WHI4
VIII	423072	+	MPC2
VI	259433	-	
VII	950899	-	SMI1
XII	160049	+	SSL1
IV	610441	+	STN1
X	187644	-	LSM1
II	9268	+	
IV	895035	+	ADR1
III	237214	+	ATG15
VII	810227	+	
XIV	471377	+	SAL1
XI	237536	+	AAT1
XII	377985	+	CFT2
IV	1117126	+	YCG1
VIII	3311	-	
VII	33098	+	ZIP2
X	335898	+	PEP8
IV	1222149	-	VPS74
VII	843854	+	RBG2
I	192619	+	SWH1
XVI	25087	+	SAM4
IV	61801	-	FMP45
IX	200119	-	AIM19
XIV	674923	+	BUD17
III	289258	-	OCA4
V	502894	-	RAD4
V	337949	+	TRP2
VII	87981	+	CLG1
II	270247	+	
VI	87234	-	BST1
XII	559551	+	SEC13
VIII	170344	-	SLT2
IV	1263324	+	SXM1
XIII	835098	-	AEP2
XIII	388244	-	AAC1
XVI	166256	+	TPK2
IX	276525	+	GVP36
IV	84270	+	UGA4
XII	439823	-	
VII	490547	-	COG7
IV	720303	-	
XV	637975	+	
II	269503	-	MNN2
V	484341	-	
XII	65207	-	UBI4
XVI	150191	-	THI6
VII	483260	+	BRP1
VI	204750	-	HIS2
VII	39023	+	GUS1
IV	1388872	+	SPP41
II	311452	-	SCO1
IV	768753	-	
I	2169	-	PAU8
XVI	674700	-	
VI	5066	+	
VII	238353	+	HUL5
V	128608	-	
VII	31636	-	HFM1
XVI	718468	-	NVJ2
VI	107799	+	
X	194873	-	NCA3
IV	1153626	-	
XI	418310	+	PRP40
II	80731	-	ATG8
I	192417	-	
VII	959904	+	YHB1
XVI	789385	-	
XVI	328730	-	IDI1
XII	1006408	-	
XVI	322071	+	VPS30
XIII	564435	+	NUP53
VII	1025735	-	FOL2
X	442553	-	MRX12
VIII	488236	-	EGD2
V	94897	-	
XVI	464401	+	CAM1
XIV	375321	+	KRE33
XV	181427	-	REX4
IV	1350290	+	
XVI	398105	-	SEN54
VII	1038501	-	EFG1
IV	1303174	+	RAD30
IX	374525	+	MSL1
XV	807023	-	SEC63
III	13282	+	HMLALPHA1
XI	478338	+	VPS51
IX	291669	-	BCY1
X	196287	+	ASF1
XVI	648704	+	TIF5
XV	751895	-	
IX	375431	+	DSN1
XV	606607	+	MDM32
VII	312193	+	
XIV	310636	+	APC1
XIII	334709	+	
VII	402589	+	PRM8
XI	358475	+	SPC42
VII	999140	-	PUP2
VIII	417549	+	TDA11
X	102099	+	
VIII	498422	-	AIM46
II	599959	-	MBA1
XI	369365	+	AIM26
IV	1319275	-	CAD1
X	381001	-	TAD2
XV	142815	+	TRM10
IV	482267	-	KCS1
IX	285666	+	CST6
X	587718	+	BIR1
XVI	316755	+	SPC29
XII	837357	-	TAL1
X	361249	+	MHP1
V	52908	+	
IV	458103	-	MAF1
X	627340	+	LIH1
XII	965897	+	DCK1
IV	644930	-	GRX3
XI	500282	+	GMH1
XVI	107275	+	SSO1
XIII	271577	-	
III	301299	-	
I	114250	+	
VII	254641	+	RPL1B
IV	1020747	+	RRP45
X	133935	-	VPS35
IX	150559	+	SDP1
XII	897672	-	REH1
IV	1126018	-	SKP1
X	130643	-	FBP26
XV	525278	+	INP53
XII	893628	+	VAC14
IV	832473	-	UPS3
VIII	364153	-	ARP1
XIV	643744	+	CSE2
IX	370704	+	EGH1
XVI	621258	-	
X	432200	-	SYS1
IV	378445	-	SIR2
VII	375514	-	
XVI	369441	-	EEB1
IX	421790	-	
XI	154451	-	RCN1
XVI	790083	+	
VI	229186	-	RSC8
XI	150687	-	KDX1
XII	263194	+	RPL22A
XIV	19302	-	RPD3
V	320240	-	
VIII	81616	-	PRS3
IX	149988	-	POR2
XVI	88517	+	SRP68
IV	1520698	-	
II	760616	-	
XV	524814	-	
XIV	602907	+	PUB1
V	139763	-	GCN4
XIV	43075	-	PHA2
XIV	635297	-	RPC34
XII	878282	+	CSR1
XIII	296620	-	
XIV	412771	+	RPC19
XI	286603	+	SMY1
IV	565640	-	EMC10
IV	22823	+	LRG1
X	619765	-	VPS25
XI	625864	+	PCC1
XVI	812453	-	MEP3
XV	761392	+	
VII	304071	-	
VII	82292	-	NIF3
IV	830654	-	
III	213772	-	
XV	384420	-	CIN5
XV	651840	-	
II	600553	+	PCH2
XV	474594	+	DIA2
II	217129	-	LDB7
XV	779870	+	IRC13
V	225199	-	ARB1
XII	1022251	-	SIR3
XII	193281	-	UBR2
XII	782174	+	
IX	332442	-	PDR11
XII	391331	-	
X	462721	+	
XII	912310	-	VPS33
V	327598	+	
VIII	9981	+	
XII	230451	-	
V	47168	+	HAT2
V	451565	+	EMP65
XIV	68915	+	CLA4
XVI	667676	+	SEC8
XV	82920	-	MDH2
XVI	163597	-	PGC1
IX	369908	-	PAN1
VII	108158	+	POX1
VII	1075482	+	
VII	529586	-	
XV	92850	-	RPS19A
XII	522012	-	TOS4
IX	77283	-	PAN6
XIV	365717	-	THO2
II	749594	+	CHK1
X	306132	+	ARG2
XII	84804	+	TPO1
V	342611	-	
VII	878192	-	CRH1
VIII	401434	+	SPO12
XVI	6007	-	YRF1-7
X	644101	-	ILM1
XII	404062	-	ZRT2
IV	831513	-	ATC1
XVI	35236	+	PLC1
VII	867520	-	TYS1
XV	361084	-	ERP4
VIII	67711	+	
VIII	186809	-	MSC7
XVI	511101	+	ECM23
XIV	541881	-	SLM2
IV	694700	+	KIN1
VII	836665	-	
II	686901	+	VHC1
VIII	338083	+	BZZ1
XII	744151	+	UBC12
IV	562327	-	CDC34
XV	586324	-	RUP1
XII	830364	-	NIT3
XI	583653	+	MSA2
XIII	335298	+	HOF1
XIII	724626	+	MTF1
XII	623883	-	ARV1
X	651901	+	RPS5
XV	201879	-	HST1
XIV	107687	+	POP3
XIII	558524	-	TIF34
III	262452	-	TUP1
XII	990961	-	
XIV	444315	-	RPS7B
XIII	774752	+	HOR7
II	331511	-	ZTA1
V	272624	+	PCL6
IX	383566	+	
XII	675455	-	NEJ1
X	352386	+	AIM22
V	39537	-	CIN8
XV	644566	+	SEY1
IX	68708	+	RPL40A
XV	355652	+	
I	62840	+	CDC24
IV	1319841	-	DYN2
IV	847946	-	MSS116
VII	970053	-	PEX21
II	454822	+	AIM3
I	57518	+	BOL1
XV	278056	+	IFM1
II	391617	-	
XVI	466943	-	ELC1
IV	739997	-	DOP1
IV	1037195	+	NSE3
II	610038	+	AIM4
VII	903197	-	
III	272863	-	
XII	1062919	+	PAU4
V	576162	-	
XV	111886	-	INO4
X	705744	+	BAT2
X	189440	-	MTC1
VIII	558014	+	
XIII	768039	-	RKR1
XV	160594	-	ADH1
XIV	91994	+	SEC21
XII	13445	-	PAU18
III	139049	-	
XIII	563096	+	YIM1
V	58378	+	VMA8
XIV	446840	-	
VIII	149225	+	ECM12
XV	271370	-	YAP7
XIII	801772	+	PPA2
X	315557	-	DLS1
XII	448314	-	RNH203
VI	147131	+	DEG1
XIII	732414	+	RPS10B
III	8326	-	GEX1
IX	254543	+	
VII	601661	+	RSC1
XII	452438	+	
IV	558060	-	DET1
XIV	739951	+	FRE4
IV	1183299	+	TRR1
XI	273394	+	MIF2
II	275527	-	GAL7
XI	356322	+	MMO1
V	33466	-	CAN1
VIII	212720	-	CUP1-1
XVI	581196	-	RPA135
XII	548769	-	PBA1
IV	486804	+	FAL1
V	401238	-	
VII	418886	-	
II	785073	-	
XVI	698869	+	MRL1
IV	111580	+	SNF3
IV	553254	+	VMS1
XIII	349522	-	SUB1
XI	389883	-	GPX1
XIII	523696	+	ECM16
IV	871449	-	
V	437191	+	
IX	6147	-	
VII	49552	+	CSE1
XV	487707	+	YVC1
XVI	724717	-	SYT1
XVI	521014	+	SWI1
X	365903	+	NSP1
X	649776	+	IBA57
V	306323	+	RPS24A
VII	303513	+	
XVI	73625	+	
VII	56482	+	ADE5,7
X	383837	+	HCA4
XIV	6098	-	YRF1-6
II	370699	-	NRG2
XV	70325	+	HRT1
IV	1250186	+	RVS167
XIII	804456	+	TMA23
XVI	49303	+	CUB1
VIII	499079	+	RPN10
XI	174958	+	
XIII	637004	-	MRPS17
VII	1021853	-	MES1
VIII	234658	-	RRP4
IV	930357	-	RTN1
II	127299	+	RRT1
XII	332115	-	IOC2
II	614630	-	
IV	933504	+	PRP42
XIV	746943	+	
XV	292074	-	TLG2
V	128825	+	VAC8
X	262552	-	GWT1
XV	413852	+	TOM6
V	332830	-	SBH1
VIII	189864	-	SRB2
V	268113	-	FCY2
II	435698	-	RXT2
VIII	4541	-	
IV	247302	+	
II	203538	+	SCT1
VII	1080346	-	
IV	216529	+	ARF2
IV	114672	+	NUS1
XV	683111	+	
XIII	472352	-	
III	22106	-	MRC1
II	24098	+	SFT2
IV	1468226	+	
XV	447439	+	CYT1
V	150978	-	IRC22
VII	193300	-	YRB30
X	356024	+	
XV	721708	-	MRM1
