chr	pos	strand	regName	Quantile
6	7912875	+	HO_101911	Q1
6	8060575	+	HO_101922	Q1
6	8289673	+	HO_101946	Q1
6	8579890	+	HO_101963	Q1
6	8880749	+	HO_102000	Q1
6	10098979	+	HO_102094	Q1
6	10319751	+	HO_102111	Q1
6	10421746	+	HO_102142	Q1
6	10753445	+	HO_102186	Q1
6	10784493	+	HO_102189	Q1
6	11043391	+	HO_102221	Q1
6	11045034	+	HO_102222	Q1
6	11395328	+	HO_102261	Q1
6	11538649	+	HO_102284	Q1
6	11605465	+	HO_102289	Q1
6	11759083	+	HO_102307	Q1
6	11942717	+	HO_102336	Q1
6	12010760	+	HO_102346	Q1
6	12013112	+	HO_102347	Q1
6	12098653	+	HO_102358	Q1
6	12748399	+	HO_102425	Q1
6	12749252	+	HO_102426	Q1
6	12750489	+	HO_102427	Q1
6	12957686	+	HO_102450	Q1
6	13213811	+	HO_102477	Q1
6	13364398	+	HO_102488	Q1
1	2515486	+	HO_1025	Q1
6	13485830	+	HO_102500	Q1
6	13486664	+	HO_102501	Q1
6	13488045	+	HO_102502	Q1
6	13488951	+	HO_102503	Q1
6	13575057	+	HO_102515	Q1
6	13575914	+	HO_102516	Q1
6	13710561	+	HO_102523	Q1
6	13759558	+	HO_102532	Q1
6	13795681	+	HO_102539	Q1
6	13924532	+	HO_102564	Q1
6	13925623	+	HO_102565	Q1
6	14118383	+	HO_102580	Q1
6	14210552	+	HO_102589	Q1
6	14535489	+	HO_102614	Q1
6	14620943	+	HO_102617	Q1
6	14628237	+	HO_102618	Q1
6	14677132	+	HO_102627	Q1
6	14784704	+	HO_102641	Q1
1	63316471	+	HO_10266	Q1
6	15190280	+	HO_102677	Q1
6	15244450	+	HO_102681	Q1
6	15246257	+	HO_102682	Q1
6	15247874	+	HO_102683	Q1
6	15249190	+	HO_102684	Q1
6	15318341	+	HO_102695	Q1
1	63323563	+	HO_10270	Q1
6	15415124	+	HO_102707	Q1
6	15416279	+	HO_102708	Q1
6	15417002	+	HO_102709	Q1
6	15468864	+	HO_102712	Q1
6	15663612	+	HO_102729	Q1
6	15725864	+	HO_102738	Q1
6	15726876	+	HO_102739	Q1
6	15999202	+	HO_102761	Q1
6	16130250	+	HO_102776	Q1
6	16239464	+	HO_102790	Q1
6	16263539	+	HO_102797	Q1
6	16290424	+	HO_102803	Q1
6	16328522	+	HO_102809	Q1
6	16436992	+	HO_102819	Q1
1	63472911	+	HO_10282	Q1
1	63474565	+	HO_10283	Q1
6	16759738	+	HO_102842	Q1
6	16761248	+	HO_102843	Q1
6	17207280	+	HO_102892	Q1
6	17282075	+	HO_102902	Q1
6	17394400	+	HO_102917	Q1
6	17734960	+	HO_102942	Q1
6	17736071	+	HO_102943	Q1
6	17987029	+	HO_102962	Q1
6	18154955	+	HO_102978	Q1
6	18263761	+	HO_102992	Q1
6	18265383	+	HO_102993	Q1
6	18267693	+	HO_102994	Q1
6	18758813	+	HO_103041	Q1
6	19836982	+	HO_103129	Q1
6	19938960	+	HO_103145	Q1
6	19940876	+	HO_103146	Q1
6	20352357	+	HO_103186	Q1
6	20370158	+	HO_103187	Q1
6	20422147	+	HO_103199	Q1
1	2525362	+	HO_1032	Q1
6	20447496	+	HO_103201	Q1
6	21366166	+	HO_103270	Q1
6	21594761	+	HO_103295	Q1
6	21596290	+	HO_103296	Q1
6	21665563	+	HO_103303	Q1
6	21739992	+	HO_103315	Q1
6	21778176	+	HO_103318	Q1
6	21796424	+	HO_103320	Q1
6	21850989	+	HO_103326	Q1
6	21924823	+	HO_103336	Q1
6	22174384	+	HO_103357	Q1
6	22569366	+	HO_103394	Q1
6	22570702	+	HO_103395	Q1
6	22836153	+	HO_103421	Q1
1	64200884	+	HO_10343	Q1
1	64201956	+	HO_10344	Q1
6	23460734	+	HO_103462	Q1
1	2527487	+	HO_1035	Q1
1	64298446	+	HO_10352	Q1
6	24238925	+	HO_103528	Q1
6	24495914	+	HO_103556	Q1
6	24719513	+	HO_103578	Q1
6	24912086	+	HO_103593	Q1
1	2528623	+	HO_1036	Q1
6	25224111	+	HO_103626	Q1
6	25439533	+	HO_103650	Q1
6	25781242	+	HO_103673	Q1
1	64414711	+	HO_10373	Q1
6	26520315	+	HO_103739	Q1
1	64416194	+	HO_10374	Q1
6	27479325	+	HO_103814	Q1
6	27484415	+	HO_103815	Q1
6	27486045	+	HO_103816	Q1
1	64469495	+	HO_10383	Q1
6	27654139	+	HO_103831	Q1
1	64471122	+	HO_10385	Q1
6	27826501	+	HO_103850	Q1
6	29016124	+	HO_103967	Q1
6	29246447	+	HO_103985	Q1
6	29249193	+	HO_103987	Q1
6	29514912	+	HO_104003	Q1
6	29626755	+	HO_104013	Q1
6	29628809	+	HO_104014	Q1
6	29631917	+	HO_104016	Q1
6	29633778	+	HO_104018	Q1
6	29680286	+	HO_104022	Q1
6	29718343	+	HO_104029	Q1
6	29719964	+	HO_104030	Q1
6	29747932	+	HO_104033	Q1
6	29974883	+	HO_104058	Q1
6	30072303	+	HO_104071	Q1
6	30073643	+	HO_104072	Q1
6	30074793	+	HO_104073	Q1
6	30326154	+	HO_104105	Q1
6	30344386	+	HO_104109	Q1
1	64744329	+	HO_10412	Q1
1	64745831	+	HO_10413	Q1
6	30474885	+	HO_104131	Q1
6	30554889	+	HO_104146	Q1
6	30570408	+	HO_104149	Q1
6	30604506	+	HO_104156	Q1
6	30657460	+	HO_104163	Q1
6	30679993	+	HO_104165	Q1
6	30686313	+	HO_104168	Q1
6	30705022	+	HO_104174	Q1
6	30722302	+	HO_104178	Q1
6	30741891	+	HO_104185	Q1
6	30881615	+	HO_104205	Q1
6	30883285	+	HO_104207	Q1
6	30883941	+	HO_104208	Q1
6	30885509	+	HO_104209	Q1
6	30894912	+	HO_104211	Q1
6	30896134	+	HO_104212	Q1
6	30950638	+	HO_104223	Q1
6	30964743	+	HO_104227	Q1
6	30972101	+	HO_104229	Q1
6	30992876	+	HO_104236	Q1
6	31045394	+	HO_104245	Q1
6	31067696	+	HO_104250	Q1
6	31068849	+	HO_104251	Q1
6	31092153	+	HO_104253	Q1
6	31158003	+	HO_104265	Q1
6	31171243	+	HO_104268	Q1
6	31180470	+	HO_104269	Q1
6	31245041	+	HO_104275	Q1
6	31267728	+	HO_104282	Q1
6	31271007	+	HO_104283	Q1
6	31352649	+	HO_104299	Q1
1	64898095	+	HO_10431	Q1
6	31404798	+	HO_104311	Q1
6	31410067	+	HO_104314	Q1
6	31454070	+	HO_104320	Q1
6	31456079	+	HO_104321	Q1
6	31499673	+	HO_104325	Q1
6	31505163	+	HO_104328	Q1
6	31533672	+	HO_104329	Q1
6	31558871	+	HO_104335	Q1
6	31572825	+	HO_104340	Q1
6	31580487	+	HO_104342	Q1
6	31620207	+	HO_104353	Q1
6	31666681	+	HO_104368	Q1
6	31678162	+	HO_104370	Q1
1	64965593	+	HO_10439	Q1
6	31796739	+	HO_104398	Q1
1	64967246	+	HO_10440	Q1
6	31853577	+	HO_104416	Q1
6	31855143	+	HO_104417	Q1
6	31878439	+	HO_104421	Q1
6	31884444	+	HO_104425	Q1
6	31896511	+	HO_104429	Q1
6	31898390	+	HO_104430	Q1
6	31899762	+	HO_104431	Q1
6	31901258	+	HO_104432	Q1
6	31902934	+	HO_104434	Q1
6	31931578	+	HO_104441	Q1
6	31932739	+	HO_104442	Q1
6	31975507	+	HO_104447	Q1
6	31976823	+	HO_104448	Q1
6	31979488	+	HO_104450	Q1
6	32010864	+	HO_104456	Q1
6	32043285	+	HO_104463	Q1
6	32050567	+	HO_104465	Q1
6	32078915	+	HO_104473	Q1
6	32086533	+	HO_104477	Q1
6	32088289	+	HO_104478	Q1
6	32095445	+	HO_104480	Q1
6	32106221	+	HO_104485	Q1
6	32109476	+	HO_104486	Q1
1	65066213	+	HO_10449	Q1
6	32131777	+	HO_104491	Q1
6	32149303	+	HO_104497	Q1
6	32150039	+	HO_104498	Q1
6	32151159	+	HO_104499	Q1
6	32152451	+	HO_104500	Q1
6	32179077	+	HO_104511	Q1
6	32189289	+	HO_104513	Q1
6	32192184	+	HO_104515	Q1
6	32243879	+	HO_104521	Q1
6	32254983	+	HO_104524	Q1
6	32384339	+	HO_104540	Q1
6	32385730	+	HO_104541	Q1
6	32386908	+	HO_104542	Q1
6	32594495	+	HO_104559	Q1
1	65147057	+	HO_10456	Q1
6	32837677	+	HO_104577	Q1
6	32838168	+	HO_104578	Q1
6	32854615	+	HO_104581	Q1
6	32971402	+	HO_104594	Q1
1	2542786	+	HO_1046	Q1
6	33081554	+	HO_104608	Q1
6	33117713	+	HO_104612	Q1
6	33160571	+	HO_104615	Q1
6	33185982	+	HO_104624	Q1
6	33193911	+	HO_104633	Q1
6	33199674	+	HO_104639	Q1
6	33201207	+	HO_104641	Q1
6	33278449	+	HO_104660	Q1
6	33315776	+	HO_104673	Q1
6	33322416	+	HO_104680	Q1
6	33347130	+	HO_104684	Q1
6	33350462	+	HO_104687	Q1
1	65255461	+	HO_10469	Q1
6	33409516	+	HO_104697	Q1
6	33410109	+	HO_104698	Q1
6	33411691	+	HO_104699	Q1
1	2545702	+	HO_1047	Q1
1	65308909	+	HO_10470	Q1
6	33420972	+	HO_104706	Q1
6	33424650	+	HO_104709	Q1
6	33426392	+	HO_104710	Q1
6	33427462	+	HO_104711	Q1
6	33429099	+	HO_104712	Q1
6	33430744	+	HO_104713	Q1
6	33431389	+	HO_104714	Q1
6	33433122	+	HO_104716	Q1
1	65310520	+	HO_10472	Q1
6	33442387	+	HO_104721	Q1
6	33448908	+	HO_104725	Q1
6	33453178	+	HO_104728	Q1
6	33485267	+	HO_104732	Q1
6	33486377	+	HO_104733	Q1
6	33520390	+	HO_104741	Q1
6	33525877	+	HO_104743	Q1
6	33584357	+	HO_104749	Q1
6	33595401	+	HO_104755	Q1
6	33620323	+	HO_104761	Q1
6	33622552	+	HO_104762	Q1
6	33633144	+	HO_104768	Q1
6	33634555	+	HO_104769	Q1
6	33636615	+	HO_104771	Q1
6	33641695	+	HO_104772	Q1
6	33750705	+	HO_104795	Q1
1	2547443	+	HO_1048	Q1
6	33787912	+	HO_104806	Q1
6	33790292	+	HO_104809	Q1
6	33829087	+	HO_104815	Q1
6	33832266	+	HO_104818	Q1
6	33893747	+	HO_104826	Q1
6	33974869	+	HO_104834	Q1
6	34022314	+	HO_104846	Q1
6	34049437	+	HO_104850	Q1
6	34054514	+	HO_104851	Q1
6	34059394	+	HO_104852	Q1
6	34072131	+	HO_104856	Q1
6	34078454	+	HO_104859	Q1
6	34114518	+	HO_104868	Q1
6	34143592	+	HO_104875	Q1
6	34146241	+	HO_104877	Q1
6	34162105	+	HO_104881	Q1
6	34172109	+	HO_104882	Q1
6	34173115	+	HO_104883	Q1
1	65441825	+	HO_10489	Q1
6	34196747	+	HO_104892	Q1
6	34223526	+	HO_104901	Q1
6	34234391	+	HO_104909	Q1
6	34236382	+	HO_104911	Q1
6	34238764	+	HO_104913	Q1
6	34245035	+	HO_104915	Q1
6	34391147	+	HO_104932	Q1
6	34391818	+	HO_104933	Q1
6	34398843	+	HO_104937	Q1
6	34485693	+	HO_104954	Q1
6	34517290	+	HO_104961	Q1
6	34553719	+	HO_104975	Q1
6	34555164	+	HO_104976	Q1
6	34695738	+	HO_104991	Q1
6	34697260	+	HO_104992	Q1
6	34786211	+	HO_104998	Q1
6	34787413	+	HO_104999	Q1
6	34792736	+	HO_105001	Q1
6	35140650	+	HO_105028	Q1
6	35212996	+	HO_105037	Q1
6	35217943	+	HO_105041	Q1
6	35258869	+	HO_105045	Q1
6	35260273	+	HO_105046	Q1
6	35291932	+	HO_105049	Q1
6	35318773	+	HO_105054	Q1
6	35339668	+	HO_105057	Q1
6	35343368	+	HO_105059	Q1
6	35383414	+	HO_105064	Q1
6	35385985	+	HO_105066	Q1
6	35451786	+	HO_105071	Q1
6	35488082	+	HO_105078	Q1
6	35491225	+	HO_105079	Q1
6	35495538	+	HO_105081	Q1
6	35498367	+	HO_105083	Q1
6	35511394	+	HO_105088	Q1
6	35534502	+	HO_105093	Q1
1	65646469	+	HO_10510	Q1
6	35687855	+	HO_105100	Q1
6	35689604	+	HO_105101	Q1
6	35727247	+	HO_105107	Q1
6	35729650	+	HO_105109	Q1
6	35731050	+	HO_105111	Q1
6	35930931	+	HO_105135	Q1
6	36027214	+	HO_105148	Q1
6	36131078	+	HO_105165	Q1
6	36196149	+	HO_105174	Q1
6	36197580	+	HO_105175	Q1
6	36292420	+	HO_105185	Q1
6	36372923	+	HO_105195	Q1
6	36838887	+	HO_105254	Q1
6	36940193	+	HO_105274	Q1
6	36941225	+	HO_105275	Q1
6	36984641	+	HO_105285	Q1
6	36987234	+	HO_105287	Q1
6	37124490	+	HO_105310	Q1
6	37169346	+	HO_105317	Q1
6	37203246	+	HO_105321	Q1
6	37355376	+	HO_105345	Q1
6	37399550	+	HO_105349	Q1
6	37565286	+	HO_105366	Q1
6	37624505	+	HO_105376	Q1
6	37648152	+	HO_105386	Q1
6	37649767	+	HO_105387	Q1
6	37678414	+	HO_105390	Q1
6	37754316	+	HO_105413	Q1
6	37754877	+	HO_105414	Q1
6	37820490	+	HO_105422	Q1
6	38166335	+	HO_105457	Q1
6	38285425	+	HO_105470	Q1
6	38639196	+	HO_105508	Q1
6	38963986	+	HO_105533	Q1
6	39049278	+	HO_105544	Q1
6	39122149	+	HO_105553	Q1
6	39132033	+	HO_105554	Q1
6	39231899	+	HO_105573	Q1
6	39313040	+	HO_105589	Q1
6	39732809	+	HO_105628	Q1
6	39793009	+	HO_105638	Q1
6	39832230	+	HO_105639	Q1
6	39841861	+	HO_105640	Q1
6	39909653	+	HO_105647	Q1
6	39911367	+	HO_105650	Q1
6	40187750	+	HO_105677	Q1
6	40393132	+	HO_105690	Q1
6	40472941	+	HO_105697	Q1
6	40585757	+	HO_105703	Q1
6	40586444	+	HO_105704	Q1
6	40605226	+	HO_105711	Q1
6	41029230	+	HO_105738	Q1
1	66444704	+	HO_10574	Q1
6	41193618	+	HO_105750	Q1
6	41342227	+	HO_105767	Q1
6	41372725	+	HO_105773	Q1
6	41406256	+	HO_105778	Q1
1	66447772	+	HO_10578	Q1
6	41427155	+	HO_105783	Q1
6	41432276	+	HO_105786	Q1
6	41444523	+	HO_105790	Q1
6	41469965	+	HO_105797	Q1
6	41471250	+	HO_105798	Q1
6	41504688	+	HO_105807	Q1
6	41545246	+	HO_105811	Q1
6	41546157	+	HO_105812	Q1
6	41547741	+	HO_105813	Q1
6	41548508	+	HO_105814	Q1
6	41585937	+	HO_105818	Q1
6	41639371	+	HO_105832	Q1
6	41644884	+	HO_105834	Q1
6	41733673	+	HO_105845	Q1
6	41736157	+	HO_105848	Q1
6	41779482	+	HO_105855	Q1
6	41780375	+	HO_105856	Q1
6	41781237	+	HO_105857	Q1
6	41787081	+	HO_105863	Q1
6	41894094	+	HO_105879	Q1
6	41924885	+	HO_105888	Q1
6	41940546	+	HO_105891	Q1
6	42048279	+	HO_105898	Q1
6	42103525	+	HO_105918	Q1
6	42105128	+	HO_105919	Q1
6	42107623	+	HO_105921	Q1
6	42145986	+	HO_105932	Q1
6	42406464	+	HO_105950	Q1
6	42418915	+	HO_105953	Q1
6	42445513	+	HO_105957	Q1
6	42451417	+	HO_105959	Q1
6	42453892	+	HO_105961	Q1
6	42467090	+	HO_105963	Q1
6	42782801	+	HO_105998	Q1
6	42984086	+	HO_106031	Q1
6	42985583	+	HO_106032	Q1
6	42986722	+	HO_106033	Q1
6	43013338	+	HO_106037	Q1
6	43014716	+	HO_106038	Q1
6	43053316	+	HO_106047	Q1
6	43075656	+	HO_106055	Q1
6	43124058	+	HO_106061	Q1
6	43170602	+	HO_106069	Q1
6	43172933	+	HO_106070	Q1
6	43181162	+	HO_106073	Q1
6	43243129	+	HO_106089	Q1
6	43244507	+	HO_106090	Q1
6	43247897	+	HO_106092	Q1
6	43260046	+	HO_106097	Q1
6	43262360	+	HO_106098	Q1
6	43263739	+	HO_106100	Q1
6	43274560	+	HO_106104	Q1
6	43275636	+	HO_106105	Q1
6	43276176	+	HO_106106	Q1
6	43277732	+	HO_106107	Q1
6	43284618	+	HO_106113	Q1
6	43286458	+	HO_106115	Q1
6	43368662	+	HO_106128	Q1
6	43370247	+	HO_106129	Q1
6	43413177	+	HO_106131	Q1
6	43454248	+	HO_106145	Q1
6	43456076	+	HO_106147	Q1
6	43510597	+	HO_106159	Q1
6	43511506	+	HO_106160	Q1
6	43579931	+	HO_106175	Q1
6	43628686	+	HO_106182	Q1
6	43645719	+	HO_106187	Q1
6	43648822	+	HO_106190	Q1
6	43711602	+	HO_106196	Q1
6	43769793	+	HO_106203	Q1
6	43771758	+	HO_106205	Q1
6	43772394	+	HO_106206	Q1
6	43773436	+	HO_106207	Q1
6	43811847	+	HO_106213	Q1
6	43878323	+	HO_106218	Q1
6	43992392	+	HO_106228	Q1
6	44001901	+	HO_106236	Q1
6	44002546	+	HO_106237	Q1
6	44003551	+	HO_106238	Q1
6	44043114	+	HO_106245	Q1
6	44075959	+	HO_106250	Q1
6	44102289	+	HO_106256	Q1
6	44126709	+	HO_106261	Q1
6	44175016	+	HO_106270	Q1
6	44221370	+	HO_106280	Q1
6	44222601	+	HO_106281	Q1
6	44224582	+	HO_106282	Q1
6	44256519	+	HO_106289	Q1
6	44258228	+	HO_106291	Q1
6	44264188	+	HO_106292	Q1
6	44270027	+	HO_106297	Q1
6	44271684	+	HO_106298	Q1
6	44272846	+	HO_106299	Q1
6	44274594	+	HO_106300	Q1
6	44277512	+	HO_106303	Q1
6	44296901	+	HO_106304	Q1
6	44298536	+	HO_106305	Q1
6	44387300	+	HO_106311	Q1
6	45422406	+	HO_106395	Q1
6	45505770	+	HO_106405	Q1
