chr	pos	strand	gene
14	7133469	-	
14	7134522	-	
6	28261991	+	
2	92320699	+	
6	28347288	+	
6	28572066	-	
6	28572102	-	
6	28573329	-	
2	92320733	+	
2	92447179	+	
2	92460575	+	
6	27327739	-	
6	28229841	+	
6	28228612	+	
6	28234803	+	
6	28316590	+	
AADN05001240.1	2025	+	
1	144090755	-	
1	144091273	-	
1	144269190	+	
1	144916692	+	
1	145266610	+	
1	145283060	-	
1	145283065	-	
5	33940089	+	
5	33893856	-	
5	33964441	-	
5	34007649	+	
5	34308342	+	
1	10360153	-	
1	10360155	-	
1	10411936	-	
1	10412884	-	
14	14886885	-	
1	10884579	+	
5	34702999	+	
1	11009879	-	
14	15178646	-	
14	15187101	-	
1	11118999	-	
1	11119074	-	
5	34963699	-	
5	34981616	-	
1	11155538	+	
14	15240125	-	
14	15240410	-	
1	11455652	-	
1	11464820	-	
5	34326148	-	
14	15424288	-	
14	15984884	-	
14	16155992	-	
14	16174331	+	
14	16180338	+	
1	173810485	-	
1	173973048	+	
1	173966634	+	
1	173962073	-	
1	173962080	-	
1	174065105	-	
1	174665873	+	
1	174861710	+	
1	174920828	+	
1	169741966	+	
1	175051920	-	
1	170029045	-	
1	175255815	+	
1	175281692	+	
1	170437773	-	
AADN05001288.1	23170	+	
AADN05001288.1	15209	+	
8	158537	-	
8	162323	-	
1	170650886	-	
1	170660405	-	
AADN05001288.1	76	-	
AADN05001288.1	1566	-	
1	175322274	+	
1	170754009	+	
1	170754008	+	
8	327378	+	
8	326698	+	
AADN05001288.1	11741	+	
1	175407942	+	
8	324630	-	
8	326141	-	
8	427075	-	
1	170793116	-	
8	474054	-	
8	490240	-	
8	492114	-	
1	170954795	+	
1	171087887	-	
8	516467	-	
1	171157355	+	
8	643880	-	
1	171305216	-	
8	715737	-	
8	716394	-	
8	741956	-	
1	171466502	-	
1	171467212	-	
8	941877	-	
8	1004110	-	
8	1016072	-	
1	171497990	-	
8	1056572	-	
AADN05001347.1	21	-	
AADN05001347.1	1515	-	
AADN05001347.1	2258	-	
1	171638693	+	
8	1121688	-	
8	1121869	-	
AADN05001347.1	7601	+	
AADN05001347.1	5512	+	
1	171624049	-	
9	13397448	+	
8	1252071	-	
8	1265675	-	
9	13753480	-	
9	13768256	-	
9	13792994	-	
9	13802544	+	
8	1713265	-	
9	13852162	-	
9	13852244	-	
9	13852245	-	
8	542826	-	
8	597116	-	
8	1085113	-	
8	1104484	-	
9	14347642	+	
9	14347633	-	
9	14861506	+	
9	13110923	-	
9	13149888	-	
8	20151575	+	
8	20154512	+	
8	20151283	+	
9	14292057	+	
8	20247128	+	
9	14296050	-	
9	14316705	-	
9	14401052	-	
9	14464779	-	
Z	30270421	-	
Z	31244487	+	
3	79431838	+	
3	79431269	+	
3	79431779	+	
27	1716776	-	
27	1759319	+	
27	1737699	+	
3	79669373	+	
27	1724543	-	
3	79690853	+	
3	79860227	-	
3	80106902	-	
3	80137651	-	
3	80185841	-	
27	1739872	-	
27	1744308	-	
27	1754819	-	
3	80241064	-	
3	80248971	-	
27	1748697	+	
27	1748839	+	
AADN05001417.1	4500	-	
27	1775965	+	
3	80988951	-	
3	80992165	-	
27	1791336	+	
27	1791782	+	
3	81062742	+	
3	81062740	+	
3	81062731	+	
27	2053888	+	
27	2053373	+	
KZ626837.1	1863797	+	
KZ626837.1	1854801	+	
KZ626837.1	1852584	+	
3	81087303	-	
27	2160360	+	
27	2062647	+	
KZ626837.1	1061559	+	
27	2119895	+	
KZ626837.1	1753592	-	
KZ626837.1	1753596	-	
KZ626837.1	1753598	-	
KZ626837.1	1831531	-	
KZ626837.1	1841875	-	
KZ626837.1	1854654	-	
1	106317	-	
1	86061580	-	
1	86680822	+	
1	86619689	+	
1	86745187	+	
1	252277	-	
1	255927	-	
1	86761446	+	
1	86852993	+	
1	86852994	+	
1	87150112	+	
1	793067	-	
1	87193242	-	
1	87217329	+	
1	87217331	+	
1	795452	-	
1	798987	-	
6	23084345	+	
6	23092261	+	
1	87533270	+	
1	87527763	+	
1	87533264	+	
9	22456780	+	
9	22458847	+	
6	23184626	-	
9	22512481	-	
9	22779515	-	
9	22781000	-	
6	23911232	-	
6	23911335	-	
6	23938904	-	
6	23946428	-	
9	22802278	-	
9	22802280	-	
6	24005577	-	
9	22916463	-	
9	22918681	-	
6	24097875	-	
6	24097876	-	
9	23580459	-	
9	23580467	-	
9	23843069	-	
9	24122589	-	
9	24122594	-	
1	802388	+	
6	23956531	-	
1	806034	-	
1	825604	-	
1	825666	-	
1	831763	-	
1	840350	+	
1	843352	-	
1	887789	-	
2	33483	-	
2	34012	-	
1	904386	-	
1	906300	-	
1	906820	-	
1	1002469	+	
1	1005037	+	
2	1231654	+	
1	999121	-	
1	1002388	-	
2	1264262	-	
1	1014073	+	
2	1274367	+	
2	1274369	+	
1	1009593	-	
1	1011593	-	
1	1016273	+	
1	1016042	+	
2	1693813	-	
1	1019124	+	
1	1019477	-	
1	1024340	+	
1	1021865	-	
1	1035706	-	
1	1036129	-	
1	1078821	+	
1	1080772	+	
1	1336025	+	
1	1336026	+	
KZ626834.1	563724	+	
KZ626834.1	583886	+	
KZ626834.1	563513	+	
KZ626834.1	37203	-	
KZ626834.1	46156	-	
KZ626834.1	225463	+	
1	1654200	+	
1	1650545	+	
KZ626834.1	260462	-	
KZ626834.1	260464	-	
1	1744623	+	
1	1744629	+	
1	115861383	+	
1	115902092	+	
1	1796559	-	
1	115818998	+	
KZ626834.1	277711	+	
KZ626834.1	291917	+	
KZ626834.1	308931	+	
1	115865673	+	
1	115840775	+	
1	115906399	+	
1	115904114	+	
KZ626834.1	384158	+	
KZ626834.1	385294	+	
1	117285971	+	
1	117303044	-	
1	117335674	-	
1	117426042	-	
1	117446925	+	
1	117445500	+	
1	117459072	+	
Z	72869080	-	
Z	72907934	-	
1	115774697	+	
Z	73425018	+	
Z	73425182	+	
Z	73391719	-	
Z	74595735	-	
Z	74596600	-	
28	15780	-	
28	21455	-	
28	21539	-	
28	35415	-	
2	4235554	-	
2	4455425	-	
2	4544535	-	
28	50575	-	
28	53514	-	
28	57526	-	
9	23762556	+	
28	90646	-	
28	91792	-	
28	92613	-	
2	4483000	+	
28	114505	-	
28	114520	-	
2	4493597	-	
28	132252	-	
2	4873708	+	
28	271357	+	
2	4879190	-	
2	5196555	-	
28	296526	+	
28	534868	-	
2	5920128	+	
2	5920120	+	
28	894378	+	
2	5977318	-	
28	1022915	-	
28	1480449	+	
28	1498724	-	
28	1638657	-	
28	1640427	-	
18	29840	-	
18	30215	-	
18	31718	-	
18	31957	-	
18	85973	+	
18	681062	-	
AADN05001223.1	21	-	
AADN05001223.1	1414	-	
AADN05001223.1	4384	-	
AADN05001223.1	7273	+	
AADN05001223.1	14990	+	
18	1678958	-	
18	1836647	-	
18	1866500	-	
1	188351593	+	
1	188448543	+	
1	188461563	+	
11	14743596	-	
1	188534800	+	
1	188534799	+	
11	14780081	-	
11	14828824	-	
11	14870769	-	
11	14916544	+	
11	15112971	-	
11	15249045	-	
11	15249048	-	
11	15250149	-	
11	15510944	-	
11	15527643	+	
11	15662820	-	
11	15669126	+	
11	15815185	-	
11	15821495	-	
11	15850034	-	
AADN05001432.1	24295	+	
11	16408525	-	
11	16430976	-	
11	14719077	-	
11	14728025	+	
KZ626836.1	18469	+	
KZ626836.1	13928	+	
KZ626836.1	81692	+	
KZ626836.1	196343	+	
KZ626836.1	195976	-	
KZ626836.1	340628	+	
KZ626836.1	339452	+	
2	7989967	-	
2	8331477	-	
2	8461973	-	
2	8478056	-	
2	8700614	-	
2	8700641	-	
2	8808621	-	
4	75570374	-	
4	75571932	-	
2	8831289	+	
2	8851183	+	
2	8858768	+	
2	8858751	+	
4	75666966	-	
4	75679677	-	
4	75682641	-	
4	75682652	-	
2	8865945	-	
2	8870191	-	
5	42320487	-	
5	42323006	-	
2	9208326	+	
4	76352550	-	
4	76352555	-	
5	42505761	-	
4	76435379	+	
2	9588196	+	
5	42551454	-	
2	9680501	+	
5	42617357	-	
2	9798276	+	
2	9798309	+	
2	9799294	+	
4	76804885	-	
5	42689518	-	
4	76901092	+	
4	76899800	+	
4	77139060	+	
5	42792057	-	
5	42843380	-	
4	77049173	+	
2	9799762	-	
2	9799763	-	
2	9810402	+	
5	42957017	-	
5	42964530	-	
4	77167376	-	
5	42978250	+	
2	8298815	+	
4	77297155	-	
5	42991112	-	
5	42991115	-	
5	42996397	-	
4	77332619	-	
4	77332630	-	
5	43019549	-	
2	132222528	+	
2	132391852	+	
2	132410118	+	
2	132465797	-	
2	132465807	-	
2	132894803	-	
5	43511006	-	
2	132996027	+	
2	132996438	+	
5	43596979	+	
5	41895495	+	
1	119901128	+	
1	119930627	+	
1	120040150	+	
1	120040677	+	
1	120086887	-	
1	120196579	+	
1	120194856	+	
1	120861663	+	
1	120944864	+	
1	121049580	-	
1	121257670	+	
17	5575398	+	
17	5937106	+	
17	5937076	+	
17	5937105	+	
17	6355461	+	
17	6438184	+	
17	6538990	+	
17	6539119	+	
17	6843668	-	
17	5872810	+	
17	5899578	+	
17	6631552	-	
17	6736633	+	
8	8579941	-	
8	8584714	-	
8	8607305	-	
8	9102387	+	
8	9103849	+	
8	9116475	+	
8	9249668	-	
8	9280252	+	
3	69317392	+	
3	69731420	+	
3	70525123	+	
3	70594485	-	
3	71090519	+	
3	71090554	+	
1	180042257	+	
1	180693198	+	
1	180695294	+	
3	73302771	-	
1	180736126	+	
1	180736131	+	
3	73852131	-	
3	74358440	+	
1	180756469	-	
1	180757723	-	
3	74443893	+	
3	74443279	+	
3	74832219	+	
3	74613222	+	
1	180833278	+	
3	74715797	+	
1	180900781	+	
1	180895635	+	
3	74855997	-	
1	181146434	-	
1	181163391	-	
1	181189071	+	
1	181189206	+	
6	29071660	+	
6	29075752	+	
6	29508831	-	
6	29523041	+	
6	29888975	-	
6	30040688	-	
6	30040760	-	
6	30048734	-	
6	30048738	-	
6	30166316	+	
6	30192760	-	
6	30193990	-	
6	30225591	-	
6	30225965	-	
6	30354438	-	
2	147967971	-	
1	195648859	-	
4	79470208	-	
4	79471226	-	
2	147995622	-	
6	30492420	-	
6	30492421	-	
1	195692396	+	
1	195693062	+	
4	79752444	-	
2	148174731	+	
4	79785812	-	
2	148254821	+	
4	79882941	-	
6	30608044	-	
6	30614506	-	
6	30614775	-	
2	148422175	-	
1	195989647	-	
4	81079133	+	
4	81079964	+	
4	81080212	+	
2	149251093	-	
2	149252636	-	
6	25353527	+	
6	25353519	+	
6	25332204	+	
4	81124238	+	
2	149507719	+	
6	29704046	-	
2	149612006	+	
6	29704069	-	
2	149619406	+	
1	197020614	+	
6	25643686	-	
6	25777354	+	
6	25804896	+	
2	149629739	+	
Z	9912547	+	
2	149658321	+	
2	149656269	+	
6	26012218	+	
6	26001078	+	
6	26011901	+	
1	197559405	-	
1	197559636	-	
Z	10437313	-	
1	195752282	-	
Z	10790751	-	
2	149654707	-	
2	149654812	-	
6	26370019	-	
6	26377290	-	
6	26407436	-	
1	195856270	+	
2	148067153	+	
6	26462044	-	
6	26494977	-	
6	26513663	-	
6	26600995	+	
6	26608939	-	
1	6516277	+	
1	6517033	+	
KZ626837.1	937032	+	
1	7281845	-	
1	7528773	-	
1	7615119	+	
1	7897751	-	
1	7901994	-	
1	7942481	+	
1	5999104	+	
4	4125861	+	
4	4125868	+	
4	4125836	+	
4	4559547	+	
4	4590688	+	
4	4741160	+	
4	4741170	+	
4	4741158	+	
4	4631978	+	
4	4657105	+	
4	5346739	-	
4	5351044	-	
4	5424130	-	
4	5558269	-	
4	5562793	-	
4	5596401	-	
4	5596651	-	
1	82281479	-	
1	155965187	-	
1	82878193	-	
1	156678049	+	
1	156680591	+	
1	156679037	+	
1	83092859	-	
1	83180722	-	
1	156692141	+	
1	156691273	+	
1	83197690	-	
1	156952218	+	
1	157296470	+	
1	83340829	+	
1	83345138	+	
1	157467293	-	
1	156881815	+	
1	156847758	+	
1	14110258	-	
1	14479333	-	
1	14479437	-	
1	15385239	-	
1	15402105	-	
1	15461078	-	
1	15616561	-	
1	158931796	+	
1	159640462	-	
1	159482570	-	
1	158787324	-	
6	7862144	-	
6	7939213	-	
6	7939219	-	
6	8173420	-	
6	8180710	-	
6	8701435	+	
6	8689303	+	
6	8742360	+	
6	8735558	+	
6	8764303	+	
6	8764462	+	
6	8820269	+	
6	8820270	+	
6	8820244	+	
6	8954808	-	
1	27965844	-	
1	27967686	-	
6	9389886	-	
1	28078993	+	
1	28251788	-	
1	28251798	-	
6	8772844	+	
7	4357097	-	
7	4360918	-	
7	4363055	-	
1	28340025	+	
6	9328866	-	
7	4902010	-	
1	28526491	-	
1	28528040	-	
7	4947656	-	
7	4998213	-	
7	5018387	-	
1	29114023	-	
7	5096676	-	
6	9353862	-	
1	29142763	+	
1	29135955	+	
1	29135957	+	
7	5542323	+	
6	9353922	-	
7	5602259	+	
1	29211519	-	
1	29271689	-	
1	29455405	-	
3	85177092	+	
3	85258628	+	
3	85265681	+	
3	85265678	+	
1	29862948	-	
3	85312543	+	
3	85469559	-	
3	85728298	-	
3	85728593	-	
3	85805364	-	
3	85816067	-	
3	85817094	-	
1	137862928	+	
1	137943339	+	
3	86420153	+	
3	86413534	+	
3	86421532	+	
1	137949320	+	
1	138341211	+	
3	86457497	-	
1	138332435	-	
1	138332445	-	
3	86536734	-	
3	86537636	-	
3	86547917	-	
1	139318117	+	
Z	63242287	-	
1	139354155	+	
1	139354157	+	
1	139354724	+	
Z	63267844	+	
Z	63287862	+	
3	86556700	-	
3	86562442	-	
Z	63451715	-	
Z	63679183	+	
Z	63664497	+	
Z	63680592	+	
3	86621663	-	
3	86621664	-	
3	86621665	-	
Z	64131207	-	
Z	64313063	+	
Z	64481358	+	
Z	64518359	+	
Z	64492806	-	
Z	64499971	+	
5	16199518	-	
5	16200442	-	
Z	64680656	+	
5	16231907	-	
5	16338759	-	
5	16344193	+	
5	16344254	+	
5	16344175	+	
5	16375680	-	
5	16376564	-	
5	16440694	-	
5	16682166	+	
5	16787074	+	
5	16787082	+	
5	16787748	+	
5	17002379	-	
5	17002400	-	
Z	64764065	-	
5	17090422	-	
5	17222574	+	
5	17222555	+	
5	17224561	+	
5	17220542	-	
1	139049515	+	
5	17369131	+	
5	17688847	+	
5	17734942	+	
5	17736745	+	
5	17601432	-	
5	17652328	-	
5	17652934	-	
5	17730365	-	
2	10292284	-	
2	10313794	-	
2	10633661	+	
2	10664380	+	
5	17920445	+	
5	17921073	+	
2	10913472	-	
2	11173536	-	
2	11245223	-	
2	11429268	+	
2	11678201	+	
2	11908870	+	
2	11908839	+	
3	31831040	+	
3	32573890	-	
3	32687323	+	
3	32761009	-	
3	32817218	+	
3	32868730	-	
3	32868857	-	
AADN05001460.1	18275	+	
AADN05001460.1	22582	+	
3	32999397	+	
3	33102978	+	
3	33141321	+	
3	33141334	+	
3	33496106	-	
3	33496118	-	
3	33590529	-	
2	2949807	-	
2	3108049	+	
2	3353099	+	
2	3374502	-	
3	32627873	-	
3	32952627	+	
3	33051075	+	
3	33189774	-	
3	33296418	-	
3	11921469	+	
3	11911167	+	
3	12076989	+	
3	12081940	+	
3	12081935	+	
3	12842455	+	
3	12814093	+	
3	12815072	+	
3	12886917	-	
3	12918445	+	
13	3898146	+	
13	3898173	+	
3	13084495	+	
3	13084502	+	
3	13171299	-	
3	13176647	-	
3	13176864	-	
13	4226598	-	
3	13210465	-	
3	13222002	-	
13	4687645	-	
3	13273533	-	
3	13288683	-	
3	13295325	-	
AADN05001221.1	4446	+	
13	4933035	+	
13	4925780	+	
AADN05001221.1	11518	+	
AADN05001221.1	14604	+	
3	13304071	-	
3	13307344	-	
3	13337922	-	
AADN05001221.1	17078	-	
3	13411385	-	
3	13424048	-	
3	13570659	-	
3	13576128	-	
3	13868002	+	
2	78065754	+	
3	12387382	+	
2	78136189	-	
2	78136518	-	
13	3854240	+	
3	13477698	-	
2	78207577	+	
2	78228584	+	
2	78236850	+	
2	78228582	+	
6	17342118	-	
6	17413924	-	
6	17413942	-	
13	4250180	+	
2	78475125	+	
6	17800991	+	
6	17800998	+	
2	78529870	+	
6	17825305	+	
6	18059419	+	
2	78985905	+	
2	78985917	+	
6	18103780	+	
6	18101534	+	
2	79100557	+	
6	18095431	-	
2	79146865	+	
2	79146691	+	
6	18302384	+	
2	79144722	-	
2	79144914	-	
6	18318204	+	
6	18317708	+	
6	18350337	+	
2	79646997	-	
2	79647046	-	
AADN05001188.1	14135	-	
AADN05001188.1	17257	-	
AADN05001188.1	18236	+	
AADN05001188.1	21313	+	
AADN05001188.1	24096	-	
AADN05001188.1	24671	-	
4	51917835	+	
4	51944167	+	
4	51862388	+	
4	51948439	+	
4	51881611	+	
4	52332929	+	
4	52332950	+	
4	52269370	+	
4	52260221	+	
4	52268976	+	
4	52374750	+	
4	52447368	-	
4	52477235	-	
4	52478535	-	
4	52688663	-	
4	52689901	-	
4	52798500	-	
4	52818068	-	
4	52831246	-	
4	52964191	+	
4	52964159	+	
4	52936531	+	
4	53136400	+	
4	53121800	+	
4	53121719	+	
4	52996854	-	
4	53108515	+	
4	53109436	-	
4	53135268	-	
4	53155580	-	
4	52033865	+	
4	52417148	-	
AADN05001379.1	2965	+	
AADN05001379.1	1918	+	
AADN05001379.1	21	-	
AADN05001379.1	706	-	
4	89469032	-	
4	89476882	-	
4	89493009	+	
11	11039441	+	
11	11038924	+	
11	11042925	+	
5	45974134	-	
4	89666239	-	
5	45983071	-	
5	45983319	-	
