chr	pos	strand	gene
24	33291784	-	si:ch1073-406l10.2
1	56972616	+	si:ch211-1f22.11
16	5184402	+	soga3a
16	7214513	-	si:ch73-341k19.1
3	18447574	+	tbc1d16
8	43834442	-	adgrd1
1	7582859	-	mxb
4	30422325	-	znf1114
15	8319988	-	si:ch211-113p18.3
17	23926796	+	pex13
22	4644484	-	fbn2b
24	36316104	-	naglu
19	9472893	-	vamp1
5	69856180	+	ugt2a6
22	1123873	+	si:ch1073-181h11.2
8	24745041	+	slc16a4
1	25911901	-	usp53b
19	9472935	-	vamp1
12	16380961	-	hectd2
14	36889893	+	
2	23349116	-	niban1b
25	21517551	+	si:dkey-81e3.2
8	24747865	+	slc16a4
22	2364835	+	si:dkey-4c15.13
25	15214161	-	wt1a
1	31856622	-	nt5c2b
3	36424055	+	SMIM22
5	33281156	-	surf6
12	22404108	+	hdlbpb
19	9455218	+	si:ch211-288g17.3
23	45682136	-	fam160a1b
6	39279104	+	ankrd33ab
5	33281046	-	surf6
18	19004247	-	ints14
12	22407852	+	hdlbpb
15	8335600	+	egln2
14	7306983	-	si:ch211-51f19.1
18	19006634	-	ints14
15	46329149	+	si:ch1073-340i21.3
4	11122638	-	si:dkey-21h14.10
18	27821856	+	si:ch211-222m18.4
19	808265	-	glmp
4	8213063	+	ERC1
14	24215046	+	stc2a
5	15667874	+	srrm4
1	22652424	-	uchl1
25	21716263	+	znf277
4	30440116	-	si:dkey-199m13.5
17	28005763	+	luzp1
5	37087583	+	tagln2
20	26624042	-	exoc2
8	27656765	-	mov10b.2
8	24740013	+	lamtor5
14	4121052	-	irf2
16	35535171	+	cited4b
5	37091626	+	tagln2
11	15613218	+	gdf11
16	35536075	+	cited4b
2	27386617	+	si:ch73-382f3.1
24	26997798	+	larp4b
22	24157807	+	b3galt2
11	7324704	+	diras1a
13	303137	-	chs1
17	45525936	-	hhipl2
8	53080515	+	wdr46
14	36885524	+	lect2l
21	27443995	-	bfb
8	33154677	-	zbtb34
2	45643122	+	fndc7rs4
1	40237276	+	faah2a
18	18982077	+	hacd3
7	823495	-	CABP4
9	22117430	-	crygm2d15
14	33264398	+	pdzd11
23	19977120	+	cfap126
13	6086730	+	fam120b
2	27394798	+	selenop2
8	24730185	-	prok1
2	55861351	-	rx2
19	7938211	+	si:dkey-266f7.5
16	42477155	+	si:ch211-135n15.1
14	34501245	+	lcp2b
10	1396940	+	gdnfa
14	17329895	+	wfs1b
2	55853943	-	rx2
1	17527378	+	casp3a
16	9453591	-	prpf3
16	26140768	-	cd79a
11	30744266	+	wdr83os
3	26734162	+	tmc5
16	29558530	+	ensab
16	29555801	+	ensab
14	33264303	+	pdzd11
13	36911118	-	trim9
25	3230187	-	cib1
4	30454496	+	si:dkey-199m13.4
21	14815974	-	phpt1
1	53907092	-	capn9
11	1409236	-	si:ch211-266k22.6
22	14309817	-	si:ch73-338d8.5
1	51191050	+	btbd3a
23	36306337	-	cbx5
23	19977214	-	ccnq
16	383664	-	irx4a
23	31969786	-	ormdl2
22	14346575	-	si:dkeyp-122a9.1
7	57341805	+	rxfp3.3a2
13	9819194	+	dennd10
20	32406011	+	snx3
23	31967554	-	ormdl2
13	11696553	-	slc39a8
6	34220641	-	dmrt2b
25	3217419	+	rccd1
22	14361022	-	si:dkeyp-122a9.2
18	20825375	+	ttc23
25	8625601	-	GDPGP1
11	34522249	-	pik3ca
17	35238359	-	itgb1bp1
23	7471072	+	rbbp8l
11	34521342	-	pik3ca
11	34518362	-	pik3ca
5	25037454	-	abo
18	32979166	+	olfcg4
4	40854534	-	si:dkey-285e18.5
10	16029260	+	phax
7	68373495	-	zfhx3
16	29557338	-	hormad1
17	52609728	-	lrrc74a
5	54554605	-	ssna1
4	40858450	+	si:dkey-285e18.6
10	41156348	-	aak1b
12	31537604	+	si:ch73-205h11.1
25	19443421	-	cart2
5	33274983	-	kyat1
17	8886735	-	nkl.3
9	48108174	+	cxcr2
15	31435957	+	or103-2
16	11029762	+	erfl3
23	36306356	-	cbx5
5	54554583	-	ssna1
4	40883162	-	zgc:174650
19	23308419	+	irgf2
25	6451038	+	snx33
6	37308716	+	ptger3
23	36303216	-	cbx5
5	33274645	-	kyat1
5	22974115	+	brwd3
23	36306006	-	cbx5
1	58613972	+	si:ch73-221f6.3
2	31833347	-	nol7
9	32804953	-	gatd3a
5	22969572	-	si:dkey-237j10.2
5	54501105	+	tprn
4	5215950	+	galnt8b.2
17	41081512	+	babam2
19	23301050	+	si:dkey-79i2.4
19	40122160	+	si:ch211-173p18.3
11	1409622	+	ppp1r3db
5	67499279	-	UTP14C
22	5958066	-	si:rp71-36a1.3
9	48179236	-	klhl23
21	44772738	-	kif4
9	48184823	-	klhl23
16	26232411	-	arhgef1b
13	311380	+	irf1a
4	1757460	-	tm7sf3
18	3572314	+	serp1
5	29714786	+	ddx31
1	56992262	+	si:ch211-1f22.12
2	2181719	+	ccdc13
15	8394819	+	tmem160
2	49805892	+	wdr48b
1	45633955	-	sept3
7	49637278	-	tsg101b
8	48668111	-	clcn6
1	45636362	-	sept3
9	38043337	+	stam2
16	45152169	-	si:ch73-343g19.4
7	73295890	+	CABZ01083442.1
24	36317544	+	pus3
25	35913614	+	gpia
21	44771213	-	kif4
7	51757085	-	leap2
20	13956106	+	si:dkey-249p7.4
13	23051766	-	supv3l1
5	69868911	+	ugt2a5
5	33281105	+	surf1
5	4366431	+	sat1a.2
3	20982492	-	slc35b1
7	854237	+	zgc:175177
17	41081806	-	rbks
5	69869065	+	ugt2a5
22	4707663	+	cers4a
13	330004	-	ddx21
7	29512673	+	si:dkey-182o15.5
6	19168640	-	si:ch211-188c18.1
8	14239023	-	sin3b
6	16717878	-	nomo
18	27897217	-	iqcg
7	878473	-	si:cabz01080528.1
5	9216758	-	lrp13
22	38034852	-	pex6
7	18445751	-	sstr1b
21	27448856	+	cfbl
22	29922872	-	dusp5
25	6629281	-	cspg4
10	25726694	+	ugt5d1
21	44773237	+	rnf121
10	17776981	+	ccl19b
13	44819254	-	si:dkeyp-2e4.8
8	10823069	+	mapk13
7	30371893	+	aqp9b
15	46344655	+	si:ch1073-340i21.2
5	57210237	+	pja2
1	46924801	-	pdxkb
7	7676186	-	mfap3l
16	38629208	-	eif3ea
22	1138017	+	GUCA1A
9	22929675	+	tsn
4	19700308	+	pax4
7	73308566	+	CABZ01081777.1
3	823084	+	FP102888.1
17	29276544	+	ankrd9
15	2475894	+	panx1a
10	24371312	-	pitpnab
17	31164219	-	pkdccb
17	18797245	-	vrk1
1	57004178	+	si:ch211-1f22.13
16	12496632	-	slc2a3b
22	164944	-	fblim1
7	5711197	-	si:dkey-10h3.2
9	22135576	-	crygm2d8
20	13969414	+	rd3
15	46357080	+	wu:fb18f06
8	33381913	-	lmx1bb
1	20911297	-	cpe
24	17039638	-	c8g
24	38155830	+	si:ch211-234p6.5
8	33381430	-	lmx1bb
9	21098413	-	wars2
3	16289826	-	bckdhbl
11	7355995	-	si:dkey-197i20.6
10	5135842	+	zgc:113274
23	25354856	+	fmnl3
20	23670494	+	nek1
25	24250247	+	tmem86a
25	15268443	-	ccdc73
24	38192003	-	crp7
17	5860222	-	si:ch73-340m8.2
21	20771082	+	oxct1b
24	38138307	-	crp7
24	29698258	-	si:ch73-383g2.1
25	37435335	+	chmp1a
13	40316367	-	pyroxd2
14	26400501	-	pimr212
20	9428021	-	rdh14b
2	17044959	-	clcn2a
14	24241241	+	nkx2.5
17	5878032	-	gckr
19	44039849	+	lrrc14b
17	38030327	+	slc25a21
2	24352497	+	pimr68
4	22365061	+	lhfpl3
25	8660726	-	unc45a
19	816208	+	nrm
23	18017946	-	pm20d1.2
13	361196	-	VIT
20	14012859	-	si:ch211-22i13.2
12	33817114	-	twnk
4	11132617	-	si:dkey-21h14.9
16	14201401	+	dap3
12	33817804	-	twnk
5	4923473	-	zbtb43
21	14826066	-	noc4l
22	16293071	+	dbt
11	1509773	-	phactr3b
19	29853402	-	txlna
3	25086986	-	xpnpep3
7	31932723	-	bdnf
5	4931266	-	zbtb43
2	45663945	-	prpf38b
12	33817327	+	mrpl43
19	29853435	-	txlna
7	31940590	-	bdnf
22	35131906	+	rnf13
7	31941670	-	bdnf
3	16265924	+	st8sia6
6	40523370	+	prkcda
19	823945	+	ppp1r18
25	31323978	+	lsp1a
15	31444466	+	or103-4
2	36674005	-	ccnl1b
1	12135129	+	spink4
20	826459	+	nt5e
15	31438568	+	or103-4
15	31438568	+	or103-3
1	43686251	+	cisd2
3	36440705	-	rogdi
5	30986512	+	ube2g1a
5	32206378	+	myhz2
21	14832369	-	pus1
13	2861265	+	XPO5
25	31396479	-	prr33
23	30727596	-	thap3
23	39606108	+	g0s2
2	4207289	+	gata6
5	32206523	+	myhz2
12	48841182	+	dlg5b.1
18	7097403	-	cfap161
20	25645150	-	si:dkeyp-117h8.4
24	33366188	-	slc4a2b
18	7114158	-	si:dkey-88e18.8
18	7112882	-	si:dkey-88e18.8
2	4207209	+	gata6
19	19747430	+	hoxa9a
16	45178430	-	si:dkey-33i11.9
7	34256374	-	dis3l
1	58620953	+	zgc:174890
20	32446406	-	nr2e1
10	41159241	+	anxa4
8	50190742	+	slc25a37
16	27564256	-	zgc:153215
4	49808690	-	si:ch211-197e7.1
10	41169996	+	anxa4
2	37804235	+	ltb4r2b
19	19750101	+	hoxa9a
22	16317886	-	trmt13
2	55982940	+	nmrk2
16	42481447	+	herpud2
25	34811070	+	adat1
16	42482270	+	herpud2
17	8925232	+	psmc1a
7	34236238	+	tipin
10	35108683	-	C10H21orf91
7	5802887	-	si:dkey-10h3.7
16	16968682	+	si:ch211-120k19.1
16	16969060	+	si:ch211-120k19.1
14	7375049	-	trappc11
7	34237189	+	tipin
19	19871211	-	evx1
21	6114305	+	fpgs
17	52636937	-	fam98b
10	35103208	-	C10H21orf91
14	17376977	+	spon2b
14	12071679	-	tmsb1
22	10645088	+	rassf1
4	40972176	-	si:dkeyp-82h4.1
21	6114709	+	fpgs
19	19750223	+	CR382300.2
9	22963897	-	si:dkey-91i10.2
20	6535176	+	si:ch211-191a24.4
22	10646928	+	rassf1
12	7254112	+	tfam
7	5754207	-	si:dkey-10h3.3
2	55982300	+	nmrk2
4	41196398	-	si:dkeyp-82h4.3
14	17376940	+	spon2b
22	9472814	+	cacna2d2b
17	52659119	-	spred1
4	40953320	+	znf1136
23	39611688	+	otud3
8	50259448	-	nkx3-1
23	27345826	+	tmprss12
5	35953472	-	rxfp2l
20	6533260	+	si:ch211-191a24.4
22	10660140	+	tusc2b
22	16308450	+	lrrc39
2	35240764	+	tnr
4	41159678	+	znf1062
22	16308806	+	lrrc39
24	7321934	-	actr3b
19	7954679	+	si:dkey-266f7.10
2	35240485	+	tnr
7	62320134	+	stim2b
17	8899323	-	nkl.1
5	51756210	-	lhfpl2b
4	41082518	+	si:dkey-16p19.1
5	51747278	-	lhfpl2b
11	25504215	+	tfe3b
4	41082985	+	si:dkey-16p19.1
20	6543674	+	tns3.1
11	25508129	+	tfe3b
2	55903520	-	cplx4c
4	8532580	+	wnt5b
13	13578552	+	foxi2
4	8569199	+	wnt5b
25	7229058	+	lingo1a
19	25678002	-	asns
12	16435150	-	pcgf5b
17	22001303	-	slc22a7b.2
12	7399403	+	bicc1b
4	8638622	+	wnt5b
22	38934989	-	ncbp2
9	43001898	-	ttn.2
9	22158325	-	crygm2d16
18	20869175	-	synm
4	8611841	-	fbxl14b
24	38197852	+	igl3v4
14	31715412	-	map7d3
4	13502549	-	si:ch211-266a5.12
13	8987957	+	hcar1-3
6	52263236	+	esyt1b
13	44836727	-	si:dkeyp-2e4.3
22	347424	-	necap2
11	24016798	-	chia.3
1	49568335	+	col17a1a
1	46948010	+	tmprss3b
12	31608905	+	CR352342.1
11	24016813	-	chia.3
7	7696665	+	ino80b
20	25625872	+	ppat
5	15819705	+	hspb8
3	29688399	-	si:ch73-233k15.2
7	57432321	+	drd4b
4	30528239	-	znf1052
12	49135755	+	si:zfos-911d5.4
21	10577527	+	ccbe1
12	22524388	-	shbg
25	4635355	+	pgghg
7	24994568	-	rcor2
22	14739491	-	lrp1ba
16	42523744	-	tbx20
2	26288301	+	ptbp1a
13	44842884	-	si:dkeyp-2e4.3
22	25078650	-	kat14
22	6066867	-	si:dkey-19a16.1
12	31616412	+	cpn1
13	36979109	+	frmd6
6	39290777	+	si:dkey-195m11.11
13	44834895	-	si:dkeyp-2e4.5
16	27564270	+	tmem67
18	17474989	+	si:dkey-102f14.7
13	36958086	+	frmd6
7	51774502	+	got2b
22	354592	-	tmem240b
19	19759577	+	hoxa5a
5	69878693	+	ythdc1
19	19729506	+	hoxa13a
6	6295513	-	mtif2
13	40334727	+	slc25a28
23	39666519	-	vwa1
18	8901846	+	si:dkey-5i3.5
19	44054994	-	uqcrb
23	39666658	-	vwa1
4	5240128	-	ada2b
20	32473584	+	ostm1
7	51773166	-	bmp15
4	30712588	-	si:dkey-16p19.5
4	30712160	-	si:dkey-16p19.5
12	31608908	+	cpn1
18	15778110	+	ube2na
16	24656265	-	pon1
22	14367966	-	lrp1ba
2	24369087	-	plvapa
16	52966865	-	brd9
19	44055008	-	uqcrb
10	25816558	-	postna
12	18234557	+	fam20cb
14	52433292	-	rest
15	18863875	+	cadm1b
23	45705525	-	ednrab
25	12935424	-	ccl39.7
1	40263671	+	TXN
14	46213571	-	setd7
3	14611299	+	tspan35
7	21787507	+	tmem88b
1	245076	+	grk1a
25	12937727	-	ccl39.6
10	17850934	+	phf24
10	17875891	+	phf24
7	73444325	+	si:ch211-142d6.2
2	27403300	+	elovl8a
7	13039426	+	syt7b
16	9540033	+	ca14
16	22294265	-	aqp10a
19	23369282	-	pimr90
1	20928772	-	msmo1
12	4573696	+	si:dkey-94f20.4
18	27904515	+	hipk3b
14	9085349	-	polr1d
2	32743807	+	klhl18
18	27926839	+	hipk3b
24	17067284	-	armc3
23	16748806	+	fbxo44
4	5247335	-	atp6v1e1b
3	940054	+	irgf4
11	12811906	+	rtel1
23	27352072	+	si:dkey-9p24.5
19	44065581	-	mterf3
18	41527877	+	selenot1b
17	25856671	+	wapla
6	28205284	+	smx5
19	23382619	-	pimr81
10	8091144	+	sub1a
6	37403444	-	cthl
19	8096984	-	si:dkey-266f7.9
9	27805801	-	si:rp71-45g20.10
8	16697912	-	rpe65b
21	27464538	+	bbs1
18	32992646	+	olfcg5
15	46779934	-	clcn2c
22	4760187	-	rad23ab
10	8091690	+	sub1a
5	5243079	-	mvb12ba
14	21820034	+	ctbp1
25	37443194	+	slc10a3
17	35243753	+	iah1
8	53108207	-	b3galt4
11	3343463	-	tuba2
10	44677632	+	tpst2
14	24251057	-	bnip1a
5	21181047	+	arhgap25
21	10701834	+	lman1
19	23419342	-	pimr77
10	14947003	+	si:dkey-88l16.4
2	37815687	+	sdr39u1
10	32683089	+	ppm1e
18	20871142	+	pgpep1l
13	29980215	-	hif1an
10	44692272	+	ubc
24	17047918	-	msrb2
7	73447724	+	cbln6
24	17049270	-	msrb2
16	11151699	+	cicb
19	1688727	+	dennd3a
13	23067381	-	vps26a
14	12106603	-	prps1b
15	46718759	-	zgc:162872
20	9462449	-	crip2l
22	1168291	-	si:ch1073-181h11.4
25	15273370	+	tcp11l1
1	57050899	+	si:ch211-1f22.14
16	1334431	+	celf3b
2	38742338	+	carmil3
24	38199877	+	igl3v3
11	5865744	-	gamt
7	30392613	+	lipca
2	49860722	+	rpl37
8	16676894	+	si:ch211-198n5.11
2	24374305	+	nr2f6a
17	14559576	-	daam1a
24	38201089	+	igl3v2
5	59494079	+	gtf2ird1
2	49864219	+	rpl37
17	14591764	-	daam1a
15	2497568	-	neu4
5	39736383	-	rasgef1ba
20	25626198	-	paics
9	22182396	-	crygm2d6
15	2493771	-	neu4
18	17485419	-	foxl1
5	28308774	+	DNAH10
20	25626428	-	paics
20	25626693	-	paics
16	52966841	+	trip13
7	73453486	+	cbln8
22	19453822	+	si:dkey-78l4.6
16	35586401	-	scmh1
25	35942867	+	hsd17b2
17	20616196	+	si:ch73-306e8.2
14	4145594	-	casp3b
4	3358383	+	nampta
12	4598237	-	irf3
12	4593610	-	irf3
23	23256726	-	si:dkey-98j1.5
14	17382803	+	si:ch211-255i20.3
12	49149800	-	bub3
17	22010668	-	slc22a7b.1
6	41446541	+	cplane2
19	4968947	+	stard3
2	49860723	-	blvra
12	13164706	+	paqr4b
15	46736432	-	ilkap
7	18547420	-	rgs12a
7	28403930	-	stk33
5	38451082	-	chrne
13	479129	-	heatr5b
1	59102320	-	si:zfos-2330d3.7
2	49854432	-	blvra
7	18545515	-	rgs12a
9	32813177	-	mxc
9	30720048	+	klf12b
17	11439815	-	psma3
22	367569	-	ssu72
1	1712140	+	atp1a1a.1
16	32727199	-	usp45
14	26411918	-	tmed9
21	11834452	-	rfesd
22	29991834	+	si:dkey-286j15.3
14	4151379	+	dhrs13l1
11	36989696	+	tkta
22	372723	-	FNDC10
15	5628363	+	mrap
22	29994093	+	si:dkey-286j15.3
23	2760573	+	top1
22	29990448	+	si:dkey-286j15.3
5	29750377	-	barhl1a
1	43727613	-	SLC9B2
11	28224	-	sp1
25	24291156	+	b4galnt4a
9	41040294	+	osgepl1
4	30775376	+	zgc:172014
15	29123046	+	zgc:101731
8	44015210	-	rimbp2
13	3252950	+	prph2b
4	30776883	+	zgc:172014
21	11834880	+	nudt2
3	18555899	+	cbx4
22	6096303	+	zgc:171887
1	59088269	+	MFAP4
15	29123031	+	zgc:101731
1	59073203	+	MFAP4
20	14054083	-	rhag
13	30006260	-	wnt8b
8	418997	-	pggt1b
2	6065416	-	uck2b
5	46273938	-	si:ch211-130m23.3
21	30937690	+	rhogb
12	30109698	+	ablim1b
21	30950097	+	rhogb
15	31466978	+	or102-2
12	49154934	-	hmx3b
8	27687095	-	mov10b.1
22	6082447	-	si:dkey-19a16.2
20	26690036	+	foxf2b
14	34513103	-	zgc:194246
21	1647990	+	fech
22	6084771	+	si:dkey-19a16.16
13	8999261	+	pimr154
3	29714775	+	cacng2a
14	52440161	+	b4galt1l
25	31405266	+	tnnt3a
22	374479	+	ora4
2	12051183	-	kcnt2
24	36337395	-	si:ch211-40k21.9
14	34512859	-	si:ch211-232m8.3
22	26852516	-	gde1
17	58211	+	si:ch1073-209e23.1
19	23437400	-	pimr78
20	32497326	+	si:ch73-257c13.2
25	3231812	+	metap2b
17	86548	-	grem1b
3	1005059	+	zgc:172051
20	18313864	-	psma8
4	49952039	-	zgc:173709
21	45188233	-	si:ch73-269m14.2
11	3381343	-	mcrs1
7	26306954	-	zgc:77439
6	9241121	+	pimr70
11	3380959	-	mcrs1
15	8763106	-	arhgap35a
8	13106760	+	itgb4
21	25555355	-	si:dkey-17e16.9
1	59090743	+	mfap4
25	35956344	-	mphosph6
15	8665662	-	arhgap35a
22	26834043	-	si:dkey-44g23.5
9	41077934	-	ankar
7	52949906	+	cdkn2aip
7	26308242	-	zgc:77439
25	19486415	-	zgc:193812
23	31979602	+	pan2
22	26813157	+	slx4
15	31471808	+	or102-3
21	14878220	-	ulk1b
23	31981796	+	pan2
11	3366782	-	suox
7	49651378	-	hrasb
9	41040098	-	adat3
25	34845302	-	gabarapl2
13	482911	+	fbxo28
7	52950449	+	cdkn2aip
9	41040492	-	adat3
4	41209037	-	si:ch211-73m21.1
9	30808073	-	klf5b
13	9841806	-	sfxn4
19	33850705	+	pex1
22	26798853	+	slx4
9	22188117	-	crygm2d17
7	49646251	-	hrasb
1	1789357	+	atp1a1a.2
16	22303130	-	si:dkey-92i15.4
6	9251122	-	iqcb1
1	20970266	-	klhl2
22	26804197	+	si:dkey-44g23.2
2	31833997	+	epdr1
8	14375890	-	xpr1a
11	25538341	-	si:dkey-245f22.3
10	28160265	+	rnft1
17	24879003	-	zbtb8a
4	13509946	-	ifng1
20	41021054	+	man1a1
25	34845115	+	tmem231
3	26787430	-	rab40c
23	10786400	-	rybpa
24	21507627	-	rnf6
1	20936711	+	CT583646.2
25	19485198	+	glsl
22	1170295	+	irf6
2	27491066	+	zswim5
12	13205854	-	pelo
18	41542542	+	tsen34
23	4709744	+	raf1a
1	10640748	-	zgc:174945
15	2498496	+	wdr53
15	2500510	+	wdr53
24	38205798	+	igl3v1
12	18358082	+	FOXL3
16	41503925	-	cmtm7
25	19489370	+	glsl
10	1590604	+	ora5
6	41452979	+	wdr82
5	67661102	-	zbtb20
5	21211135	+	bmp10
8	33568964	-	mvb12bb
5	43819663	-	mccc2
21	10739846	+	cplx4a
7	21841037	+	tm4sf5
4	76300388	-	zgc:174944
16	1362250	+	cers2b
1	57118783	+	si:ch73-94k4.1
16	1383914	+	cers2b
1	52518176	+	tacr3l
6	34838397	-	mier1a
13	40411908	-	nkx2.3
20	20821785	-	ckbb
5	43807003	+	zgc:158640
2	2451181	-	pth1r
25	8662469	+	man2a2
25	8662498	+	man2a2
18	45645357	+	eif3m
21	6137068	+	cdk9
13	13662624	-	pimr47
19	13375838	+	lrp12
18	32996837	+	olfch1
5	36328688	-	efnb1
1	43727555	-	bdh2
22	465269	+	celsr2
7	73488035	+	arhgef40
3	29871364	-	rpl3
7	38667066	+	mtch2
10	21867307	+	cbln17
25	17313568	+	cnot1
1	43727576	-	bdh2
7	63637644	-	si:ch211-208g1.1
3	29870848	-	rpl3
21	30994577	-	pgap2
9	32837860	-	mxe
7	32021669	+	mettl15
2	10280645	+	gadd45aa
4	25515591	-	rbm17
7	34290051	+	fibinb
22	2417105	+	zgc:113220
14	9128919	-	sh2d1ab
5	54555567	+	anapc2
6	30491129	+	wwc3
4	13518381	-	ifng1r
19	1831911	+	ptk2aa
15	31481939	+	or102-5
16	22345513	+	C16H1orf43
4	25515154	-	rbm17
16	31622805	-	phf20l1
10	21899753	+	hrh2b
20	2713190	-	rars2
15	29140126	+	zgc:113149
6	39313027	-	krt4
21	45210092	-	vdac1
5	36415978	+	fam155b
3	21010979	-	fam117aa
20	18325556	+	znf521
23	19182819	+	si:dkey-93l1.4
13	44857087	+	zbtb8os
4	13538714	-	il26
15	31498123	-	si:dkey-1m11.6
1	43727012	-	bdh2
8	23165749	+	dnajc5aa
14	17397535	+	rnf212
14	17397534	+	rnf212
10	5149359	+	si:ch211-249h16.8
13	44852324	-	si:dkeyp-2e4.2
10	6729670	+	si:ch211-57m13.9
8	23174137	+	dnajc5aa
4	30788743	+	si:dkey-178j11.5
16	14216581	+	gba
4	50158550	-	si:dkey-16p19.5
19	23452345	-	pimr82
7	21859337	+	si:dkey-85k7.7
1	12160981	-	b4galt1
5	21225017	+	si:dkey-13n15.11
18	39067575	+	gnb5b
17	49978986	-	col12a1a
23	20051369	-	bgnb
24	29822913	-	aglb
7	5864185	-	si:ch211-165f21.7
4	1757462	+	med21
14	52480661	-	exosc3
18	39106722	+	bcl2l10
9	30890549	+	dachd
15	2519640	-	srprb
17	49977966	-	col12a1a
7	32020858	-	kif18a
24	29863372	-	si:dkeyp-88h4.2
19	3240605	-	si:ch211-133n4.4
13	17464362	-	lrmda
17	29319587	+	ptpreb
10	32851847	-	trim37
1	55270966	-	si:ch211-286b5.5
20	26702377	+	foxc1b
5	12908781	+	ppil2
19	8481802	+	efna1a
7	32020100	-	kif18a
4	50261086	+	si:dkey-16p6.1
9	38156894	-	si:dkey-219c10.4
22	413349	+	celsr2
8	20488322	+	zgc:101100
10	1636452	-	nup155
4	50301837	-	znf1135
7	16047863	+	immp1l
6	9282080	-	ccdc14
2	30531726	+	ankrd33bb
10	17936482	+	prkab1a
17	18810904	+	si:dkey-288a3.2
11	11336986	-	C11H6orf120
19	17774884	-	top2b
6	52348651	-	eif6
13	502230	+	degs1
1	7659870	-	efnb2b
13	33256847	+	oip5
22	24220937	+	uchl5
13	27038407	-	ccdc85a
10	37181780	+	ksr1a
1	10669436	-	si:dkey-31e10.5
9	4252839	+	kalrna
3	4225128	+	si:dkey-175d9.1
14	12169979	+	rhogd
6	13891727	-	desmb
15	31508221	-	si:dkey-1m11.5
3	14641962	+	zgc:158403
21	11855828	-	ube2r2
3	18567560	+	cbx8a
12	25845494	+	glud1b
12	16440708	+	ankrd1b
5	41804398	-	alkbh2
16	22385705	-	tuft1a
21	11856143	-	ube2r2
14	12170460	+	rhogd
1	7673376	-	arglu1b
6	37422841	-	cth
19	9503473	-	iffo1a
13	11986754	-	npm3
21	1742159	-	onecut2
3	31396254	+	c1ql3b
4	30931296	-	znf1099
5	15851953	-	si:dkey-1k23.3
21	45223194	+	si:ch73-269m14.3
1	19303241	+	si:dkeyp-118a3.2
25	7321675	+	hmg20a
19	42928979	-	cyhr1
9	21148318	+	hao2
2	31838442	+	stard3nl
9	22205682	-	crygm2d12
11	24027809	+	ovgp1
25	7241084	+	hmg20a
19	25693728	-	bloc1s4
25	7299488	+	hmg20a
22	38935060	+	sirt7
21	25565392	-	MRPS12
21	25565428	-	MRPS12
8	18516385	-	si:dkey-30h22.11
8	50287949	-	nkx2.7
11	18705303	-	id1
21	31013817	-	ncbp3
22	2574765	+	si:ch73-92e7.6
24	33392698	+	si:ch73-173p19.1
15	19128705	-	arhgap32a
20	18351510	-	gpr132b
23	10805188	+	ppp4r2a
