chr	pos	strand	gene
2R	11245199	+	CG13226
2L	6490194	+	epsilonCOP
X	15137870	-	RpL37a
X	15138601	-	RpL37a
3L	23727989	+	CG40298
2L	15756002	-	Gli
3R	14922302	+	Sdr
3R	14923083	+	Sdr
2R	12240813	+	CG13170
3L	8983212	+	CG13314
3R	8749206	-	CG11768
3R	8754038	-	CG11768
3L	13934656	+	DCTN1-p150
X	15735774	-	Arp6
3R	22530694	-	CG33093
2L	9956176	+	CG4709
3L	12045356	+	CG43638
3L	5875457	+	CG18586
2R	7069896	+	CG12836
X	8463296	-	Sptr
X	15978103	-	CG9170
X	15977967	-	CG9170
3L	21541215	+	VhaM9.7-b
3L	21540698	+	VhaM9.7-b
X	15243859	-	PPYR1
2R	7156477	-	nec
3R	12003516	+	Ect3
3R	11674923	+	CG14715
2L	16683290	+	CG33552
3R	19489570	-	CG15025
3L	17495300	+	edin
2R	22218456	-	Oatp58Da
3R	16350801	+	Manf
2L	204782	+	mRpL10
2L	15905134	-	beat-Ib
2R	19596866	+	TTLL6A
2L	6959104	+	CG3430
3L	11795418	+	CG10907
3L	17834745	-	CG32189
X	12375596	-	Ir11a
3L	4665927	-	CG32236
2R	21498903	-	TAF1C-like
2L	8769159	-	LManIV
3R	8561917	-	mRpS18A
3L	22503869	-	CG43330
2L	22025734	+	tio
2L	8375549	+	Wdr82
2L	17089186	+	CG12620
2L	17088824	+	CG12620
X	16735980	+	TwdlY
3R	20174872	+	CG5023
2R	21007755	-	CG30291
X	648597	+	Roc1a
X	648148	+	Roc1a
3R	10159144	-	CG6254
3R	24822350	+	Saf-B
2R	22329726	-	T3dh
2L	5047818	-	CG9121
2L	11136003	+	CG4751
2R	14887171	-	Cyp6a8
X	3704610	-	Rala
X	3704984	-	Rala
2L	2288503	-	CG17237
2L	6041187	+	CG31643
2L	6041283	+	CG31643
X	18103482	+	Taf8
3R	19862600	+	CG11447
2R	24493256	-	CG13590
2R	23139080	-	CG13544
3L	6233491	-	CG42714
X	19914482	-	CG45487
3L	6277035	+	CG43168
3L	9486530	+	Jarid2
3R	6076804	-	Or83c
2R	12188431	+	Cyp6g1
2L	8400078	+	CG13386
2R	15217070	+	CG11808
X	2271008	-	CG2918
X	2271285	-	CG2918
2R	13841743	+	CG6357
3R	25214325	-	CG13663
2L	19532985	+	CG10137
2L	8977962	-	CG13101
2L	8977834	-	CG13101
3R	8089526	+	CG7910
3R	22423316	-	pinta
2L	2758427	-	HemK2
3L	12137559	+	Atg12
3R	9410329	-	Task7
2R	11249933	+	CG43112
2R	7538232	-	CG1598
2R	10822399	+	RpS15Ab
3L	12204123	-	Tsen54
X	2074890	+	Rtca
2R	24212491	-	CG30419
3L	12971214	-	CG10748
X	7731779	-	Pdp
4	623219	-	mav
3L	232480	-	CG34453
X	8164266	-	Or7a
Y	3024024	+	FDY
3R	20304078	-	CG4367
3R	20303955	-	CG4367
2R	16223218	-	CG15706
3L	14043694	-	Neurl4
2R	23952096	+	fzr2
X	10195337	+	CG43902
X	15784009	-	Paf-AHalpha
3L	7266192	-	unc-13-4A
3L	7268149	-	unc-13-4A
3L	20435110	-	mRpL15
3R	12458444	+	trus
2L	9437227	+	RpS28-like
2L	3016069	+	Ccdc85
2R	16995991	-	ste24c
2R	16996820	-	ste24c
3L	53873	-	CG43149
2R	22984273	-	CG32833
2R	14879533	+	Cyp6a19
2R	6718196	-	Zip42C.2
2R	6240602	+	bin3
2R	6239809	+	bin3
3L	11650499	+	CG7339
3L	11649838	+	CG7339
3L	16924338	-	CG13023
3L	16923914	-	CG13023
2L	10491814	-	Myo31DF
3L	18145418	+	geko
2R	18618317	+	CG5327
3L	4366671	+	CG33514
3R	18982964	-	snRNP-U1-C
3L	22719943	+	CG32452
3L	22719745	+	CG32452
3R	26424698	-	CG6503
3R	9557776	+	CG8199
X	17841593	+	CG6398
X	17841705	+	CG6398
3R	25218708	+	CG31106
2R	22069725	-	CG11475
2R	20621081	+	CG9945
2R	20620997	+	CG9945
2R	7408870	-	CG1701
2R	7408371	-	CG1701
3R	23943628	-	CG12268
3L	16170729	-	CG33795
2L	9542480	+	CG17855
X	2246041	+	fs(1)K10
3L	1824129	-	Cpr62Ba
X	16085751	+	CG8958
X	14875370	-	CG45065
2L	7022470	+	Pcp
3L	433146	-	CG13891
2R	7711981	+	CG1941
2L	1026105	-	CG4375
2R	9204410	-	CG8027
2R	22916843	-	CG30187
X	19476055	+	narya
3R	10044596	-	CG11722
2L	21487518	+	His1:CG33834
3R	24627066	-	Wsck
X	4658259	+	Cbp80
X	4658005	+	Cbp80
2R	18708152	-	Vps51
3R	13814648	+	tal-AA
2L	21527481	+	His1:CG33858
3L	19390033	+	ms(3)76Ba
3L	3335579	-	Drsl1
X	9317915	-	c12.1
3L	15553214	+	CrebA
3L	15551905	+	CrebA
3L	11712229	-	CG14132
2L	13850329	+	CG7968
2R	8467595	+	Mal-A6
2R	8467196	+	Mal-A6
X	6282037	-	CG11700
3R	22610715	+	CG13843
X	2606680	-	Smyd3
3L	21123415	+	CG43938
2L	19457723	+	CG10026
2R	9590443	+	CG1827
2L	21297686	+	Gr39a
3R	25283237	+	CG11892
2R	10877296	+	nclb
X	14240266	-	mRNA-cap
2R	14410017	-	CG17385
2R	14409295	-	CG17385
3L	4136359	-	Rop
3L	4136788	-	Rop
3R	20644154	-	GluRIIE
3R	21105046	-	Sec15
2R	24030546	-	CG30172
2R	24030646	-	CG30172
3L	19266838	+	CG9666
2R	4049342	+	Haspin
3R	22746605	+	HP1c
3L	7452159	+	CG33278
2L	10975778	-	ATPsynG
2L	10975522	-	ATPsynG
3L	6131242	-	Cpr65Au
3L	6131315	-	Cpr65Au
3R	24228342	-	Spase22-23
3R	24229306	-	Spase22-23
2R	10641818	-	Git
3L	8125327	-	Uba2
3L	8302364	-	CG7194
X	4321764	-	mRpL33
4	153538	+	CG32006
2R	18048848	+	CG34005
2R	18048909	+	CG34005
3R	9777943	+	topi
3R	27102988	-	CAH9
2L	2036409	-	lectin-22C
X	16896215	-	CG33252
2R	8265693	-	CG30375
3R	24808677	+	CG6980
2L	16722883	-	VhaSFD
2L	16723232	-	VhaSFD
3R	11126597	-	Ugt35C1
3R	11240041	-	scpr-B
3R	26057350	+	CG14543
2L	7220369	-	mEFG1
X	4533840	+	CG3556
X	4535464	+	CG3556
2R	10067242	+	mRpL42
3R	15482904	+	B9d1
3R	23952136	-	GluProRS
2R	23100057	-	RpL37b
3R	10870906	-	Fdh
2R	18684230	-	CG44433
X	11864651	-	Nrd1
X	13746640	-	Pdcd4
X	13745577	-	Pdcd4
2R	8133477	+	Pabp2
2R	8134374	+	Pabp2
3R	11585305	+	wkd
3R	24275728	+	Orct2
3R	24275276	+	Orct2
3R	15836048	-	ND-23
3L	3090985	-	Cht7
2L	14773814	-	CG4650
3L	4142070	+	Akh
3L	11079491	-	JIL-1
3L	11078752	-	JIL-1
3R	16204961	+	CG31287
3R	16204256	+	CG31287
3L	20359820	+	CG5665
X	7736756	+	Rab39
X	7736479	+	Rab39
X	14785099	-	Ag5r
X	14784664	-	Ag5r
X	20141476	+	CG34332
X	8602137	-	Caf1-180
2L	12171204	-	CG6583
3R	18187805	-	CG12321
3L	4380864	-	CG32240
2R	21346875	-	CG9822
3R	12393878	-	CG10097
3R	12390683	-	CG10097
3R	12390166	-	CG10097
3R	15493310	+	obe
X	17778708	+	unc-4
X	17778579	+	unc-4
2L	560568	-	CG11835
3R	9330885	-	CG16749
2R	16099337	+	mRpL34
3L	6911999	-	Prat2
3L	13016903	+	CG11267
3R	19941997	-	CG46042
X	3801570	+	HIP
3R	12465453	-	Hsp70Ba
2R	18678680	-	CG44435
3R	9589581	+	P58IPK
2L	11071532	+	CG14915
2L	824329	-	CG3862
2L	19912938	-	Victoria
2L	6949310	-	Gas41
2R	17670748	+	CG30109
3R	27489968	+	Gr98a
2R	16199426	-	Shark
3L	9731238	-	CG6749
2R	21667541	-	PIG-M
3R	17265821	+	CG44257
X	4132833	+	GlcAT-I
2L	11792412	-	CG14937
2L	10862006	+	Stam
2L	3026439	+	CG3542
2L	16742610	+	ChLD3
2R	24135405	+	Zfrp8
2R	24135189	+	Zfrp8
3L	15808883	+	CG6244
X	1012624	+	CG14631
X	2187622	+	CG17777
X	2187741	+	CG17777
2L	8321285	+	strat
2L	16758283	+	yellow-b
2R	21789623	-	Loxl2
X	1941536	+	CG3587
2R	14373808	+	Obp50d
X	21026288	-	CG1532
X	21026125	-	CG1532
3L	16261185	-	CG34247
3R	29149896	-	eIF2D
3L	21528163	+	CG7611
2L	8125799	+	CG8673
2L	18855126	-	CG10602
3R	27919844	-	CG12259
3L	21433066	+	CG33288
3L	8330237	+	CG34462
3R	30166631	-	CG31028
2R	11992350	+	CG8298
2R	11991441	+	CG8298
2R	7151662	-	Spn43Ab
3L	12530436	-	Tsf2
3R	6303653	+	Osi15
X	15472859	+	Alg14
2L	6959099	-	Atac1
3L	21567785	+	CG7634
3L	8201078	-	CG7366
2R	16345838	-	wcd
3R	18252843	-	Rpb4
2L	8074117	-	Mcr
2R	24521874	-	CG4612
2R	24523705	-	CG4612
2L	10507859	-	CG7384
3L	4498856	-	CG13720
3R	25109226	-	Nepl16
2L	21166046	-	CG43345
2L	6617134	-	DIP-iota
2R	9348863	+	Or45a
3L	22867488	-	EMC4
3L	22867175	-	EMC4
3L	14560139	-	Lk
2R	17703335	-	CG46315
2L	9996706	-	SoYb
3R	26880459	+	CG5500
X	14187841	+	CG12481
3R	11416142	+	Ranbp9
2R	18860375	-	Jheh3
X	3792477	+	HIP-R
2L	2128212	-	CG4259
2L	2127309	-	CG4259
2L	5270329	+	Cyp4ac3
3L	10086747	-	CG14160
2R	14268772	-	Sps1
2R	9151892	+	CG30345
X	9782094	+	CG1354
X	9781918	+	CG1354
X	9781921	+	CG1354
3R	30744474	+	CG15543
3R	30743915	+	CG15543
3L	1696412	+	CG12011
3R	31098868	-	CG15553
3R	18650121	-	CG31224
2L	12967810	+	CG16800
3R	20580683	-	CG34008
3R	11960909	+	Hsp70Ab
3R	29863701	-	Zip99C
3R	10780825	+	Desi
2R	11409810	-	CG34054
X	18711638	+	Cyp308a1
2R	8941136	+	CG13748
2R	23360192	-	vir
3R	10255349	-	Sirt6
X	2201820	-	FarO
3L	13423320	-	CG33263
X	2277781	+	Vml
2L	13530736	+	CG33642
2L	10692940	-	CG17108
3L	582824	-	Kah
2L	5892883	-	Acp26Aa
3R	6695148	-	Ccp84Ac
3L	8757167	+	CG6576
3R	7423057	+	wa-cup
3R	18672094	+	CG31230
3R	25329530	-	CHKov2
2L	21514466	-	His4:CG33877
3L	19099123	-	Gem2
3L	16576408	+	mbf1
3L	16576871	+	mbf1
3R	14111151	-	CG14357
2R	24431344	-	Pgam5-2
3R	24949539	+	mah
X	17136578	-	mei-217
3R	5754932	-	Sec8
3R	4986500	-	plh
2L	21493915	+	His2A:CG33838
2R	24946561	-	CG2790
2L	6013059	-	H2.0
2L	8995617	+	CG17906
3L	21683231	+	CG11248
2R	4785855	-	CG12547
2R	4786302	-	CG12547
3R	26000761	+	E(spl)mgamma-HLH
2R	11370300	-	Tapdelta
2R	19391863	-	SdhA
2L	9254076	-	lectin-30A
X	11726390	-	inaF-A
X	21218835	+	CG32523
2L	10982205	-	piwi
2L	10982309	-	piwi
3R	9332064	-	Aduk
2L	13376165	+	CG6565
2L	13376404	+	CG6565
3L	18605415	+	CG18234
2R	14365473	+	Tfb1
2R	12375678	+	CG13159
3R	27291535	-	CG3348
2L	11937501	+	Or33b
X	6289470	-	Rpt4
2R	8630186	+	Gle1
3L	24543534	+	mRpS5
3R	13040184	+	CG11668
2R	9060461	-	CG8197
2R	9060563	-	CG8197
3L	10876315	-	CG6418
3L	18167745	-	hid
3L	18169573	-	hid
2L	259949	-	CG17075
2L	263466	-	CG17075
Y	704048	+	ARY
X	14776299	+	CG5334
2L	15854064	+	CG13243
2L	15854110	+	CG13243
2R	9968388	+	CG12133
3L	16590059	-	tra
3L	20233255	+	CG13813
3R	7916453	+	CG2678
3L	8391171	+	ImpE1
3L	16844585	+	TSG101
3R	15532137	-	AOX1
2L	4952243	-	Jon25Bii
2L	4952253	-	Jon25Bii
X	11907409	-	pot
X	11908284	-	pot
3L	5149849	-	Gen
3L	6959554	-	sgl
2R	12871240	+	bic
2R	12871794	+	bic
3L	18119150	+	CG32195
3L	18115975	+	CG32195
3R	13049398	-	CG7966
4	5039	+	JYalpha
2R	9289026	+	Cog6
2R	12651301	-	CG8778
3R	15338453	-	CG6218
3R	15337908	-	CG6218
3R	22032150	-	CG45099
3R	4407182	+	lost
3R	21877870	-	CG34148
2R	19944958	-	CG42690
2R	19944263	-	CG42690
3L	2655455	+	Snup
2R	8359466	-	spaw
3R	25842878	+	alpha4GT2
3R	7545733	-	alpha-Est1
3L	12311961	+	CG44355
X	17889404	+	CG6788
3R	11815293	-	glo
3R	11815206	-	glo
3L	1752543	-	Cht2
3L	1752328	-	Cht2
X	18860072	+	Usp39
3L	15154395	+	FucTA
3L	15154297	+	FucTA
2R	20211585	-	CG16894
2L	13180398	-	CG31849
3L	16500460	+	st
3L	7733250	-	Snmp2
2R	13969910	-	St4
2R	14201390	-	Sox15
2L	18356047	-	Acp36DE
2L	18356125	-	Acp36DE
2L	21517795	+	His1:CG33852
3R	16368855	-	CG10317
3R	16369371	-	CG10317
2L	11075962	+	CG43725
X	8119130	+	CG1575
3R	29795805	+	sro
2L	10242172	+	me31B
2R	19500295	-	CG16926
2R	24881221	+	CG44247
2R	24880288	+	CG44247
3R	25024482	+	beta4GalT7
X	13287741	+	CG15743
2L	1182297	-	CG5126
2L	9165426	+	CG13108
3L	20438166	-	Hpd
3L	14767703	+	CG9384
3R	26137148	+	CG6142
3R	25318550	-	CG10560
3L	21568059	-	CRIF
3L	16038410	-	Diap1
2R	24665439	+	ND-19
3R	5522299	-	CG43845
X	13619207	+	Tango2
2L	5733675	-	CG11147
X	12009904	+	CG1806
3L	3197059	+	Hsp83
3L	8956551	+	GNBP3
X	20259656	+	CG42577
2L	13972216	-	He
2L	13972096	-	He
3L	16858712	+	sina
3L	17029814	+	CG7730
2R	11349061	-	gammaTry
2L	9964280	-	Dref
2L	9964147	-	Dref
3R	29804290	-	ncd
3L	8196533	-	UbcE2M
3L	8195847	-	UbcE2M
2L	2758427	-	Snapin
2R	14873465	+	Cyp6a22
2R	14873705	+	Cyp6a22
3L	8718949	-	SrpRbeta
3L	8719100	-	SrpRbeta
3L	1651432	-	Vta1
2R	16122773	+	Jhe
X	19518428	-	Idh3a
X	19519131	-	Idh3a
3R	13780795	+	CG42375
X	991184	+	CG18823
2R	17405171	+	CG10939
3R	19609322	+	CG17751
X	11483106	+	Cyp4g15
X	11483233	+	Cyp4g15
2L	20103375	+	Kua
2L	20102849	+	Kua
2R	7538297	+	Gpo2
2R	11862537	-	Twdlbeta
X	17848223	+	Ucp4A
X	17847944	+	Ucp4A
3L	12745154	+	CG32112
2L	9768727	+	CG4017
2R	18139990	+	Pcl
2R	18139442	+	Pcl
2L	6377284	+	slam
2R	10063385	-	PIG-N
2R	18539416	+	Pepck1
2R	17686410	+	CG42562
2L	20867311	+	CG9338
2L	20867709	+	CG9338
X	8389504	+	CG1387
2R	20261754	-	PCNA
2R	8438495	+	Lcp4
2R	8438230	+	Lcp4
2L	6564709	+	Ent2
2L	6564396	+	Ent2
2R	17745500	-	sub
2R	17745837	-	sub
3L	14767703	-	CG17173
2L	8243323	-	CG43057
2L	8243432	-	CG43057
3R	12138833	-	dpr15
3R	24830973	+	CG43273
3R	12435643	+	Srlp
2R	23326745	+	CG9861
3R	9751094	+	PpD3
2R	22982542	-	CG32834
X	13385914	-	Yippee
3L	18955406	+	CG6836
3L	16370938	-	roq
3L	16373216	-	roq
3L	16372437	-	roq
3R	7797078	-	CG18744
3L	8131675	+	Cds
3L	19059772	-	Ugt316A1
3L	19059400	-	Ugt316A1
3L	3299336	-	CG14968
3R	11246862	+	CG5214
2L	12051755	-	JhI-21
2R	6652842	+	Debcl
3R	24328455	-	CG5728
2R	17517261	-	APC10
2R	9766364	-	CG1688
3L	17455283	+	CG18265
3L	17457461	+	CG18265
2L	15072133	+	solo
3R	14256930	+	CG43179
2L	21487655	-	His2B:CG33888
3R	15231686	+	CG34316
2L	20739764	+	Fs(2)Ket
2L	20750941	+	Fs(2)Ket
2R	11251913	+	Or47a
2R	14373006	+	Obp50c
3L	12190696	-	thoc6
3L	12192468	-	thoc6
3L	12192032	-	thoc6
3L	16307205	+	CG13063
2L	13413716	+	CG16848
3L	22738602	-	l(3)04053
3L	3653405	-	CG10862
3R	27586376	+	pins
X	20867989	-	CG1314
3R	5822026	-	Sec20
3R	5823527	-	Sec20
3L	16609400	-	Prosbeta6
X	7102555	-	CG4617
3R	10047252	-	CG12811
2R	16240936	-	CG15708
2R	17032487	-	CG43328
2R	12379396	+	Cpr49Ab
3L	4261643	+	CG1309
2L	2763610	+	Tnpo-SR
2L	2763889	+	Tnpo-SR
3L	19984426	-	hale
3L	5923567	+	CG32407
3R	15330408	+	ea
3R	27065807	+	CG43935
3R	27696531	+	HSPBAP1
2L	6736364	-	TTLL3A
3L	2768466	-	AhcyL1
3R	17150455	+	Det
2L	15423297	-	wor
3R	14124426	-	140up
3R	14124163	-	140up
3L	18745699	+	CG6885
3L	9251338	+	CG4477
X	17222968	-	CG34327
2R	11290994	-	dare
3R	29912991	-	Capa
3L	19951954	-	CG33710
2L	8240414	-	Spn28F
3L	16213051	-	CG13073
X	13193094	-	Coq5
2R	15698010	+	CG33462
2L	15008489	-	THG
3R	17151630	+	CG5285
X	16653275	+	CG42512
X	16652048	+	CG42512
2L	3480755	-	CG15414
X	10672433	-	CG12637
2R	8626181	-	beta3GalTII
X	8143904	-	alpha-PheRS
X	15589365	+	Alp11
3R	7912017	-	CG2846
3R	7912230	-	CG2846
2L	2253852	+	CG17234
3R	20581770	-	CG16953
3L	5900835	-	QC
2L	10038954	+	obst-B
2R	13389673	-	CG43691
2R	13389495	-	CG43691
X	13389332	+	CG1662
X	13388844	+	CG1662
2L	21458853	-	His4:CG33899
2L	3765863	+	CG43703
3L	21674394	-	Als2
3L	8183369	+	Uxs
3L	3220925	+	nSMase
3R	19094394	-	mRpL55
3L	15686352	-	CG34452
3R	27228673	-	CG42814
X	1916825	+	Rbcn-3B
X	1916174	+	Rbcn-3B
3R	7151270	+	CG2656
2R	24019896	+	Rsph4a
3R	16441843	-	CG14894
3R	16442006	-	CG14894
3R	13967075	+	Orc2
2R	13435045	+	Ser8
3L	22731600	+	CG32454
3R	21083043	-	RhoGAP93B
2R	12177516	+	CCT5
3L	17638001	+	CG7497
3L	17637875	+	CG7497
2L	7860120	+	lectin-28C
2L	7858136	+	lectin-28C
2L	21081127	-	CG33511
3L	13998055	+	CG17361
3R	6109642	-	Obp83ef
2R	16884695	+	CG6472
2R	16585448	+	Cdk4
2L	1199924	+	CG43348
2L	1199709	+	CG43348
X	1517137	+	inc
X	1517615	+	inc
2R	23347768	+	CG9863
3L	14696551	-	CG13474
2R	7391023	+	Dhx15
3L	16610662	-	Su(P)
3L	1950262	+	Cnb
3R	14358356	-	HEATR2
2R	23748477	+	CG13560
2R	23748218	+	CG13560
3R	17418042	+	CG33333
X	3462500	+	CG10801
3R	23997017	+	LSm3
3R	14263367	+	CG14839
2R	21065379	-	Cht4
3R	23483541	+	Ir94f
2L	21529242	-	His4:CG33871
2R	19281418	-	CG11906
X	15772985	+	CG33172
X	10778981	+	CG15211
X	10778778	+	CG15211
2R	16826648	+	CG34459
3R	4781120	-	CG17387
3R	31745178	+	CG1896
2L	16758184	-	ppk17
3R	26949682	+	Spag1
3R	29906448	+	CG15515
3L	20139210	-	CG7328
3R	20011712	+	MED25
3R	25275790	-	CG10513
3R	12396007	-	Cyp9f3
2L	6625359	+	CG34345
2L	10368025	-	rho-5
3R	26361986	+	CG33970
3R	26362588	+	CG33970
3R	15370815	-	CG6136
3R	15370036	-	CG6136
3R	10408618	-	Irp-1B
X	1891482	+	mRpL16
X	1891275	+	mRpL16
3R	12363255	+	CG4115
X	17225714	-	CG10598
X	17225157	-	CG10598
2L	21499324	-	His4:CG33883
3R	20578222	-	EloB
3L	22748614	+	CG7369
3L	17683166	+	CG34251
3L	17683581	+	CG34251
3L	22691674	-	CG14454
3L	22692084	-	CG14454
3L	4403181	+	slow
2L	10837732	-	CG6700
2L	10837860	-	CG6700
X	5708559	-	CG33080
X	1866887	+	MED18
3R	27561675	-	wdb
3R	27565042	-	wdb
2L	9656026	+	Apoltp
X	2409365	-	CG12496
2L	6906666	-	CG13773
2R	22206005	-	Alp2
X	20052519	+	CG9570
3L	68995	+	Lsp1gamma
X	657899	+	SkpA
2R	12659341	+	CG8646
2L	9940773	-	CG5853
3R	27256463	+	TfIIA-L
X	4648592	-	Torsin
2L	10733307	+	Dpy-30L1
2L	8516753	-	mRpL51
2L	8527996	-	lmgA
2L	8526605	-	lmgA
2L	8525553	-	lmgA
2L	8524999	-	lmgA
3R	22697990	+	cd
2R	9019032	+	CG13747
2R	12170003	+	SmD3
X	16744365	+	Twdlalpha
3R	17138865	+	CG5255
3L	18902952	+	CG6843
3L	21194754	-	park
3L	1201871	-	CG32335
2L	16245835	-	PRL-1
2L	4277696	-	Art2
2L	18841400	-	CG33120
2R	10406975	-	CG12898
3R	5508842	-	Nmdar1
3R	25776276	-	CG17195
X	2427113	-	gt
2L	19430270	+	CG13085
2L	1343443	-	CG33922
2R	13852983	+	CG30485
3L	9726706	+	defl
X	11571718	+	CG11699
X	11571410	+	CG11699
X	6653015	+	pigs
X	6652098	+	pigs
2R	21666108	+	CG42362
X	7012137	+	CG42308
X	4097592	-	CG6379
X	4097918	-	CG6379
3L	1478209	+	robl62A
3L	1478369	+	robl62A
2L	10013227	-	CG13131
2L	14741403	-	CG42586
2L	14741161	-	CG42586
X	1879019	-	CG14818
2L	15710579	-	CG43924
3R	18674626	-	dind
2L	19259432	-	CG31797
2R	19288995	+	AANATL6
2R	8449745	+	Cyp4e1
2R	16292269	+	CG30100
X	6363418	-	swa
2R	7396850	-	Eaf
2R	7398226	-	Eaf
2R	7054405	-	Tsp42Ep
2R	7056403	-	Tsp42Ep
2R	6207219	-	CG17994
2R	24092079	-	gek
2R	18146235	+	pAbp
2R	18147191	+	pAbp
2R	18145618	+	pAbp
2L	16295996	+	Cyp303a1
2L	16296969	+	Cyp303a1
3L	11710570	+	mtTFB1
3R	30584020	-	CG9717
3R	12061070	-	CG14740
3R	10875582	+	CG4596
3L	16363750	+	Cpr72Ea
3L	13019715	-	AdenoK
3L	13019982	-	AdenoK
2L	10420612	+	RfC3
3R	21621368	-	E2f1
3R	21620304	-	E2f1
3L	1470850	-	Naa30B
3L	20002446	+	Tom20
3L	20002307	+	Tom20
3R	21736513	-	CG42869
3L	19237057	+	CG33647
2R	20954668	-	hbn
3L	8322280	+	CG13670
X	7934677	+	RpS14a
3R	2554162	-	Pzl
2R	13560768	+	CG13334
2R	13560105	+	CG13334
3L	5776324	-	vito
X	11899996	-	Upf1
X	11900445	-	Upf1
2L	9896104	+	Bka
2L	18596136	-	amos
2L	4465075	+	CG15436
2L	21473633	+	His2A:CG33826
2L	13363308	-	Nnp-1
2R	11901394	+	Zip48C
2L	10917692	-	dpr2
2L	10917015	-	dpr2
2L	5311311	-	CG14024
2L	5312129	-	CG14024
3L	15956465	+	GXIVsPLA2
3L	15956252	+	GXIVsPLA2
3L	7133463	+	Acbp2
3R	25117218	-	CG31510
2R	6838360	+	CG15236
2L	5985909	+	eIF4A
2L	5985793	+	eIF4A
2L	5985579	+	eIF4A
2L	5985559	+	eIF4A
X	4535635	-	rb
X	4536016	-	rb
3L	21732806	-	CG14568
3L	3946447	+	CG14982
3L	3947278	+	CG14982
3R	12208159	-	CG4830
X	22536371	+	S6kII
X	22534093	+	S6kII
2R	6180926	-	CG11211
3L	7640798	-	CG7506
3R	12633188	+	Not10
3R	12633025	+	Not10
3R	16481861	-	Sdhaf3
2R	9867051	+	Ntmt
2R	9866684	+	Ntmt
3R	15836021	+	Arpc3A
3R	15835712	+	Arpc3A
3R	18725399	-	CG7714
3L	2003109	-	CG42841
3L	2005075	-	CG42841
2R	14376677	+	CG30075
3R	22382147	+	CG43342
3R	24328619	+	BRWD3
3R	23593625	-	CG16723
3L	8298506	+	Rab19
2R	24781779	+	CG3594
3L	5592741	-	Alp10
2R	17425670	-	CG6550
3L	14729343	+	CG13473
3R	16645072	-	CG10324
2R	16266960	-	Khc
3R	18693293	-	CG14300
3L	6635059	+	GluRIA
2L	1160290	-	CG5080
3R	14559166	-	CG14854
2L	13396392	-	CG10859
3L	11956708	-	CG11570
3L	6073490	-	CG13295
2L	10937931	+	CG14072
2L	20919094	-	Mtp
3L	11098556	+	CG33947
3R	20874522	+	TotB
3R	11971478	+	GC1
3R	11971686	+	GC1
X	10357357	-	l(1)G0289
X	10356829	-	l(1)G0289
X	10348680	-	l(1)G0289
3R	31802774	+	Ir100a
2R	17669275	+	eIF3c
2R	17669178	+	eIF3c
2L	19102909	+	CG43731
X	18088725	-	CG7206
X	17843348	+	e(y)1
3R	24903048	+	CG10845
2L	5558994	+	GluRIIA
2L	282167	+	smo
