chr	pos	strand	gene
28	1674278	-	LARP6L
14	14620528	+	CCNF
4	12098482	+	
3	44391258	-	PACRG
23	5117515	-	
6	23656719	+	MGEA5
33	5241761	-	KRT75
17	5770107	+	MIGA2
Z	64273299	+	DHFR
14	14621928	-	
1	20488179	-	
Z	64291867	+	ANKRD34B
1	53713025	-	RFX4
18	9874223	+	
2	25222398	+	NXPH1
4	12115777	+	CDX4
Z	64305700	+	
2	25222164	+	NXPH1
3	45244663	+	PRKN
5	55107837	-	
23	5123747	-	
18	9878498	-	ARL16
9	4551856	-	C9H21orf2
4	53577145	-	FGF2
Z	64308057	-	
2	25649973	-	
14	14637209	-	
1	133229317	+	UBE3A
1	181839724	-	ELMOD1
Z	64318551	-	
4	53628227	-	BBS12
18	9888438	+	HGS
Z	64322900	-	
1	20492465	-	HDAC10
6	23663708	+	NPM3
23	5128924	-	
Z	17279224	-	
1	133229871	+	UBE3A
1	181840192	-	ELMOD1
4	53638017	+	CETN2
9	4559045	-	C9H21orf2
9	4559533	-	C9H21orf2
Z	64351775	-	
1	20505033	-	
17	5788840	+	DOLPP1
4	12139732	+	CHIC1
5	23119486	+	PSMC3
17	5794050	-	CRAT
6	23675847	+	FGF8
18	9892119	+	MRPL12
5	23120722	-	
18	9897734	+	
4	12167804	+	
33	5249338	-	KRT6A
1	83002376	+	LSAMP
4	12171879	-	
Z	64356341	-	CCDC125
1	133236289	-	CNGA3
19	6787281	+	P2RX5
4	53684460	+	IL21
1	20526985	-	MAPK12
5	55150916	+	
11	9941798	-	SLC7A9
4	12232158	-	
11	9962507	-	CEP89
12	9456151	+	SLC26A6
1	133283029	-	
18	9907499	+	GCGR
1	20565752	-	MAPK11
33	5260250	-	KRT5
9	4584327	+	TRA2B
Z	64365002	-	AK6
14	14734417	-	MRPS34
27	5749615	+	SLC35B1
5	55292899	-	DACT1
19	6786474	-	EMC6
Z	17469895	+	
1	133320865	-	
19	6787300	-	EMC6
17	5830881	+	PTPA
1	83026159	-	GAP43
20	9957940	+	CSNK2A1
8	15564927	+	GTF2B
19	6787330	-	EMC6
2	26193651	+	PHF14
12	9465454	+	UQCRC1
20	9956922	+	CSNK2A1
3	45352887	+	AGPAT4
11	9992643	+	FAAP24
1	83698118	+	ZBTB20
17	5837944	-	IER5L
20	9965786	+	TBC1D20
Z	17470926	+	
4	53719861	+	IL2
3	45352886	+	AGPAT4
8	15570672	-	PKN2
11	9985289	+	FAAP24
19	6792217	+	TAX1BP3
1	133327318	-	
2	123034608	+	WWP1
3	90172395	+	CSMD1
28	1766431	-	MLLT1
3	90063241	-	
4	53725468	-	
2	123033778	+	WWP1
3	45353246	+	AGPAT4
1	53811388	-	POLR3B
18	9910288	-	MCRIP1
11	9987266	+	FAAP24
27	5784661	+	SPOP
4	12276877	+	USP12-like
17	5944992	+	NTMT1
11	9986426	-	
4	53729895	-	
18	9911035	-	MCRIP1
27	5784660	+	SPOP
6	23757619	-	DPCD
9	4610405	-	SENP2
28	1807297	-	ACER1
23	5210834	-	PTP4A2
6	23783093	-	
11	10000755	-	
14	14760914	+	GLYR1
Z	17477622	-	
27	5798929	-	NXPH3
28	1835141	+	ANP32B
2	26260950	-	
23	5210835	-	PTP4A2
8	16116950	-	LMO4
1	182022834	+	CWF19L2
3	90806171	-	KBTBD11
18	9912545	-	PPP1R27
3	4391639	+	
2	26286162	-	
28	1838058	-	ZNF414
1	83755386	+	DRD3
2	123036659	-	RMDN1
4	12284175	+	
17	5945767	+	NTMT1
1	20649179	-	PLXNB2
5	23206765	+	SPI1
11	10138369	+	GPATCH1
27	5831662	-	NGFR
4	12295203	-	
1	182065423	+	VMO1
19	6792389	-	CTNS
7	4556218	-	MREG
8	16227040	-	HS2ST1
Z	17555314	+	
1	182257860	+	GUCY1A2
27	5865127	-	
5	55405966	+	TIMM9
19	6792392	-	CTNS
20	9983059	+	
Z	18019411	-	PLK2
15	959982	-	C22orf39
18	9917130	-	P4HB
10	13008297	-	FAH
12	9520387	+	COPG1
2	123074961	+	CPNE3
1	83770540	-	QTRT2
19	6808318	+	
8	16315002	+	SELENOF
14	14776196	+	ROGDI
4	12331702	+	SLC16A2
33	5280968	-	
1	182413608	-	AASDHPPT
17	5945702	-	ASB6
7	4568105	+	
3	90980907	-	CLN8
14	14794442	-	MCHR2
4	91045474	-	IDH3B
3	90984422	-	CLN8
1	182450316	+	KBTBD3
20	9986524	+	
3	4417810	+	PTK7
14	14811415	-	
Z	65277593	+	GRIN3A
33	5348560	-	
7	4573897	+	
12	9523459	+	HMCES
27	5891329	+	MPP3
17	5971002	+	PRRX2
1	182471609	+	MSANTD4
3	45491688	+	
18	9929414	-	ARHGDIA
1	133479417	+	TMEM131
1	182470292	+	MSANTD4
3	4429440	+	SRF
1	53881515	-	TCP11X2
1	83805906	-	ZDHHC23
14	14826694	-	ACSM5
1	182470155	+	MSANTD4
18	9938407	-	ALYREF
19	6821588	+	TRPV1
1	53908679	+	CKAP4
3	45518857	+	
1	21395611	+	GRM8
4	12376599	-	NEXMIF
18	9944361	+	
1	182470369	+	MSANTD4
28	1844413	-	MYO1F
27	5891775	-	CFAP97D1
1	53978011	+	NUAK1
11	10088202	-	SLC7A10
23	5258708	+	TMEM39B
18	9944320	+	NPB
33	5374907	-	
10	13022106	-	ZFAND6
4	12513106	-	ABCB7
15	961140	-	UFD1L
1	21745368	+	
12	9524983	+	
14	14965984	+	GPR139
33	5388108	-	
12	9530099	-	H1-10
8	16349218	-	CLCA1
2	26615177	-	
1	54179279	-	C12orf75
27	5894430	-	
28	1861080	-	ADAMTS10
23	5259470	+	TMEM39B
14	15036611	-	IQCK
19	6842817	+	
10	13022108	-	ZFAND6
5	55411958	-	ARID4A
27	5907537	+	
18	9946446	-	PCYT2
20	10007982	+	ID1
Z	18584358	-	
14	15046202	+	
27	5917218	+	SOST
20	10015306	+	
33	5408382	+	KRT18
10	13022152	-	ZFAND6
11	10295447	-	
6	23971207	+	LBX1
14	15101366	+	
4	12569502	+	UPRT
2	68505877	+	RNF152
27	5944728	+	MEOX1
1	133608232	-	COA5
19	6849387	+	
3	45522548	-	SLC22A3
4	12579038	-	ZDHHC15
11	10315738	+	CEBPG
27	5971321	+	ETV4
33	5424041	+	EIF4B
12	9533929	-	RAB7A
3	45573464	+	
11	10315686	+	CEBPG
6	23992226	-	TLX1
12	9533956	-	RAB7A
4	12801083	+	FGF16
33	5426967	+	PRPH
33	5432035	-	C1QL4
10	13081323	+	BCL2A1
12	9534335	-	RAB7A
28	1933263	+	ZAP70
20	10015064	-	BCL2L1
3	45576279	-	
19	6849327	-	ASPA
6	24015945	-	KAZALD1
1	54243001	+	APPL2
1	133613996	+	UNC50
33	5446006	+	DNAJC22
5	55465942	-	PSMA3
5	23284346	-	MADD
23	5270797	+	MARCKSL1
9	4758168	+	SLCO2A1
33	5465635	+	SPATS2
10	13104916	+	MTHFS
20	10016239	-	BCL2L1
3	45580430	-	
2	26647211	-	
4	53918091	+	TRPC3
4	91054483	-	VPS16
1	54247464	-	WASHC4
10	13192538	-	KIAA1024
10	13259232	+	PEX11A
3	91541508	+	ERICH1
1	21946881	+	POT1
33	5465823	-	MCRS1
9	4758467	-	SRPRB
18	9947357	-	SIRT7
23	5272426	-	HDAC1
1	183107533	-	
4	91064240	-	NAT8B
28	1967443	-	
17	5974914	-	PTGES
1	21998153	+	GPR37
6	24023222	-	SFXN3
4	12887297	-	MAGT1
18	9964527	-	MAFG
4	91064245	-	NAT8B
4	53933298	+	BBS7
6	24031075	+	
12	9612130	+	GATA2
4	91067250	-	
2	68583087	-	CDH20
4	12904721	+	COX7B
6	24028505	-	
12	9611132	+	GATA2
1	133618531	-	MGAT4A
6	24033408	+	
1	54319655	+	ALDH1L2
4	12929913	+	ATP7A
1	133708781	-	CRACDL
17	5975299	-	PTGES
19	6867165	-	
28	2048418	+	
15	980146	+	CDC45
12	9658362	+	
2	68583727	-	CDH20
28	2070874	+	LINGO3
4	53938773	+	CCNA2
28	2078930	+	
Z	18855387	-	DEPDC1B
2	68584190	-	CDH20
10	13268054	+	PLIN1
12	9663267	+	
2	123570466	-	MMP16
1	54320742	-	
1	22204061	-	ARL8BL
17	5992857	+	
15	996735	-	CLDN5
33	5487326	+	
2	68996690	+	
2	69029754	+	
4	91083720	-	
4	91091255	+	
8	16549728	+	
2	123688856	+	
2	69056000	-	MC4R
28	2082439	-	OAZ1
3	4516350	+	XDH
2	69075402	+	
1	133775253	-	TSGA10
11	10319156	-	PEPD
23	5273969	-	LCK
4	91093743	-	EBF4
5	55475250	-	ACTR10
2	69078617	+	
6	24038158	-	C10orf2
27	5977482	-	DHX8
23	5293606	-	FAM167B
4	91120157	+	
17	5998468	+	TOR1B
11	10661037	+	CHST8
4	91120783	-	
4	53941065	-	EXOSC9
1	133805089	+	LIPT1
6	24042609	+	MRPL43
28	2107519	-	AMH
4	91128367	-	AP5S1
7	4683794	+	UBE2F
5	55486193	-	
2	26802605	+	ARL4A
2	69157598	-	C5orf22
6	24043811	-	SEMA4G
7	4684385	+	UBE2F
9	4765436	-	TF
1	54374347	+	SLC41A2
5	55514773	+	
9	4799010	+	
4	12949670	+	PGK2
7	4683801	+	UBE2F
Z	18876427	-	ELOVL7
3	91645194	+	TDRP
18	9976818	-	NME1
1	54386968	-	CHST11
6	24063674	-	SLF2
4	13012349	+	AMOT
3	91782224	-	FAM110C
9	4800305	-	AQP12A
5	55556323	+	
Z	18876437	-	ELOVL7
17	5999621	-	TOR1A
9	4807197	-	PAK2
28	2112947	-	SF3A2
27	5993522	+	PHB
19	6948527	+	NLE1
10	13279032	-	TICRR
18	9976993	-	NME1
4	91129917	-	CDC25B
3	4523961	-	ESF1
4	91151289	+	
Z	65338122	+	ALDOB
1	133830101	+	
33	5491179	-	CD63
27	6022400	+	ZNF652
20	10058646	+	MYLK2
17	6003739	-	C9orf78
9	4846157	-	PIGX
Z	65338112	+	ALDOB
11	10737538	-	
33	5495962	-	
1	133809550	-	MITD1
1	22401091	+	WASL
17	6025801	+	USP20
28	2124677	+	PLEKHJ1
27	6040276	+	PHOSPHO1
Z	65340558	+	MRPL50
20	10059031	-	FOXS1
33	5507669	+	GDF11
12	9925537	+	RUVBL1
1	133819265	-	
5	55710414	-	NAA30
27	6041139	-	ABI3
2	27273383	-	ETV1
10	13308471	+	RHCG
33	5509697	+	
2	124215149	+	
4	13140422	+	TRPC5
3	91875015	-	SH3YL1
15	1036095	+	SEPT2L
27	6048245	+	GNGT2
3	4684844	-	FLRT3
1	22419625	-	LMOD2
1	22434929	-	ASB15
10	13308949	-	
33	5515547	-	SARNP
5	55759095	-	AP5M1
15	1036096	+	SEPT2L
19	6988531	+	ULK2
23	5299802	-	EIF3I
10	13341683	+	
1	22454662	+	NDUFA5
7	4587254	+	
1	133828101	-	LYG2
4	13151658	-	
Z	65341946	-	PLPPR1
5	23388853	+	ACP2
23	5306330	+	
2	69237681	+	DROSHA
12	9937172	-	SEC61A1
33	5540261	+	ORMDL2
12	9962393	-	KBTBD12
7	4593042	+	
1	133835962	-	
Z	19017369	+	NDUFAF2
28	2206151	+	
8	16587842	-	CYR61
33	5540473	-	
27	6056993	-	IGF2BP1
Z	19017539	-	SMIM15
2	27838091	-	AGMO
27	6098133	+	GIP
28	2211308	+	
27	6097299	+	GIP
1	133848484	-	TXNDC9
23	5310700	-	IQCC
2	69267185	-	CDH6
4	91239175	-	
4	91260395	+	
23	5312890	-	CCDC28B
4	91264001	-	
1	22539257	+	ATP6AP1
19	7000320	+	ALDH3A2
28	2217990	+	MOB3A
1	133890836	+	EIF5B
2	69524567	-	
9	4853858	+	CEP19
33	5544436	-	GLI1
2	28039372	-	MEOX2
1	22590094	+	SLC13A1
27	6101707	+	SNF8
2	69817019	+	
8	16672394	+	DDAH1
19	7000330	+	ALDH3A2
4	91272521	-	
20	10068977	-	DUSP15
3	91939182	-	ALKAL2
7	4606398	+	
11	10891271	+	LSM14A
33	5563234	-	
27	6104309	-	UBE2Z
8	16672278	+	DDAH1
4	91286263	-	
2	71261863	+	CDH9
4	13304309	+	DCX
33	5570558	-	INHBC
4	53995129	+	ANXA5
2	71610035	+	
28	2226350	+	MKNK2
5	55795784	+	EXOC5
2	71613554	+	
7	4612191	+	IFNL3A
4	53995130	+	ANXA5
2	71615240	+	
5	86107	+	
4	13303709	+	DCX
8	16686682	+	BCL10
18	10079309	+	TOB1
27	6115324	-	ATP5MC1
28	2244110	+	BTBD2
3	92123483	-	TMEM18
4	13379286	+	CAPN6
18	10096028	-	WFIKKN2
5	107720	+	
1	83879170	-	
7	4685059	-	RAMP1
18	10114930	+	
4	13392419	-	PAK3
28	2244999	-	
3	92724636	+	SNTG2
5	111775	-	
Z	66060597	+	SLC46A2
8	16727351	+	SYDE2
11	10900353	+	SS18L2
4	54090538	+	QRFPR
Z	66066126	-	SNX30
5	55988753	+	OTX2
19	7001491	-	SLC47A2
5	115674	-	
9	4853859	+	CEP19
13	14282890	-	DGUOK
14	15104268	-	VPS35L
11	10903620	+	SS18L2
28	2272056	-	SCAMP4
5	122219	+	
15	1232691	-	GNB1L
5	123422	-	
28	2274570	-	SCAMP4
7	4695620	-	
9	4855829	+	CEP19
11	10895866	-	GARRE1
7	4701698	-	
1	84300602	-	CLDND1
5	56071886	-	TMEM260
28	2283963	-	
27	6127639	+	
33	5616086	+	STAC3
7	35550399	-	PRPF40A
1	84317788	+	GPR15
Z	66135708	+	INIP
33	5627807	-	
10	13393849	-	FANCI
1	183686237	+	DCUN1D5
9	4866971	-	FBXO45
2	28399735	-	SOSTDC1
4	13553410	+	CHRDL1
7	35627600	-	RPRM
Z	66163515	-	
5	56146220	-	PELI2
23	5323393	-	KPNA6
4	13686385	+	AMMECR1
2	72196923	+	CDH10
1	84330787	-	APOV1
1	183721251	+	
8	16781321	+	MCOLN3
6	24121171	+	MFSD13A
2	72216400	-	
Z	66241158	+	HSDL2
1	134355045	-	LONRF2
5	126444	+	
9	4876064	+	WDR53
2	72321292	-	
8	16780844	+	MCOLN3
19	7007733	-	SLC47A1
1	84338733	-	ILDR1
23	5339722	-	
27	6153522	+	HOXB13
1	22983971	+	FEZF1
23	5342049	+	TSSK3
17	6153492	+	GPR107
28	2324421	+	ABHD17A
10	13421763	+	RLBP1
27	6194818	+	HOXB9
1	23038493	+	AASS
19	7069275	+	
18	10116735	-	LUC7L3
14	15201691	-	
2	28455013	-	ANKMY2
9	4889610	+	RNF168
14	15202291	-	
1	84390333	+	CFAP44
27	6205370	+	HOXB8
4	13698638	-	TMEM164
18	10116904	-	LUC7L3
3	5661394	+	SNRPB2
9	4887810	+	RNF168
27	6211830	+	HOXB7
4	54205828	+	NDNF
27	6223348	+	HOXB6
19	7068712	-	
1	183738566	+	MMP13
4	54309687	+	PRDM5
20	10088285	-	PDRG1
12	10069635	-	ABTB1
3	92994427	-	MYT1L
20	10098528	+	XKR7
12	10097118	-	
Z	19481987	-	DIMT1
2	73383818	+	
3	5666978	+	CTAGE1
17	6173508	+	NCS1
27	6229290	+	HOXB5
1	134442623	+	NMS
20	10104791	+	CCM2L
1	84399002	+	
6	24122168	-	ACTR1A
1	134455770	-	
18	10137476	+	ANKRD40
1	84399987	-	BOC
3	45656630	-	MAS1
4	13795773	+	ACSL4
14	15218764	+	ACSM3
1	134460007	-	
2	74441847	+	CDH18
