chr	pos	strand	gene
1	84516112	+	COQ8A
1	188510277	-	ADPRS
1	188510034	-	ADPRS
1	188510024	-	ADPRS
1	188511410	-	ADPRS
1	100872190	-	CIART
1	100872485	-	CIART
1	4580551	+	
1	4663495	+	ADSS2
1	188514779	-	TEKT2
1	188514645	-	TEKT2
1	69530391	+	DTL
1	4754700	-	C1H1orf100
1	188666597	-	AGO3
1	188654328	-	AGO3
1	188666731	-	AGO3
1	201239166	+	E2F2
1	97385512	+	ILF2
1	97394508	+	ILF2
1	97394519	+	ILF2
1	97394808	+	ILF2
1	5067900	-	ZBTB18
1	201279922	-	
1	69782184	+	PPP2R5A
1	69782372	+	PPP2R5A
1	69791611	+	PPP2R5A
1	5123023	-	
1	186538792	+	POU3F1
1	5225709	-	
1	201286768	+	ASAP3
1	188715517	-	AGO1
1	188710983	-	AGO1
1	69903270	-	PACC1
1	69903297	-	PACC1
1	203996346	+	DDOST
1	204031481	+	DDOST
1	204054266	+	DDOST
1	204054271	+	DDOST
1	69927122	+	NENF
1	5268539	+	AKT3
1	5279799	+	AKT3
1	5423097	+	AKT3
2	38124819	+	PPP2R3A
2	38124903	+	PPP2R3A
2	38189154	+	PPP2R3A
1	97406922	-	SNAPIN
1	180419440	+	SLC6A9
1	180419493	+	SLC6A9
1	180419501	+	SLC6A9
1	180420738	+	SLC6A9
1	180433700	+	SLC6A9
1	180433730	+	SLC6A9
1	180434306	+	SLC6A9
1	180439867	+	SLC6A9
2	74975229	+	GPR160
1	204082097	-	PINK1
1	97426289	-	CHTOP
1	97426426	-	CHTOP
1	97426437	-	CHTOP
1	97423908	-	CHTOP
1	201345560	+	TCEA3
1	201345706	+	TCEA3
1	201345750	+	TCEA3
1	97445913	-	S100A1
1	204130461	-	CDA
2	89866387	+	EPHB3
2	89871749	+	EPHB3
2	89881953	+	EPHB3
1	180459061	-	CCDC24
1	97435007	+	S100A13
2	38221010	-	
1	188795453	-	AGO4
1	188795973	-	AGO4
1	204124031	+	
1	97445427	+	S100A14
2	38367331	-	MSL2
1	204128698	+	
2	38372976	-	
2	170095592	-	
1	180471554	-	B4GALT2
1	204173210	-	FAM43B
1	97448630	+	S100A16
1	97449134	+	S100A16
1	97452402	+	S100A16
1	84890890	-	CDC42BPA
1	84890826	-	CDC42BPA
1	84832911	-	CDC42BPA
2	108471709	+	DNAH1
1	201402180	+	ZNF436
1	201402316	+	ZNF436
1	201403775	+	ZNF436
1	201403847	+	ZNF436
2	90019653	-	MAGEF1
1	97500977	+	S100A2
1	97502098	+	S100A2
1	97502968	+	S100A2
1	204219946	+	MUL1
1	204219949	+	MUL1
2	75120198	-	PHC3
2	75120175	-	PHC3
2	75117602	-	PHC3
2	75117361	-	PHC3
2	75117339	-	PHC3
1	5879267	-	SDCCAG8
1	5879131	-	SDCCAG8
1	5879337	-	SDCCAG8
1	5867252	-	SDCCAG8
1	188807526	+	
1	97520296	+	S100A3
1	188831767	+	
1	39632263	-	GLUL
1	39629260	-	GLUL
1	204242901	+	CAMK2N1
1	97523360	+	S100A4
1	97524172	+	S100A4
1	180480782	-	DPH2
1	180475804	-	DPH2
1	180475740	-	DPH2
1	180482158	-	DPH2
1	201427749	+	HNRNPR
1	201428176	+	HNRNPR
1	201429389	+	HNRNPR
1	201431472	+	HNRNPR
1	97529257	+	S100A5
1	97533315	+	S100A6
2	108542628	-	
1	39657873	-	TEDDM1
2	38418888	+	PCCB
2	38419619	+	PCCB
1	64488410	-	FCAMR
1	204426772	-	VWA5B1
1	102325881	+	GJA5
1	188838180	+	CLSPN
1	188842524	+	CLSPN
1	64549826	-	C1H1orf116
1	97600913	+	
1	97602342	+	
1	97606727	+	
1	201587685	+	HTR1D
1	64566227	-	YOD1
1	97618625	-	
1	39706366	+	RGSL1
1	97624160	+	
1	70055179	+	ATF3
1	70097742	+	ATF3
2	131484892	+	CHL1
1	70113738	+	FAM71A
1	169228625	+	USP24
1	169270080	+	USP24
1	97649519	-	
1	97644956	-	
1	201676527	+	LUZP1
1	130243991	+	GCLM
2	108563079	-	BAP1
2	108563013	-	BAP1
2	108562954	-	BAP1
1	180503204	-	IPO13
1	180501574	-	IPO13
1	180503841	-	IPO13
1	180503668	-	IPO13
1	180501994	-	IPO13
1	64564656	+	PFKFB2
1	64568453	+	PFKFB2
1	64569874	+	PFKFB2
1	204542547	-	UBXN10
1	100882702	-	C1H1orf54
1	70186982	-	BATF3
1	70185443	-	BATF3
1	97667061	+	S100A8
1	204541845	+	PLA2G2C
1	188889499	+	C1H1orf216
1	97682945	+	S100A12
1	97698929	-	S100A9
1	130273193	+	DNTTIP2
1	130273745	+	DNTTIP2
1	204590212	-	PLA2G2F
1	204590549	-	PLA2G2F
1	39841846	-	RNASEL
1	97709411	+	PGLYRP4
1	70266991	-	NSL1
1	70267312	-	NSL1
1	188979293	+	PSMB2
1	130294212	+	
1	97755755	+	PGLYRP3
1	204610322	+	PLA2G2D
1	64603817	+	C4BPB
1	64605009	+	C4BPB
1	201768482	-	KDM1A
1	201768602	-	KDM1A
1	97807874	-	LORICRIN
1	39880410	-	RGS16
1	39856844	-	RGS16
1	180515672	-	ARTN
1	130348157	-	
1	189048429	-	TFAP2E
1	70267102	+	TATDN3
1	70267111	+	TATDN3
1	70267120	+	TATDN3
1	97850756	-	PRR9
1	204664889	-	PLA2G5
1	204648335	-	PLA2G5
2	75155849	+	PRKCI
2	75156131	+	PRKCI
2	75157568	+	PRKCI
1	130459326	-	
1	70280652	+	
2	108563698	+	PHF7
1	204666927	+	
1	70312286	-	SPATA45
1	64628421	+	C4BPA
1	64678112	+	C4BPA
1	39937756	-	RGS8
1	39925222	-	RGS8
1	39937970	-	RGS8
1	204740827	+	PLA2G2A
1	189065174	-	NCDN
1	189065497	-	NCDN
1	130460070	+	BCAR3
1	130460528	+	BCAR3
1	130461528	+	BCAR3
1	192204134	-	
1	70337300	+	FLVCR1
1	204809869	+	PLA2G2E
2	90119546	+	VPS8
2	90119571	+	VPS8
2	90132454	+	VPS8
2	90132543	+	VPS8
2	108600629	-	SEMA3G
1	180753685	-	ST3GAL3
1	180753695	-	ST3GAL3
1	180753684	-	ST3GAL3
1	180720773	-	ST3GAL3
1	180617146	-	ST3GAL3
1	98034493	+	
1	5880084	+	CEP170
1	5880099	+	CEP170
1	5908226	+	CEP170
1	5908235	+	CEP170
1	5908333	+	CEP170
1	186575037	-	UTP11
1	204851023	-	OTUD3
1	98082281	-	SPRR3
1	204859744	+	
1	70421276	+	VASH2
1	70422248	+	VASH2
2	108610260	-	TNNC1
2	108608708	-	TNNC1
1	130694833	-	FNBP1L
1	130795729	-	FNBP1L
1	130796477	-	FNBP1L
1	192251369	+	BSDC1
1	192262473	+	BSDC1
1	98136922	+	
1	204907392	+	RNF186
1	40040683	+	NPL
1	40040997	+	NPL
1	40041160	+	NPL
1	40045733	+	NPL
1	182932739	+	HIVEP3
1	98187966	-	IVL
1	64725221	+	CD55
1	64834122	+	CD55
1	64834434	+	CD55
1	64834444	+	CD55
1	98196496	-	SMCP
1	189064983	+	KIAA0319L
1	189065596	+	KIAA0319L
1	189068421	+	KIAA0319L
1	70487776	-	ANGEL2
1	204938508	+	TMCO4
1	183081281	+	EDN2
2	38917730	-	STAG1
2	38917744	-	STAG1
2	38917711	-	STAG1
2	38798912	-	STAG1
2	38791469	-	STAG1
2	38760157	-	STAG1
1	98265413	-	LCE1F
1	183204520	-	FOXO6
1	98272401	+	LCE1C
1	6053284	-	
1	98280050	-	
1	201772176	+	TEX46
1	98290516	-	
1	6100043	+	
1	205063866	-	HTR6
2	108611856	+	NISCH
2	108611869	+	NISCH
2	108611907	+	NISCH
2	108614885	+	NISCH
1	98301809	-	
1	201814538	+	LACTBL1
1	180810684	-	KDM4A
1	180813504	-	KDM4A
1	98317011	-	KPRP
2	75288795	+	SKIL
1	40088603	+	DHX9
1	183324299	+	SCMH1
1	183376047	+	SCMH1
1	183396519	+	SCMH1
1	183404961	+	SCMH1
1	64965461	+	CR2
1	64965511	+	CR2
1	64965544	+	CR2
1	205134039	-	
1	205085371	-	
1	205134070	-	
1	205086374	-	
1	205085896	-	
1	130987848	-	CCDC18
1	130986844	-	CCDC18
1	98385005	-	
2	163239760	-	GTPBP8
2	163239765	-	GTPBP8
1	6565019	+	PLD5
1	6565286	+	PLD5
2	132483210	+	CNTN6
1	98407608	-	
2	75338974	+	CLDN11
2	75339659	+	CLDN11
2	146415356	-	MRPS25
1	112627498	+	TMIGD3
1	112688164	+	TMIGD3
1	112688200	+	TMIGD3
1	205106365	-	
1	202069124	-	EPHB2
1	201996866	-	EPHB2
1	183549913	+	SLFNL1
1	205169958	+	
1	70518063	+	RPS6KC1
1	192295944	-	TSSK3
1	65010483	+	CR1
2	163210633	+	NEPRO
1	98491084	-	
1	180829758	+	
2	75503164	-	SLC7A14
1	192295965	+	FAM229A
1	98545399	-	CRCT1
2	146449030	-	RBSN
2	146449036	-	RBSN
2	146448221	-	RBSN
1	98549343	-	LCE5A
1	7074446	+	
1	112722889	-	C1H1orf162
1	183586722	-	CTPS1
1	183590259	-	CTPS1
1	40199068	-	SHCBP1L
2	75518665	-	
1	130913880	+	
1	7120776	-	BECN2
1	192324404	+	MARCKSL1
2	75558016	-	
1	98642415	+	CRNN
1	65146999	+	CR1L
2	133044887	+	
1	112750089	-	
1	130990064	+	TMED5
1	95692420	-	RUSC1
1	95688858	-	RUSC1
1	95692377	-	RUSC1
1	95692379	-	RUSC1
1	95693045	-	RUSC1
1	192370734	-	HDAC1
1	98691785	+	FLG2
1	65220501	+	
1	7224643	-	EXO1
2	75780845	-	RPL22L1
2	133464104	-	
1	40270068	+	LAMC1
1	202126564	-	C1QB
2	75808531	-	EIF5A2
1	183602009	-	
2	146499587	-	TRH
1	95691833	+	
1	100886167	+	APH1A
1	100886185	+	APH1A
1	100886378	+	APH1A
1	202136166	-	C1QC
1	202135561	-	C1QC
1	131089651	-	MTF2
1	131089414	-	MTF2
1	131059538	-	MTF2
2	133800527	+	
1	192411573	-	LCK
1	192391229	-	LCK
1	192390930	-	LCK
1	192411449	-	LCK
1	192391169	-	LCK
1	183716201	+	CITED4
2	75918813	-	SLC2A2
2	75917071	-	SLC2A2
2	75910966	-	SLC2A2
1	205238298	+	CAPZB
1	205238336	+	CAPZB
1	205238365	+	CAPZB
1	205239562	+	CAPZB
1	205300975	+	CAPZB
1	102433931	+	ACP6
1	7430387	-	WDR64
1	202143305	-	
1	202141641	-	
1	65254870	+	CD46
1	65254912	+	CD46
1	65255038	+	CD46
1	183795232	-	KCNQ4
1	183795087	-	KCNQ4
1	112750287	+	OVGP1
1	112750378	+	OVGP1
1	112750424	+	OVGP1
1	112750465	+	OVGP1
1	112771941	+	OVGP1
1	112772612	+	OVGP1
1	112772930	+	OVGP1
2	133887127	+	CNTN4
2	146578804	+	TMCC1
2	146592582	+	TMCC1
2	146647919	+	TMCC1
1	102567934	-	BCL9
1	202170294	-	
1	169403998	-	PCSK9
1	169404103	-	PCSK9
1	202216558	-	EPHA8
1	40425678	+	LAMC2
1	40428095	+	LAMC2
1	40430201	+	LAMC2
1	40433052	+	LAMC2
1	189368876	-	ZMYM4
1	189368810	-	ZMYM4
1	189270249	-	ZMYM4
2	108653325	+	STAB1
1	102733034	+	FMO5
1	102900928	+	FMO5
1	186581953	+	FHL3
2	134431669	-	IL5RA
1	205413080	-	SLC66A1
1	205413062	-	SLC66A1
1	205413112	-	SLC66A1
1	205420156	-	SLC66A1
2	100753315	+	KIF15
2	100753387	+	KIF15
2	100791304	+	KIF15
1	183888491	-	NFYC
1	183869008	-	NFYC
1	183888543	-	NFYC
1	183870545	-	NFYC
1	183888481	-	NFYC
1	183888501	-	NFYC
1	183857002	-	NFYC
1	183844153	-	NFYC
1	7442726	+	OPN3
1	131192324	+	
1	192415608	-	FAM167B
2	134455275	+	TRNT1
2	134455277	+	TRNT1
2	159104622	-	
1	192445586	-	EIF3I
2	146872130	+	PLXND1
1	7550644	-	KMO
1	199270347	-	LDLRAP1
1	199267405	-	LDLRAP1
2	38990721	+	SLC35G2
2	38990802	+	SLC35G2
1	169419753	-	
1	202329706	-	ZBTB40
1	202291011	-	ZBTB40
1	192445653	+	TMEM234
1	131215893	+	DIPK1A
1	131215951	+	DIPK1A
1	131215980	+	DIPK1A
1	169439650	-	BSND
2	52687770	+	EIF2A
2	52688072	+	EIF2A
2	52688183	+	EIF2A
2	52693185	+	EIF2A
1	112850431	-	PIFO
1	112837705	-	PIFO
1	186598014	+	SF3A3
1	186598067	+	SF3A3
1	186598070	+	SF3A3
1	186598117	+	SF3A3
2	134512672	-	CRBN
2	134513131	-	CRBN
2	134512694	-	CRBN
2	134512682	-	CRBN
2	134512491	-	CRBN
1	71448675	+	PROX1
1	71456489	+	PROX1
1	131241688	-	
1	65320605	-	
1	65319629	-	
1	169457884	-	TMEM61
1	169457856	-	TMEM61
1	102884131	-	CHD1L
1	102884062	-	CHD1L
1	112865001	-	CHIA
1	7562328	+	FH
1	205413247	+	AKR7A2
1	205413256	+	AKR7A2
1	205457175	+	AKR7A2
2	39034831	+	NCK1
2	39034838	+	NCK1
2	39034842	+	NCK1
2	39034851	+	NCK1
2	39034870	+	NCK1
2	39034873	+	NCK1
2	39035214	+	NCK1
2	39109961	+	NCK1
1	131348030	-	RPL5
1	131348062	-	RPL5
1	112889665	-	
1	192462407	-	IQCC
1	192463843	-	IQCC
1	192462368	-	IQCC
1	40671213	-	NMNAT2
1	40671719	-	NMNAT2
1	7592763	-	
1	65406340	-	CD34
1	65406307	-	CD34
1	169537670	+	DHCR24
1	199378607	-	MACO1
1	199378408	-	MACO1
1	71741372	+	SMYD2
2	39137063	+	IL20RB
1	183911231	+	RIMS3
1	183929530	+	RIMS3
2	135131949	+	LRRN1
2	90474191	-	C2H3orf70
1	186618377	+	
1	202486955	+	
1	112933922	-	CHI3L2
1	112930379	-	CHI3L2
1	169613383	-	LEXM
2	146936447	-	H1-8
1	102946003	+	PRKAB2
1	102947286	+	PRKAB2
1	72008594	-	PTPN14
1	71999434	-	PTPN14
1	180912156	-	PTPRF
1	180935016	-	PTPRF
1	180920877	-	PTPRF
1	180912649	-	PTPRF
2	146951233	-	RHO
2	90581783	-	EHHADH
1	183920597	-	
1	103024485	+	
2	100854189	+	TMEM42
2	100854219	+	TMEM42
1	7723305	+	RGS7
1	7974932	+	RGS7
1	202635847	+	WNT4
2	135606098	+	SETMAR
1	192458973	-	DCDC2B
1	205441367	+	AKR7A3
1	183990607	-	
1	131391649	+	EVI5
1	131474391	+	EVI5
1	184013041	+	
1	186641245	+	INPP5B
1	186641975	+	INPP5B
1	199388504	+	RHCE
1	65738963	-	PLXNA2
1	65742229	-	PLXNA2
1	184046732	-	ZNF684
1	184046286	-	ZNF684
1	205473198	-	
2	100871755	+	TGM4
1	192467574	-	CCDC28B
1	192466312	-	CCDC28B
1	95704974	-	FDPS
1	95704853	-	FDPS
2	76361794	-	TNIK
2	76128820	-	TNIK
2	76117070	-	TNIK
1	72060390	+	CENPF
1	184068545	-	EXO5
1	184068575	-	EXO5
1	112955220	+	DENND2D
1	112959685	+	DENND2D
2	135774221	-	SUMF1
2	135774223	-	SUMF1
2	135774741	-	SUMF1
2	40142707	+	CLDN18
2	40154190	+	CLDN18
1	202728324	-	CDC42
1	202728303	-	CDC42
1	202728309	-	CDC42
1	202728333	-	CDC42
2	90611092	+	MAP3K13
2	90688340	+	MAP3K13
1	184099052	-	ZFP69B
1	184130297	-	ZFP69B
1	184097438	-	ZFP69B
2	154133319	-	CASR
2	154129769	-	CASR
1	8440878	+	GREM2
1	199470950	-	TMEM50A
1	199470262	-	TMEM50A
1	192489394	-	TXLNA
1	169618272	+	TTC22
2	40205975	-	
1	85095983	+	
1	85174157	+	
1	72156205	-	
1	186719017	+	MTF1
1	66092635	+	
1	184143408	-	
1	205473471	+	EMC1
1	205473504	+	EMC1
1	202757632	-	
2	100973630	-	ZDHHC3
2	100973922	-	ZDHHC3
2	100957941	-	ZDHHC3
2	100973646	-	ZDHHC3
2	100977333	-	ZDHHC3
2	100957917	-	ZDHHC3
2	40284959	-	DZIP1L
2	40264902	-	DZIP1L
2	40256903	-	DZIP1L
1	8978595	-	FMN2
1	202768617	-	
1	169656400	+	PARS2
1	169656431	+	PARS2
1	186772326	-	C1H1orf122
1	184201770	-	SMAP2
1	184201763	-	SMAP2
1	184201804	-	SMAP2
1	202784313	-	CELA3B
1	189446442	+	SFPQ
1	40733146	+	SMG7
1	40733368	+	SMG7
1	40733560	+	SMG7
1	40734250	+	SMG7
1	40734263	+	SMG7
1	40734359	+	SMG7
1	40734379	+	SMG7
1	40777704	+	SMG7
1	186772551	+	YRDC
1	199494250	+	RSRP1
1	72466726	+	KCNK2
1	72557442	+	KCNK2
1	72557781	+	KCNK2
1	66523637	+	
1	186787146	-	MANEAL
1	20603066	+	RGS4
1	20603492	+	RGS4
1	199509375	+	SYF2
1	100897228	-	CA14
1	100897830	-	CA14
1	100897823	-	CA14
1	100897216	-	CA14
1	100896950	-	CA14
1	85327826	+	SNAP47
1	85334685	+	SNAP47
1	85335037	+	SNAP47
1	85335064	+	SNAP47
1	85335099	+	SNAP47
1	85335111	+	SNAP47
1	85335116	+	SNAP47
1	85346760	+	SNAP47
1	131541767	-	
1	169706667	-	TTC4
1	169706662	-	TTC4
1	192561193	-	KPNA6
1	192560628	-	KPNA6
1	192526298	-	KPNA6
1	103191266	+	
1	113013265	-	CEPT1
1	113020823	-	CEPT1
1	113020559	-	CEPT1
1	113013338	-	CEPT1
1	131551883	-	
2	147055802	-	IFT122
2	147055823	-	IFT122
2	147055658	-	IFT122
2	147029809	-	IFT122
1	73058117	+	KCTD3
1	186817822	+	EPHA10
1	184239249	+	COL9A2
1	184239350	+	COL9A2
1	184241558	+	COL9A2
2	40328454	-	DBR1
2	40328470	-	DBR1
1	131702079	+	GFI1
1	131702865	+	GFI1
2	33794334	-	MRPL3
1	85335764	-	JMJD4
2	90815696	-	LIPH
2	90879833	-	LIPH
2	90861307	-	LIPH
2	100973681	+	EXOSC7
2	100973738	+	EXOSC7
1	9443716	-	CHRM3
1	103259271	+	TXNIP
1	103285258	+	TXNIP
1	103285318	+	TXNIP
1	67080853	+	CAMK1G
1	67080858	+	CAMK1G
1	9206071	+	
1	189531312	-	ZMYM1
1	85415785	+	PRSS38
1	199722809	+	
1	169771320	-	
1	186891827	-	CDCA8
1	186891625	-	CDCA8
1	104608029	-	PHGDH
1	104579945	-	PHGDH
1	104611642	-	PHGDH
2	101023169	+	CLEC3B
2	34330840	-	CPNE4
2	34327996	-	CPNE4
2	34207392	-	CPNE4
1	85544537	-	WNT9A
1	85521958	-	WNT9A
1	103260063	+	HJV
1	199776406	+	RUNX3
1	199776638	+	RUNX3
1	199776856	+	RUNX3
2	52741668	+	SELENOT
1	76704010	+	LYPLAL1
1	76704016	+	LYPLAL1
2	90905639	+	SENP2
1	73924436	-	USH2A
1	20851377	-	RGS5
1	20728661	-	RGS5
1	20851390	-	RGS5
1	20694283	-	RGS5
1	85584001	+	WNT3A
1	131794996	-	
1	100920817	+	ANP32E
1	100920843	+	ANP32E
1	100921080	+	ANP32E
1	186892074	+	C1H1orf109
1	186892080	+	C1H1orf109
1	186892727	+	C1H1orf109
1	103318722	-	POLR3GL
1	103318641	-	POLR3GL
1	103318642	-	POLR3GL
1	103318944	-	POLR3GL
2	101142307	-	CDCP1
1	10575410	-	
1	20824104	+	
1	199994637	-	CLIC4
1	192597117	-	TMEM39B
1	192597455	-	TMEM39B
1	67150346	-	LAMB3
1	67151868	-	LAMB3
2	108692555	-	NT5DC2
2	52851805	-	ERICH6
1	85658501	+	ARF1
1	85658570	+	ARF1
1	85659013	+	ARF1
1	85667398	+	ARF1
1	104737734	-	
2	86146863	+	FXR1
2	86169661	+	FXR1
2	86170383	+	FXR1
1	212218578	-	VPS13D
1	113020871	+	LRIF1
1	113020892	+	LRIF1
1	113020929	+	LRIF1
1	113021915	+	LRIF1
1	113029160	+	LRIF1
1	113040487	+	LRIF1
1	113043605	+	LRIF1
1	113185174	+	LRIF1
1	113185199	+	LRIF1
1	169867604	-	ACOT11
1	169867687	-	ACOT11
1	169873854	-	ACOT11
1	169834197	-	ACOT11
1	104660596	+	ZNF697
1	20851627	+	NUF2
1	20855972	+	NUF2
2	91152273	-	IGF2BP2
2	91152294	-	IGF2BP2
1	10855739	-	
1	131886623	-	RPAP2
1	131886620	-	RPAP2
1	186953539	+	RSPO1
1	186953843	+	RSPO1
1	189605023	+	ZMYM6
1	189605183	+	ZMYM6
1	189606156	+	ZMYM6
1	77470883	-	SLC30A10
1	104768666	+	
2	101221889	-	TMEM158
1	104817944	-	HSD3B1
2	34593999	+	ACP3
2	108695456	+	SMIM4
2	108695483	+	SMIM4
1	85678124	-	C1H1orf35
1	85678126	-	C1H1orf35
1	184309862	-	ZMPSTE24
2	91242114	+	
1	11168446	+	ZP4
2	40340895	+	ARMC8
2	40340914	+	ARMC8
2	40341119	+	ARMC8
2	40341120	+	ARMC8
2	40341125	+	ARMC8
2	40341139	+	ARMC8
2	40341143	+	ARMC8
2	40350342	+	ARMC8
2	40363554	+	ARMC8
2	52841935	-	
1	192655455	-	KHDRBS1
1	104911976	-	HSD3B2
2	52914868	-	SIAH2
1	73313787	+	
2	91270241	-	TRA2B
2	91312822	-	TRA2B
1	101011732	-	PLEKHO1
1	101011818	-	PLEKHO1
1	101012503	-	PLEKHO1
1	21309856	+	
1	21820327	+	
1	186992050	+	GNL2
1	103316627	+	ANKRD34A
1	103316918	+	ANKRD34A
1	169793995	+	FAM151A
1	169795873	+	FAM151A
2	108850800	-	PBRM1
1	200092860	-	SRRM1
1	200092856	-	SRRM1
1	200090817	-	SRRM1
1	200088389	-	SRRM1
1	184321024	-	TMCO2
1	40858283	-	NCF2
1	40858496	-	NCF2
1	103321636	+	LIX1L
2	101387602	+	LARS2
2	101388010	+	LARS2
2	101390590	+	LARS2
1	104982359	-	HAO2
1	104954949	-	HAO2
1	104943161	-	HAO2
1	22022760	-	
2	53072246	-	MINDY4B
2	91290616	+	
1	189653611	+	TMEM35B
1	184408999	-	RLF
1	131886730	+	GLMN
1	103351875	+	RBM8A
1	103351902	+	RBM8A
1	85716933	+	GUK1
1	85716952	+	GUK1
1	85720865	+	GUK1
1	74592276	-	ESRRG
1	74580877	-	ESRRG
1	74222425	-	ESRRG
1	74222186	-	ESRRG
1	74222161	-	ESRRG
1	74219211	-	ESRRG
1	74213120	-	ESRRG
1	74222169	-	ESRRG
1	74206093	-	ESRRG
1	101098609	-	VPS45
1	101098549	-	VPS45
2	53144887	-	CLRN1
2	53144380	-	CLRN1
2	91450637	-	ETV5
1	103359785	-	GNRHR2
1	12011887	-	RYR2
1	189704530	+	DLGAP3
1	189708516	+	DLGAP3
1	40896548	-	
1	85733663	+	GJC2
1	192733853	+	PTP4A2
1	192733922	+	PTP4A2
1	192733953	+	PTP4A2
1	192734066	+	PTP4A2
1	192740511	+	PTP4A2
1	192749703	+	PTP4A2
1	192750295	+	PTP4A2
1	67180237	+	G0S2
1	184488428	+	PPT1
1	184488444	+	PPT1
1	200170892	-	NCMAP
1	85742074	+	
1	85747851	+	
1	103359081	+	PEX11B
1	103359865	+	PEX11B
1	103359904	+	PEX11B
1	103360128	+	PEX11B
2	108854893	+	GNL3
1	22042790	+	PBX1
1	22043644	+	PBX1
1	22278835	+	PBX1
1	200143779	+	
2	34702058	+	DNAJC13
2	53254833	+	MED12L
2	53256009	+	MED12L
2	147040905	+	
1	67209649	+	HSD11B1
1	187032502	-	DNALI1
1	113255447	-	CD53
1	113273581	-	CD53
1	200161379	+	
2	159721081	-	
1	101158329	+	OTUD7B
2	101593671	+	LIMD1
2	101594427	+	LIMD1
1	187035144	+	SNIP1
1	189774720	+	
1	189775663	+	
2	159826886	+	LSAMP
1	103368090	+	ITGA10
1	103368279	+	ITGA10
2	147055951	+	MBD4
2	147055967	+	MBD4
1	75133918	-	GPATCH2
1	75130687	-	GPATCH2
1	131955747	-	BTBD8
1	132103719	-	BTBD8
1	132155079	-	BTBD8
1	200240017	-	RCAN3
2	91705730	-	DGKG
2	91705713	-	DGKG
2	91705708	-	DGKG
2	91664292	-	DGKG
2	91664044	-	DGKG
1	189841296	-	GJA4
1	170006948	+	SSBP3
1	170007126	+	SSBP3
1	170007156	+	SSBP3
1	170007223	+	SSBP3
1	170056936	+	SSBP3
1	67261375	+	TRAF3IP3
1	67261876	+	TRAF3IP3
1	67265832	+	TRAF3IP3
1	67265890	+	TRAF3IP3
1	40896935	+	RGL1
1	40998521	+	RGL1
1	41063336	+	RGL1
2	40486133	-	NME9
2	40485651	-	NME9
1	189849703	-	GJB3
1	113451331	-	
1	101233529	+	
1	200252953	+	
2	108873694	-	GLT8D1
2	108873999	-	GLT8D1
1	189873140	-	GJB4
