chr	pos	strand	gene
1	186189028	+	Acadsb
2	61578556	-	
4	148661553	+	Mkrn2
1	203354138	+	Znhit2
4	11438058	+	
1	76834	+	Vom2r3
4	11438416	+	
4	81416590	+	Evx1
3	70498497	-	Olr442
4	11439871	+	
2	219288111	-	Rpl34
1	157749422	-	Olr94
1	238948966	-	
1	159748408	-	Fhip1b
1	81652787	+	Cyp2b3
3	69816175	+	Ypel4
1	94223045	+	Klk12
1	69277351	+	Syt5
3	8401321	-	Ajm1
3	144078198	-	Gss
3	74023089	-	Olr631
3	109191879	-	AC112350.1
1	157757701	-	Olr95
3	69745012	+	Btbd18
1	195315949	-	Olr298
1	91087361	+	
4	11438116	+	
1	2202490	+	Katna1
3	90149927	-	Nat10
4	103191006	+	Fabp1
3	126310006	+	
2	196198158	-	Tmem167b
1	159828161	-	Cavin3
1	216613127	-	AABR07006451.1
1	158578401	+	Olr148
3	74072395	+	Olr634
1	156611288	+	Pgap2
3	126349552	+	
1	186108920	+	RGD1559891
3	61594347	-	Prkra
1	32430436	+	Adamts16
4	101853468	+	
1	158594481	-	RGD1562433
1	94165381	+	Klk13
3	74147245	+	Olr636
3	144098190	+	Myh7b
1	217557253	+	AABR07006504.1
3	90230502	-	Caprin1
2	205412302	-	Plppr4
1	2239174	-	
1	91128294	+	Zfp939
1	54547858	-	Vom1r1
1	158617512	-	Ubqlnl
3	116361975	+	Chchd5
3	74956754	-	Olr673
4	85961635	+	Avl9
1	213716020	+	Gna14
1	259897939	+	Nanos1
2	184445570	-	Gpr89b
4	102208044	+	RGD1563231
1	158645713	-	Olr149
3	74993570	-	Olr675
3	62110079	-	Ccdc141
3	136288093	+	Cst9l
1	197446125	+	
1	91148121	+	Zfp619
2	241581458	-	Ak5
1	155320042	-	P2ry6
4	102327345	-	
1	181557109	+	Sez6l2
1	143534139	+	Me3
1	47154232	-	Rsph3
3	8534430	-	Paep
1	126002928	-	Mctp2
1	246786408	-	Itprip
1	67097686	-	Usp29
1	155321998	-	P2ry6
1	156885092	-	Olr40
3	72526943	-	Olr551
1	226679100	+	Plpp6
1	246782200	-	Itprip
2	20631640	+	Hapln1
1	155330808	-	P2ry6
2	91462799	+	Impa1
1	94228741	+	Klk11
1	155312418	-	P2ry6
4	102344432	-	AABR07060886.1
1	155302013	-	P2ry6
1	196564915	-	AABR07006025.2
2	188096332	-	Man1a2
4	87340949	+	Vom1r88
3	74861214	-	Olr670
1	29554302	-	Slc12a7
1	158660231	-	Olr150
3	144192986	-	Trpc4ap
1	258005889	-	Hspa12a
1	241622	-	Vom2r4
4	87343402	+	Vom1r88
2	120126996	-	Il21
2	131179494	-	RGD1563562
1	53226833	-	
3	5329858	-	
2	195726762	+	Gnat2
1	200485189	+	Mrgprd
1	222559159	-	
3	71138502	-	Olr479
3	68930822	+	Fam171b
1	69554454	-	Nlrp2
1	162293541	+	Olr263
1	95047377	-	Nr1h2
1	287551	-	
2	196586797	+	Henmt1
3	4795464	-	
4	102366594	-	
1	240638296	+	Frat1
1	88311200	-	Pdcd5
1	156631257	-	Rhog
2	22986626	+	Acot12
1	175577890	+	Mettl9
1	156630204	-	Rhog
2	143800682	-	RGD1559622
2	183662163	+	Otud7b
3	71158148	-	Olr480
1	53705263	+	RGD1560718
1	163050070	+	
1	243880022	+	Lzts2
3	63644581	+	RGD1564319
1	343336	+	
3	4975110	+	
1	53709962	+	RGD1560718
1	220577097	+	AABR07006576.1
1	68868238	+	Sbk3
1	175620722	-	Igsf6
2	26885870	-	F2r
1	93851858	+	Etfb
1	124016202	-	Nr2f2
1	200464100	+	Mrgprf
1	167210874	+	
1	136288793	+	Adamtsl3
1	455309	+	
1	258030937	+	
1	178160230	+	
3	71176333	-	Olr482
4	11355736	-	Rint1
3	5529038	+	
1	85844236	-	Zbtb32
4	54161001	-	Gpr37
2	26752390	-	S100z
1	68874152	+	Sbk2
1	222798193	-	
1	158081624	-	Olr120
1	197182921	-	Dusp8
1	204991949	-	AABR07006160.1
1	98135359	-	
3	75446350	-	
1	96347150	+	Kdelr1
2	38191204	-	
3	118110229	+	Atrn
1	202373676	+	Cd248
1	158098213	-	Olr121
1	68909743	-	Ssc5d
3	138596796	+	
1	94635889	+	
2	38218899	-	Lrrc70
1	548579	+	
3	76176207	-	Olr736
1	260028242	+	Grk5
1	56320179	-	Dll1
1	98204311	-	
1	194190393	+	Inpp5a
1	158108489	+	Olr122
1	259826698	+	AABR07007121.1
2	38224396	-	
3	76208769	-	Olr737
1	613518	-	
1	153838078	+	Arrb1
1	158123097	+	AC107531.1
1	96371663	-	Syngr4
1	244853194	+	Hps6
4	10394020	+	Crygn
3	8449105	-	Fcna
3	136724966	-	Andpro
1	207596544	-	Ccdc86
3	74475942	-	Olr654
1	202134915	-	Ccs
1	245211602	-	C1H10orf95
3	68838189	+	Itgav
1	158309583	-	Olr129
1	53871769	-	AABR07001592.2
2	5190036	+	Ell2
3	146387889	+	Ctnnbl1
1	98538135	-	Csrp3
1	70984379	+	AABR07002473.1
1	258096432	+	Eno4
1	80201578	+	Phldb3
1	210579606	-	
3	8075137	+	Tprn
2	206609122	+	Dpyd
3	74569997	-	Olr658
1	158318151	-	Olr130
1	136297461	-	
1	98286242	-	Mrgprb3
1	240936154	-	Avpi1
2	5203720	+	
1	185428048	+	Plekha1
1	259715711	+	Snu13
1	79610438	-	Igsf23
2	183086437	+	Ctss
3	74751008	+	Olr664
1	158328392	-	Olr131
1	27005884	+	Ncoa7
4	102447651	-	
1	98387603	-	
1	252597664	+	Rps12l2
4	86737898	+	Vom1r74
3	98953794	+	Olr795
1	158389143	+	Olr135
3	8086352	-	Ssna1
1	68758874	-	Epn1
4	102487585	+	
1	98415284	-	Mrgprx1
1	774977	+	Vom2r1
3	75060708	-	Olr678
1	38800618	-	
2	149891106	+	Lekr1
2	205072866	-	AABR07013057.1
2	51753091	-	Zfp131
1	251306998	+	
1	96501464	-	Abcc6
4	140476324	+	Lrrn1
1	159454581	+	Olr188
1	848495	-	
3	64616700	+	Ppp1r1c
4	86750230	+	Vom1r75
1	36642253	+	
4	86750286	+	Vom1r75
3	75730833	-	Olr714
1	93607776	+	
1	96884948	+	Myod1
1	251920610	+	AC129049.1
2	4395543	+	Pcsk1
3	8086462	+	Anapc2
2	183723530	+	Mtmr11
1	73627172	-	Slc27a5
4	104406359	-	Usp39
1	158426462	+	Olr137
1	39670153	-	AABR07001348.1
3	73140479	+	Olr581
1	155722698	+	Stard10
1	210950427	-	Olr378
1	101593116	-	Svip
1	93173713	+	AABR07003176.1
3	138600965	-	AABR07054266.1
1	158456116	+	Olr139
2	131276762	-	
4	10725138	-	Agap3
1	33475767	-	Med10
2	194399657	-	Cd53
1	91083390	-	
1	214772800	+	AABR07006474.1
4	104402588	+	0610030E20Rik
3	73165804	+	Olr582
3	8366538	-	Traf2
2	196226867	+	Wdr47
1	140407131	+	Olr34
2	23651474	+	Ankrd34b
1	158482135	+	Olr140
4	28276909	+	Steap1
1	140409991	+	Olr34
3	138675861	-	
3	99979128	-	
2	110268489	+	Ghsr
3	147062364	+	Ralgapb
3	69015411	-	Zswim2
2	94234766	+	Il7
1	232016195	-	Ch25h
2	184129114	-	Polr3gl
2	184172364	+	Pex11b
3	73179723	+	Olr583
4	83807579	+	Mturn
1	68776888	-	U2af2
1	158513673	+	Olr143
1	95542628	-	Prrg2
2	188087074	-	
3	136267095	+	Cst13
2	184129119	-	
1	186877655	+	AABR07005886.1
1	40444008	+	Mthfd1l
2	62737728	+	
1	181759628	-	Spn
1	243818462	-	AC121209.1
3	73210536	-	Olr584
1	158521687	-	Olr144
3	100775061	-	Gjd2
1	181751629	-	Spn
1	134223949	+	Vps33b
4	86806843	-	Vom1r77
2	196205243	+	Taf13
3	143882021	+	Tp53inp2
1	95024123	-	Spib
4	86805389	-	Vom1r77
1	176689156	+	Dctn5
1	190457703	+	Ptpre
1	260311343	+	AABR07007134.1
2	184129238	+	Ankrd34a
1	158543496	-	Olr145
1	146804146	+	Rab30
3	73267610	+	Olr588
2	184131513	+	Ankrd34a
4	86868616	+	Vom1r78
1	33231226	+	
4	104410516	+	Tmem150a
2	137572691	+	Stoml3
1	84987379	+	Zfp84
2	23756990	-	Zfyve16
1	132815142	+	Aen
3	73301418	+	Olr592
1	161735695	+	Olr235
3	114408173	-	Itpripl1
4	84322493	-	Inmt
3	114414497	-	Itpripl1
2	100960054	+	
2	177477407	+	Pglyrp3b
2	131697547	+	
1	95036465	-	Pold1
3	73318605	+	Olr594
1	161760447	-	Olr239
1	85004920	+	AABR07002868.1
1	33765672	+	Tent4a
1	210366533	-	
4	31376415	-	
1	79959322	+	Kcnn4
3	131736549	+	Kat14
3	144279096	+	Mmp24
4	31374263	-	
4	104421309	-	Rnf181
2	51581252	+	Tmem267
4	31372200	-	
2	178257985	-	
2	86861897	+	Car1
3	117603564	+	Tmem239
1	168627882	-	AABR07005572.2
4	31374257	-	
1	85038911	+	Zfp790
4	31374260	-	
2	143130948	-	Clrn1
1	68783988	-	Ccdc106
3	73366005	+	Olr596
1	93913028	-	4931406B18Rik
1	158835924	+	Olr153
3	136235041	+	Cst12
3	118679472	+	AABR07053749.2
4	104426212	-	
1	116016228	-	
2	61020436	-	Sub1
4	151368176	-	Ret
2	170792622	-	
3	8169355	-	Dpp7
3	73375299	+	Olr597
3	134516505	-	Nkx2-4
1	158872544	-	Olr156
1	152472923	-	Capn5
2	143883265	+	RGD1561998
1	85082919	-	AABR07002870.2
2	191473248	+	Phtf1
1	140688447	+	
1	195194263	+	
1	196435541	-	Deaf1
4	110892453	+	Reg1a
4	150206002	+	
3	73392653	-	
1	158933757	+	Olr160
3	117477053	+	Nop56
1	69939048	-	Lilrb3
1	195208141	+	Olr292
1	77546900	+	Dact3
1	85093085	+	Zfp420
3	104230056	-	Rasgrp1
1	159015174	+	Olr164
1	85093101	+	Zfp420
3	8180443	-	Uap1l1
3	73433615	-	Olr602
1	40311221	+	Plekhg1
2	184136038	+	Lix1l
1	95158836	-	Myh14
1	152441922	-	Omp
1	159043864	-	Olr165
1	85130178	-	Zfp27
3	72901425	-	Olr567
1	93924758	-	Siglecl1
2	54280143	+	Ttc33
3	8034601	-	Stpg3
1	181650408	-	Maz
1	201253157	+	Aldh3b2
3	133322065	+	Naa20
4	115171097	-	Pole4
1	83424788	+	Fcgbpl1
1	42202437	-	Fbxo5
1	159075990	-	Olr167
1	160163808	-	Mrpl17
3	72907563	+	Olr569
1	80100068	+	Zfp428
2	184092998	+	Txnip
3	8033246	+	Fam166a
1	69056805	+	Tmem238
1	159108142	+	Olr168
4	149750101	+	Olr828
2	54346670	-	Ptger4
3	117486982	-	Idh3b
3	76318989	-	Olr744
2	174565966	-	Hcn3
2	61137611	+	Zfr
3	133354302	-	Crnkl1
1	159129187	-	Olr170
1	69064935	-	Tmem190
1	94542790	+	
1	153650801	-	Serpinh1
3	74842442	-	Olr669
1	170769341	+	Nucb2
3	8040296	-	Tubb4b
1	162489001	+	
2	11911688	-	Adgrv1
2	195863794	-	Sypl2
1	78431449	-	Psg19
2	91500539	+	Fabp12
1	160420447	-	Olr204
1	94547774	+	Klk1c8
1	83451825	-	
1	162509473	+	
1	210294370	+	Olr352
1	109556782	+	Atp10a
3	79921523	-	RGD1564664
1	202593692	+	Gal3st3
4	105696503	+	
1	162544353	+	Olr276
3	118451743	+	Mavs
3	80036240	+	AC140988.1
1	160615314	-	Olr213
1	93992469	+	
1	33548814	+	Ube2ql1
1	69125710	+	Tmem150b
1	159196782	+	Olr171
1	183102871	+	Bag3
3	88512435	+	
1	79321092	-	Clptm1
2	184182869	+	Itga10
1	157873894	-	Olr104
2	29612925	+	Ankra2
2	233784784	-	Sh3glb1
1	40004041	+	Iyd
4	149791283	+	Olr830
1	203400631	+	Naaladl1
2	148437758	-	Slc33a1
1	162581362	-	AABR07004966.1
1	140901173	+	Nox4
4	149791304	+	Olr830
1	158035673	+	
3	133354197	+	Cfap61
1	95543360	+	Nosip
3	88776321	-	Fjx1
1	38127691	+	
3	105337226	-	Gpr176
1	69068137	+	Il11
3	8043685	+	Rnf208
3	118541080	-	Rnf24
1	159257516	-	Olr176
3	8043963	+	Rnf208
1	79334476	-	Apoc2
3	91267774	-	AABR07053166.1
3	8044178	+	Rnf208
4	104359396	+	Sftpb
3	8058013	+	Rnf208
1	159288661	+	Olfr669
1	160460696	-	Olr205
3	8058397	+	Rnf208
1	186767062	+	Gpr26
3	86512126	-	AABR07053065.1
2	112275080	-	Skil
1	205142691	-	UST4r
3	135474326	-	Foxa2
4	53256179	+	Hyal4
1	29683530	-	Clptm1l
1	202590759	-	Sf3b2
1	79339981	-	Apoc4
4	31484463	+	Vps50
1	160479476	-	Olr206
1	159544887	-	Olr194
2	22065038	-	Atp6ap1l
4	115540465	-	Dok1
1	87829175	+	Slc7a10
3	75129049	-	
2	45438242	+	Arl15
1	167511530	-	Pth
1	159307874	+	Olr178
1	2262217	-	Ginm1
2	27601825	-	AABR07007744.2
3	67325566	-	AABR07052692.1
1	85183522	-	Zfp74
3	96657400	-	
3	105520145	-	Bmf
4	149327412	+	Zfand4
1	94382176	-	Klk1c12
1	202343240	+	B4gat1
1	181660079	-	Zg16
1	159361380	-	Olr180
1	94642687	+	Klk1
3	8049837	-	Slc34a3
3	92369742	+	AABR07053188.1
4	52993834	-	Iqub
2	11933768	+	Lysmd3
1	85207579	+	Zfp84
4	30293173	-	Lrrd1
1	159413880	-	Olr184
2	195780742	-	Gnai3
1	151650015	-	Usp35
4	10754690	+	Cdk5
1	94652228	-	
1	97178344	-	Tph1
4	151153518	-	
3	96944676	-	Fibin
3	116524366	-	Ckap2l
1	140501379	-	Folh1
4	104594753	+	Capg
1	159422789	+	Olr185
1	2005419	-	
3	98437180	-	Olr775
1	94651856	+	
1	162220290	-	Olr257
3	63787455	+	Ube2e3
3	8966349	-	Tmem250
1	159973600	-	Trim3
1	85284802	-	Zfp14
1	2048029	-	
1	201358218	-	RGD1307603
4	53005598	-	Ndufa5
3	98694837	-	Olr788
1	172802950	-	Itpripl2
1	2046678	-	AABR07000159.4
2	196296393	+	Clcc1
1	34375895	+	Adcy2
3	105704302	-	Plcb2
1	94035679	+	Zfp819
4	30333351	-	Krit1
3	98641837	+	Olr786
1	252051479	-	Xpnpep1
4	151242509	+	Rasgef1a
1	81325303	-	Cyp2s1
4	110926723	-	Reg3g
2	103100862	-	
3	7758133	+	Zmynd19
1	162473821	+	Olr271
1	2079438	+	Lrp11
1	181151223	-	Eif3c
1	69160365	-	Brsk1
1	177201288	+	Cacng3
3	98521687	-	Olr779
1	206849663	-	Fen1
1	206850003	-	Fen1
2	5269465	-	
1	40846594	-	Zbtb2
1	170722576	-	AABR07005533.1
4	32006267	+	Gngt1
4	151308839	-	Csgalnact2
4	10764643	-	Asic3
3	99991003	-	AABR07053402.1
1	243906839	-	Pdzd7
2	173509897	+	Gpatch4
3	116536822	-	Il1a
1	94671618	+	Klk1c3
1	4090909	-	Samd5
1	42699766	+	
1	162420650	+	Olr268
3	152996146	+	Svs5
1	96371938	+	Tmem143
3	7770379	+	Dph7
4	149820653	-	Olr831
3	97829132	-	Olr747
1	234646547	-	Fgfbp3
1	137552455	+	Tmc3
2	31654834	+	
1	162396498	+	Olr267
2	173521040	-	Naxe
2	169206630	-	Tlr2
1	238127430	+	
1	96743671	-	Ush1c
1	196436003	+	Tmem80
3	7782818	-	Mrpl41
2	41969176	+	Plk2
3	98586108	+	
1	85324785	-	Zfp566
4	148890560	-	Efcab12
2	19165791	+	
1	161901031	-	Olr244
3	142493379	+	Bpifa2
1	152111188	+	Pak1
3	98911640	+	
3	98911646	+	
3	98596740	-	Olr783
1	257897766	+	Pnliprp2
1	165378489	-	AABR07005031.1
3	146999484	-	
1	201759609	-	Syt12
1	96391988	-	Emp3
3	98610969	-	Olr784
1	179267958	+	
2	12089226	+	Cetn3
2	196375154	-	Gpsm2
1	83094305	+	AABR07002774.4
1	203416604	-	Sac3d1
1	161968555	+	Olr247
1	245958428	+	Taf5
1	160515338	-	Olr208
1	117064496	+	Otud7a
3	98975730	+	Olr796
1	127838091	-	St8sia2
4	148904904	-	Mbd4
4	83147983	+	Chn2
1	200056644	+	Fgf19
4	115621623	+	Mogs
2	183552785	-	Plekho1
1	157925637	-	Olr109
3	106996337	-	AABR07053509.1
2	85278835	-	Sirpb2
2	173533107	-	Ttc24
1	94071010	+	Ceacam18
1	122867221	+	
1	231759554	-	Acta2
1	79370915	-	Tomm40
2	156548532	-	
3	110790679	+	
2	23710403	-	Fam151b
1	135943333	-	Bnc1
4	115608485	+	Ccdc142
1	245980761	-	Atp5mk
1	94103034	-	Siglec8
1	190522762	-	Mki67
1	80293484	-	
4	57063408	-	Pax4
3	112838854	+	AABR07053635.2
1	33686391	+	Srd5a1
1	96746336	+	Otog
1	160306331	-	Gvin1
2	142931752	-	Siah2
1	198969521	-	Mrgpre
1	117859355	+	Mtmr10
1	246802665	+	Cfap58
1	198969030	-	Mrgpre
1	159604707	-	Olfr686
2	5341885	+	Glrx
3	112922668	+	Eid1
1	198967252	-	Mrgpre
1	172905824	-	Tmc7
1	78449990	-	
2	92057216	+	Pag1
3	144445711	-	Uqcc1
4	57042797	+	Fscn3
1	94703158	+	Klk15
1	4760023	+	
1	132981582	+	Acan
3	68744604	+	Zc3h15
3	117490206	+	AABR07053734.1
1	190077040	+	Nps
1	172860718	+	
1	167058099	+	Rassf10
4	54768047	-	
1	159980336	-	Arfip2
2	133369219	+	
4	30333678	+	Ankib1
1	85336618	+	Zfp260
1	85336619	+	Zfp260
2	29993601	-	Tmem174
2	115577091	+	Usp13
1	168472610	-	
1	203181272	-	Tigd3
1	85336923	+	Zfp260
1	133555876	-	Rhcg
3	70072497	+	Prg3
1	83733386	+	Gmfg
1	85344937	+	Zfp260
3	138289633	+	AABR07027267.1
1	196171394	+	B4galnt4
1	179077601	+	AC112866.1
1	80023912	-	Irgc
2	129809745	-	Pabpc4l
1	117222298	+	
4	115631456	-	Ino80b
1	159616811	+	Olr198
1	162461108	+	Olr270
1	80023494	-	Irgc
1	195421200	-	Olr303
2	201456747	-	Rnpc3
1	94709105	+	Klk1b3
1	80025802	-	Irgc
1	97222156	-	
4	50477962	+	Ing3
2	124084155	-	Pgrmc2
1	258225861	-	Shtn1
1	159632942	+	Olr199
1	162236037	-	Olr259
3	142627810	+	Bpifa1
2	183219220	+	Mcl1
2	29612773	-	Utp15
4	110861775	+	Reg3b
1	175956157	+	Hs3st2
1	117964149	-	Mphosph10
4	30499256	-	Tmbim7
1	156962649	+	Olr42-ps
1	161949772	+	Olr246
3	138335033	+	
1	235124316	+	Kif11
1	78996531	+	Ercc1
2	133845883	-	Pcdh18
2	86599646	-	
1	2962044	-	Ust
1	93898754	-	Iglon5
1	183041308	+	
1	93358333	+	Vom2r38
4	57777020	-	Prrt4
3	69525910	-	Calcrl
1	158006661	-	Olr115
3	138381970	+	
3	117491079	+	AABR07053734.2
1	158006050	-	Olr115
2	87146875	-	Slc7a12
1	117944977	-	Fan1
4	30507538	+	Gatad1
1	2314324	+	Zc3h12d
1	73422037	-	Zfp329
1	92592070	+	Vstm2b
1	73418440	-	Zfp329
1	78770018	+	Fbxo46
1	181895497	-	Sephs2
1	78770097	+	Fbxo46
1	78770112	+	Fbxo46
3	117912674	-	Slc4a11
1	95893457	+	Ntf4
1	85436275	-	Zfp146
3	114585169	+	Adra2b
1	78780355	+	Fbxo46
3	105744697	-	Ccdc9b
1	95893915	+	Ntf4
1	159701227	-	Olr202
1	2273609	+	Ppil4
1	194958089	-	Olr286
1	85413938	+	
4	148905046	+	Ift122
3	115019643	-	Mtln
2	244005268	-	Tnni3k
4	53031692	+	Asb15
1	129722026	+	Klhl25
1	94432638	+	
3	151602980	+	L3mbtl1
2	54240137	+	Prkaa1
1	166888812	-	AABR07005040.1
1	129724856	+	Klhl25
