chr	pos	strand	gene
Y	9133924	-	Gm21292
Y	9132561	-	Gm21292
Y	9202190	-	Gm21721
Y	9200643	-	Gm21721
Y	9347184	-	Gm21812
Y	9345654	-	Gm21812
Y	9416148	-	Gm21874
Y	9414341	-	Gm21874
Y	9781804	+	Gm20821
Y	9783380	+	Gm20821
Y	10147183	-	Gm21310
Y	10145559	-	Gm21310
Y	10324589	-	Gm20834
Y	10323434	-	Gm20834
Y	10412737	+	Gm28510
Y	10536042	-	Gm20737
Y	10534428	-	Gm20737
Y	10752450	-	Gm20777
Y	10750826	-	Gm20777
Y	11199374	-	Gm20828
Y	11197848	-	Gm20828
Y	12273932	+	Gm29554
Y	12381981	+	Gm20812
Y	12383184	+	Gm20812
Y	13042891	+	Gm20807
Y	13133492	-	Gm21891
Y	13161968	+	Gm21425
Y	13163582	+	Gm21425
Y	13223928	-	Gm21828
Y	13252391	+	Gm21440
Y	13376362	+	Gm21454
Y	13252442	+	Gm21454
Y	13349063	-	Gm21725
Y	13465579	-	Gm21866
Y	13494026	+	Gm20773
Y	13941738	+	Gm21767
Y	14400710	+	Gm30737
Y	15884771	-	Gm20822
Y	15883245	-	Gm20822
Y	17093873	+	Gm20877
Y	17093879	+	Gm20877
Y	17400761	+	Rbm31y
Y	17846266	-	Gm21904
Y	17874741	+	Gm20772
Y	17965160	+	Gm20831
Y	17874741	+	Gm20831
Y	17937330	-	Srsy
Y	18061812	-	Gm21764
Y	18089116	+	Ssty1
Y	18090734	+	Ssty1
Y	18654482	+	Gm21822
Y	19113007	+	Gm35134
Y	20993657	-	Gm29866
Y	21164570	+	Gm20909
Y	21166083	+	Gm20909
Y	21241575	+	Gm20865
Y	21242966	+	Gm20865
Y	797405	-	Zfy1
Y	797409	-	Zfy1
Y	818649	+	Uba1y
Y	818713	+	Uba1y
Y	897790	+	Kdm5d
Y	1010543	+	Eif2s3y
Y	1286629	-	Ddx3y
18	15851103	-	Chst9
Y	1459782	-	Usp9y
18	16942303	-	Cdh2
Y	2150346	-	Zfy2
Y	2170409	-	Zfy2
Y	2599099	+	H2al2c
Y	2663658	-	Sry
Y	2720674	-	H2al2b
Y	2796205	-	Gm4064
Y	2830680	+	Rbmy
Y	2830699	+	Rbmy
18	53877619	-	Cep120
Y	2862139	+	Gm10256
Y	2862158	+	Gm10256
Y	2830699	+	Gm10256
Y	2900989	+	Gm10352
Y	2904133	+	Gm10352
18	53995260	+	Csnk1g3
18	20135012	-	Dsc3
18	55123238	-	Zfp608
18	20192535	-	Dsc2
18	20247667	-	Dsc1
18	20380397	+	Dsg1c
18	20443868	+	Dsg1a
18	20509786	+	Dsg1b
12	14202055	-	Lratd1
18	56695381	-	Aldh7a1
19	23118590	+	Klf9
19	4861662	-	Rbm14
18	20569232	+	Dsg4
12	15866786	-	Trib2
18	56721422	+	Tex43
18	56840885	+	Lmnb1
18	56945091	-	Marchf3
12	52018104	-	Heatr5a
19	4889394	+	Ccdc87
12	52053284	-	Dtd2
12	52074846	-	Gpr33
19	4905158	+	Ctsf
12	84689670	+	Vrtn
12	84687793	+	Vrtn
12	84689329	+	Vrtn
18	57108440	-	C330018D20Rik
18	57108426	-	C330018D20Rik
19	4927937	-	Actn3
18	20691131	+	Dsg2
18	20798337	+	Ttr
12	84745605	-	Syndig1l
12	84745528	-	Syndig1l
18	20879461	-	B4galt6
12	52144520	+	Nubpl
12	84819926	-	Npc2
18	57266162	+	Megf10
12	84820025	+	Isca2
18	57487813	+	Prrc1
12	52550799	+	Arhgap5
12	52562860	+	Arhgap5
18	57601588	+	Ctxn3
12	110245502	+	Dio3
18	57605525	+	Ctxn3
19	4928700	+	Zdhhc24
19	23425762	-	Mamdc2
19	23630176	-	1700028P14Rik
18	21029150	-	Trappc8
19	23664793	+	Ptar1
12	54250646	-	Egln3
18	21094529	+	Rnf125
12	54703358	-	Sptssa
19	4956656	-	Bbs1
18	58011750	+	Slc12a2
16	89002749	+	Krtap20-2
16	89200756	-	Krtap21-1
16	89216999	-	Krtap6-2
16	89284840	-	Krtap8-1
16	89305211	-	Krtap7-1
16	89368071	-	Krtap11-1
18	21134398	+	Rnf138
18	21134965	+	Rnf138
16	13804468	+	Bmerb1
19	24008383	-	Fam189a2
16	37360247	+	Rabl3
18	21205401	+	Mep1b
12	84923306	-	Ltbp2
18	21433195	-	Garem1
16	37400515	+	Hgd
16	37474815	-	Ndufb4
12	54742666	-	Eapp
12	54742669	-	Eapp
19	4978315	-	Dpp3
16	13977131	-	Marf1
18	58343559	-	Fbn2
16	37597235	+	Fstl1
16	37681508	-	Gm36028
18	21787775	-	Klhl14
18	21785425	-	Klhl14
16	37688751	+	Lrrc58
16	37736858	+	Gpr156
18	58689329	+	Slc27a6
18	58792538	+	Isoc1
19	4993155	-	Peli3
12	110452293	+	Ppp2r5c
18	58969739	+	Adamts19
13	97170870	-	1700029F12Rik
19	24257969	-	Fxn
16	38115186	-	Nr1i2
13	65051769	-	Cntnap3
19	5012175	+	Mrpl11
12	54842488	-	Snx6
13	40441487	-	Ofcc1
19	5040344	-	Npas4
18	22304499	-	Ccdc178
18	22304453	-	Ccdc178
18	22299533	-	Ccdc178
16	13981139	+	Nde1
13	97203794	+	Fam169a
13	97208151	+	Fam169a
18	59195354	+	Minar2
13	65065220	+	Spata31
13	97235745	-	Gm6169
18	59308722	+	Chsy3
13	65180872	+	Spata31d1c
19	24533236	-	Pip5k1b
18	60345152	+	Gm4951
19	24454720	-	Fam122a
13	97274445	-	Nsa2
18	60406344	-	Gm4841
19	24651372	+	Tmem252
18	60426452	+	F830016B08Rik
12	85017674	-	Arel1
19	24839219	-	Pgm5
19	24853050	+	Gm10053
19	24878561	-	Foxd4
13	65260789	-	Mfsd14b
13	65260788	-	Mfsd14b
18	60509119	+	Iigp1
18	60515755	+	Iigp1
18	60509101	+	Iigp1
13	65285903	+	Olfr465-ps1
18	60635059	-	Smim3
13	65298054	+	Olfr466
13	65300040	+	Olfr466
13	19803974	-	Epdr1
16	89771587	-	Tiam1
12	110567886	+	Dync1h1
16	89757715	-	Tiam1
12	54909662	-	Cfl2
12	110649053	-	1700001K19Rik
16	38167353	+	Cox17
16	38167384	+	Cox17
12	85017671	+	Fcf1
16	38167402	+	Gm21987
16	90017642	+	Sod1
13	19807345	+	Sfrp4
16	38253507	-	Pla1a
16	38273065	-	Adprh
13	65353782	-	Nlrp4f
18	60693808	+	Rbm22
13	65353530	-	Nlrp4f
12	55033314	-	Gm20403
16	38275923	+	Cd80
13	65407353	+	Gm10775
16	38279295	+	Cd80
18	60724860	-	Myoz3
16	38343025	-	Timmdc1
16	38370620	-	Poglut1
13	65426628	+	Zfp369
12	110662829	-	Hsp90aa1
12	110662723	-	Hsp90aa1
18	60881722	-	Ndst1
18	60846461	-	Ndst1
12	55126895	-	2700097O09Rik
18	60880221	+	Rps14
18	60880743	+	Rps14
18	60907668	+	Rps14
18	60907753	+	Rps14
19	56378469	-	Nrap
18	60909311	+	Rps14
15	103070404	-	Smug1
15	103075519	-	Smug1
15	103066429	-	Smug1
13	19881964	-	Nme8
15	82012123	+	Ccdc134
13	41154499	+	Pak1ip1
16	90182901	+	Hunk
19	5073888	+	Slc29a2
13	19917121	-	Gpr141b
16	90524292	-	Mis18a
13	65660492	+	Gm10139
13	41169768	+	Tmem14c
15	4928624	+	Mroh2b
19	5088854	+	B4gat1
16	90535212	+	Mrap
13	20008427	-	Gpr141
15	103148243	-	Cbx5
19	24938965	-	Cbwd1
15	103123779	-	Cbx5
15	103123732	-	Cbx5
19	5088919	+	Gm50388
15	5093222	-	C7
15	5138021	-	Card6
19	56385561	+	Casp7
15	5146127	+	Rpl37
16	38379060	+	Tmem39a
X	70707273	+	Gpr50
19	5091382	+	Brms1
13	20274789	+	Elmo1
16	38383174	+	Tmem39a
18	60936920	+	Cd74
X	102865589	-	Slc16a2
18	60936928	+	Cd74
X	29725433	+	Gm10488
X	70860364	+	Vma21
16	90607280	-	Urb1
19	24976898	+	Dock8
13	20978283	+	Aoah
X	30078891	+	Gm14632
13	21259117	-	Olfr1370
13	21257469	-	Olfr1370
X	30080456	+	Gm14632
13	67053442	-	Uqcrb
13	67052978	+	Gm10767
13	67053479	+	Gm10767
12	110704426	+	Wdr20
13	21295653	+	Olfr1369-ps1
13	21295723	+	Olfr1369-ps1
13	21295718	+	Olfr1369-ps1
13	21299864	+	Olfr1369-ps1
13	21313809	+	Olfr263
18	24087762	+	Zfp397
13	21316868	+	Olfr263
19	5118106	+	Cd248
13	21330037	-	Olfr1368
13	21327251	-	Olfr1368
12	16703485	+	Ntsr2
18	24122689	+	Zfp35
X	145745509	+	Htr2c
19	5135559	-	Tmem151a
X	145745510	+	Htr2c
18	24153867	-	Zfp24
18	24153377	-	Zfp24
19	25214339	+	Kank1
X	103024890	-	Rlim
18	24255010	-	Ino80c
19	25482982	+	Dmrt1
X	70964553	+	Gm1141
19	25587901	+	Dmrt3
19	25649775	+	Dmrt2
X	30542588	-	Gm10487
X	30540953	-	Gm10487
X	30768610	+	Btbd35f29
X	71006588	+	Prrg3
X	71006231	+	Prrg3
15	55420804	+	Mtbp
19	5138573	+	Yif1a
X	103244723	-	Nexmif
X	30987337	+	Btbd35f26
15	82097016	-	Shisa8
X	31034822	-	Btbd35f19
12	110807373	-	Mok
X	31278014	-	Spin2e
15	55770345	-	Sntb1
X	71016592	+	Fate1
X	71025128	+	Fate1
X	31375374	-	Btbd35f25
X	31522811	+	Gm21637
X	31608531	+	Btbd35f22
19	56536693	+	Nhlrc2
12	55127047	+	Srp54a
19	56710631	+	Adrb1
12	55135987	+	Srp54a
15	5215006	+	Ttc33
15	5215041	+	Ttc33
19	5148549	-	Cnih2
13	21363615	+	Trim27
12	55171254	+	Fam177a
X	146212188	-	Il13ra2
X	146186828	-	Il13ra2
13	21364101	+	Trim27
12	85143855	-	Prox2
12	85153205	-	Prox2
X	71035455	+	Cnga2
X	31839202	+	Btbd35f2
15	56557935	-	Has2
X	71265623	+	Magea4
X	32070863	+	Btbd35f1
19	56810622	-	Ccdc186
19	56802115	-	Ccdc186
12	110816713	+	Zfp839
18	61044852	+	Arsi
16	38533636	-	Arhgap31
19	5157100	-	Rab1b
X	103457452	-	Abcb7
X	32160560	+	Gm5926
16	14135239	-	Cep20
X	32161483	+	Gm5926
X	32236876	+	Btbd35f21
X	103526424	+	Uprt
12	55201889	+	Srp54b
X	71318409	-	Gabre
18	24338401	+	Galnt1
12	55246377	+	Fam177a2
18	24338824	+	Galnt1
X	32411401	+	Btbd35f5
X	32750842	+	Btbd35f12
16	38562626	+	B4galt4
16	38562628	+	B4galt4
18	24365654	+	Galnt1
X	71430464	-	Magea10
15	5273653	-	Ptger4
X	33014777	-	Btbd35f15
18	24603926	+	2700062C07Rik
18	24663261	-	Rprd1a
12	110855579	-	Cinp
X	103714670	-	Zdhhc15
X	33094635	+	Btbd35f13
X	33139812	-	Btbd35f14
X	103900873	-	Magee2
X	33394003	-	Btbd35f6
X	33580888	-	Btbd35f9
X	33658057	-	Spin2g
X	33814112	+	Btbd35f8
18	24736874	-	Slc39a6
15	57128557	-	Slc22a22
16	90627747	+	Eva1c
15	57341021	-	Slc22a22
19	5323147	-	Pacs1
16	38620690	-	Upk1b
15	103163866	-	Nfe2
15	103159943	-	Nfe2
15	103160103	-	Nfe2
15	103159942	-	Nfe2
16	38649111	-	Tex55
X	71699792	-	Gabra3
12	85157607	+	Dlst
16	90732002	-	Cfap298
15	82128949	-	Cenpm
12	55276953	+	Srp54c
12	55286111	+	Srp54c
X	34331037	+	Gm10486
16	38722678	+	Igsf11
15	57558061	+	Zhx2
15	82136598	+	1500009C09Rik
19	5345483	-	Sf3b2
15	82140224	+	1500009C09Rik
15	57755844	-	Derl1
19	5348359	+	Gal3st3
13	41263659	-	Gcm2
16	41353399	+	Lsamp
19	5385769	+	Catsper1
15	103181337	+	Copz1
19	5399602	-	Cst6
15	103219039	-	Gpr84
13	67081152	-	Mterf3
18	61147294	-	Slc6a7
18	61169271	-	Cdx1
12	16850685	-	Greb1
13	21476901	-	Gpx5
14	57015773	-	Pspc1
X	34667836	+	Gm14819
X	34669447	+	Gm14819
13	21496295	+	Gpx6
13	21531080	+	Olfr1367
12	16807242	-	Greb1
15	57775595	+	Tbc1d31
12	55349783	-	Ppp2r3c
13	41267783	+	Sycp2l
X	71962017	-	Cetn2
12	85198038	-	Rps6kl1
13	97334865	-	Hexb
14	99231754	-	Rpl36a-ps1
13	21546990	+	Zscan12
16	14179424	+	Abcc1
13	21547002	+	Zscan12
13	21547455	+	Zscan12
12	16860978	+	E2f6
18	24737018	+	Elp2
13	97377613	+	Enc1
14	57048921	-	Zmym5
16	42161014	-	Gap43
14	57049173	-	Zmym5
18	24786748	+	Mocos
14	99283556	-	Mzt1
13	67080894	+	Ptdss1
16	14380181	+	A630010A05Rik
16	14523716	+	Snai2
15	103275190	-	Itga5
X	146337046	-	Lrch2
8	106294930	-	Agrp
8	106364025	-	Agrp
13	41373881	-	Elovl2
16	14724501	+	Efcab1
12	110855698	+	Tecpr2
16	15135322	+	Gm21897
12	110855746	+	Tecpr2
X	104123362	+	Pbdc1
13	67209234	-	Zfp712
13	41403320	+	Smim13
8	106331887	+	Ripor1
13	97897140	-	Rps18-ps6
13	41427453	-	Gm17364
19	56814641	+	Tdrd1
12	85266255	+	Eif2b2
X	71962163	+	Nsdhl
19	56814707	+	Tdrd1
19	56814718	+	Tdrd1
19	56819144	+	Tdrd1
X	104163984	+	Magee1
19	5417196	-	Banf1
19	5416391	-	Banf1
8	106363211	+	Ctcf
X	146548987	+	Gm15128
19	5416634	-	Banf1
X	146572724	+	Gm15128
19	5416769	+	Eif1ad
X	146775989	+	Gm15080
13	21586883	-	Zkscan3
X	104543378	+	Cypt2
14	47514388	+	Socs4
13	21586925	-	Zkscan3
18	61238644	+	Csf1r
15	82183155	+	Wbp2nl
X	104807885	+	Fgf16
18	61238924	+	Csf1r
13	67256613	-	Gm28557
X	146963720	+	Gm15107
12	55349422	+	Prorp
12	55350028	+	Prorp
13	67262092	-	Rslcan18
14	57125276	+	Zmym2
8	77626400	+	Nr3c2
X	147271945	+	Gm15114
19	56862681	+	Vwa2
X	147398149	-	Gm8334
8	77628916	+	Nr3c2
8	106412906	+	Carmil2
15	82223027	-	Naga
16	15412388	-	Ube2v2
19	5438731	-	Sart1
14	99283813	+	Bora
15	82225059	+	Pheta2
12	55445560	+	Psma6
15	82225380	+	Pheta2
18	61344684	-	Slc26a2
19	5452554	-	Tsga10ip
15	82230155	+	Smdt1
14	57295557	-	Gja3
12	111150925	-	4930595D18Rik
14	47535726	+	Mapk1ip1l
13	67276292	+	Zfp759
14	47546007	+	Mapk1ip1l
16	15455264	-	Mcm4
14	57342159	-	Gjb2
X	72080709	-	Pnma5
14	57353340	-	Gm4491
13	21637900	-	Zscan26
X	72108393	+	Pnma3
13	41759692	+	Tmem170b
14	57371068	-	Gjb6
13	67321246	+	Rsl1
X	72126084	-	Xlr4a
14	57635986	-	Cryl1
13	67342570	+	Zfp455
19	5475172	+	AI837181
19	5497575	+	Fosl1
13	67426530	-	Zfp458
19	5507922	-	Ccdc85b
12	55539432	-	Nfkbia
16	90841431	-	Paxbp1
13	67454476	-	Zfp457
12	55612024	+	Aldoart2
12	55646212	+	Insm2
15	103338897	-	Gtsf1
12	85327209	-	Acyp1
12	85327080	-	Acyp1
15	103336927	-	Gtsf1
15	103338776	-	Gtsf1
15	103338771	-	Gtsf1
13	67508655	-	Gm28044
3	32791296	-	Mrpl47
15	103338806	-	Gtsf1
14	99337206	-	Dis3
16	90866033	-	4932438H23Rik
15	82238523	-	Ndufa6
16	91022345	+	Olig2
16	91066660	+	Olig1
15	103356886	-	Gtsf2
15	82264458	-	Cyp2d22
13	67508724	-	Zfp953
14	47611270	+	Lgals3
3	68776919	+	1110032F04Rik
13	67523852	-	Gm28041
14	47611346	+	Lgals3
15	82278223	-	Cyp2d11
14	47611421	+	Lgals3
8	106427716	-	Acd
13	67523929	-	Zfp456
3	151143524	+	Adgrl4
13	42205497	+	Hivep1
18	61353387	+	Pde6a
18	24842405	-	Gm9955
X	35152485	+	Dock11
13	42454952	+	Edn1
12	16944896	+	Rock2
14	57661519	+	Ift88
3	32791139	+	Ndufb5
8	41827810	-	Asah1
13	67547886	-	Zfp429
12	85335365	+	Zc2hc1c
13	67569537	-	Zfp459
15	103362254	+	Nckap1l
13	21994367	-	H2bc23
3	115801055	-	Slc30a7
15	58381897	+	Fer1l6
13	21994635	+	H2ac23
13	21995916	+	H4c17
13	22016366	-	H4c18
12	85386136	-	Nek9
13	22017677	-	H2ac24
14	99337343	+	Pibf1
13	22017913	+	H2bc24
3	151455597	-	Ifi44
8	41870111	-	Frg1
3	151468529	-	Ifi44l
14	57762234	+	Il17d
X	147857278	+	Ott
X	147871311	+	Ott
X	147880948	+	Ott
19	5518535	-	Ctsw
15	82291396	-	Cyp2d10
8	106434565	-	Enkd1
13	67599743	-	Zfp874a
16	43484509	-	Tigit
12	111132897	+	Traf3
X	148055373	+	Gm15093
15	58695379	-	Tmem65
12	85421621	-	Tmed10
15	58744523	+	Trmt12
15	58761078	+	Rnf139
15	58761147	+	Gm49356
18	61669665	-	Arhgef37
3	94320580	+	Tdrkh
12	17050119	-	Pqlc3
3	94320625	+	Tdrkh
X	35375763	+	Il13ra1
3	151543267	-	Ptgfr
3	151541660	-	Ptgfr
X	148230613	+	Gm15085
12	111237529	+	Amn
X	35459557	+	Zcchc12
14	57809069	-	Eef1akmt1
X	35459599	+	Zcchc12
X	35459612	+	Zcchc12
X	35459639	+	Zcchc12
12	17061728	-	2410004P03Rik
19	5523982	+	Efemp2
14	99536127	+	Klf5
12	17226889	-	Kcnf1
19	5524716	+	Efemp2
X	148377566	+	Gm10439
12	85520664	+	Fos
14	100522115	-	Klf12
14	100387200	-	Klf12
12	85645801	+	Jdp2
8	78244582	-	Arhgap10
12	85646190	+	Jdp2
12	85646792	+	Jdp2
14	101437505	-	Prr30
14	101437766	-	Prr30
12	85733443	+	Batf
X	72161308	-	Xlr5a
8	43594523	-	Triml1
X	72158969	-	Xlr5a
X	72336582	-	Xlr5a
X	72160653	+	Pwwp4a
8	106485296	-	Gfod2
X	72166674	+	Pwwp4a
12	85793313	+	Flvcr2
17	21869545	+	Zfp983
3	115801111	+	Extl2
17	21876498	+	Zfp983
16	15455753	+	Prkdc
X	72193056	-	Pwwp4b
17	85995702	-	Six2
17	85995682	-	Six2
17	21910767	+	Gm10226
3	115801869	+	Extl2
19	5538430	-	Mus81
17	21926723	+	Zfp760
X	35592006	+	Lonrf3
8	43633578	+	Triml2
8	43636156	+	Triml2
17	21954893	+	Zfp229
3	151871867	-	Gipc2
17	21952705	+	Zfp229
19	5540483	+	Cfl1
12	17316546	+	Pdia6
16	15705150	+	Cebpd
X	35664933	+	Gm6268
14	57983560	-	Gm49361
X	35755483	-	Gm14569
X	148724651	+	Gm15091
13	22129264	+	Zfp184
13	22129282	+	Zfp184
8	43759973	-	Zfp42
8	43759987	-	Zfp42
13	22129963	+	Zfp184
8	43760017	-	Zfp42
19	5560566	-	Snx32
8	43981143	-	Adam26b
13	67632344	-	Zfp874b
19	5553815	-	Nscme3l
14	57983580	-	Lats2
16	43701576	-	Qtrt2
17	86452603	-	Srbd1
19	5610674	-	Ovol1
19	5618053	+	Ap5b1
17	22128907	-	Zfp995
3	94350632	+	Mrpl9
19	5618102	+	Ap5b1
13	22193911	-	Prss16
17	22127073	-	Zfp995
14	58035637	+	Sap18
17	22181432	-	Zfp942
17	22152003	-	Zfp942
19	5651901	+	Rnaseh2c
17	22181533	+	Zfp943
8	106553982	-	Ranbp10
3	151899482	-	Dnajb4
12	111344152	-	Cdc42bpb
13	67648622	-	Zfp58
8	44029744	-	Adam26a
14	58063620	-	Ska3
10	62088217	+	Tacr2
13	67648674	-	Zfp58
8	44080313	-	Adam34l
3	151915720	-	Dnajb4
8	44163086	-	Adam34
3	151915656	-	Dnajb4
8	44152524	-	Adam34
17	22385171	-	Zfp947
17	22444597	-	Zfp994
10	83558729	+	1500009L16Rik
13	67674270	-	Gm26965
13	22219738	-	H2ac12
12	85871296	-	Erg28
8	78337282	-	Tmem184c
12	111373243	+	Lbhd2
10	26648473	+	Arhgap18
13	98399549	-	Utp15
13	22220040	+	H2bc12
10	84276461	-	Nuak1
13	22225532	-	H4c9
13	22227114	-	H2ac11
13	22227384	+	H2bc11
17	86475213	+	Prkce
X	104973009	-	Atrx
17	86475602	+	Prkce
10	84369926	-	Ckap4
12	111383864	+	Exoc3l4
17	22533818	-	Gm7072
12	111383879	+	Exoc3l4
10	84369900	-	Ckap4
18	30405800	+	Pik3c3
13	67674296	-	Zfp87
17	22580381	-	Zfp944
12	111387995	+	Exoc3l4
17	86812660	-	Gm10309
8	78451065	-	Ednra
13	22268610	+	Vmn1r188
13	22272048	+	Vmn1r188
13	67701949	-	Zfp748
3	68911876	-	Ift80
18	31450186	-	Rit2
13	22289994	-	Vmn1r189
13	22286934	-	Vmn1r189
18	31580459	-	Syt4
15	82336535	+	Cyp2d9
13	22368139	-	Vmn1r191
13	22363752	-	Vmn1r191
13	22375311	-	Vmn1r192
13	22372310	-	Vmn1r192
8	106578686	-	Cenpt
16	15964715	-	Spidr
3	68901870	-	Ift80
17	87061128	+	Epas1
3	68911903	-	Ift80
13	67757826	-	Zfp729b
8	106581764	+	Thap11
10	116899719	-	Cct2
13	22407330	-	Vmn1r193
13	22403990	-	Vmn1r193
17	22643240	+	Zfp946
13	22428385	+	Vmn1r194
17	22643249	+	Zfp946
13	22454692	+	Vmn1r195
3	94380898	-	Riiad1
17	22670104	+	Zfp946
13	22462487	+	Vmn1r195
13	67785910	-	Zfp729a
17	87255299	-	Atp6v1e2
17	87255315	-	Atp6v1e2
17	87255325	-	Atp6v1e2
16	16031182	+	Pkp2
13	22474090	+	Vmn1r196
X	72192402	+	Xlr5b
8	78939971	+	Ttc29
X	72194740	+	Xlr5b
10	84412490	+	Tcp11l2
13	22477363	+	Vmn1r196
X	72220595	-	Spin2d
8	78945423	+	Ttc29
8	79163274	-	Pou4f2
17	87270510	+	Rhoq
8	79235527	-	Rbmxl1
8	79235508	-	Rbmxl1
16	91203123	+	Il10rb
14	58063691	+	Mrpl57
3	115923337	-	Vcam1
17	22792463	-	Vmn2r111
X	72235828	+	Xlr3b
10	116984415	-	Frs2
15	58805576	-	Tatdn1
17	87332834	-	Pigf
3	116047152	-	Gpr88
15	58805605	+	Ndufb9
10	117060412	-	Yeats4
X	149224133	-	Tmem29
17	87332978	+	Cript
12	17374731	-	Atp6v1c2
X	149242146	-	Tmem29
17	87415107	+	Socs5
10	84458156	+	Polr3b
16	16120842	+	Yars2
3	68912071	+	Smc4
10	117074559	-	9530003J23Rik
16	43800154	-	Zdhhc23
12	111408903	+	Tnfaip2
10	117074608	-	9530003J23Rik
16	43799413	-	Zdhhc23
10	117118226	-	Lyz2
10	117128773	-	Lyz1
3	68952088	-	Trim59
13	22508759	+	Vmn1r197
12	111452257	-	Gm266
13	22512081	+	Vmn1r197
13	22534534	+	Vmn1r198
13	22538516	+	Vmn1r198
16	91282126	+	Ifnar1
16	91282152	+	Ifnar1
13	67831586	-	Zfp738
15	103446430	-	Ppp1r1a
