chr	pos	strand	regName	Quantile
6	16130481	+	HO_102776	Q1
6	16239695	+	HO_102790	Q1
6	16263770	+	HO_102797	Q1
6	16290655	+	HO_102803	Q1
6	16328753	+	HO_102809	Q1
6	16437223	+	HO_102819	Q1
1	63938582	+	HO_10282	Q1
1	63940236	+	HO_10283	Q1
6	16759969	+	HO_102842	Q1
6	16761479	+	HO_102843	Q1
6	17207511	+	HO_102892	Q1
6	17282306	+	HO_102902	Q1
6	17394631	+	HO_102917	Q1
6	17735191	+	HO_102942	Q1
6	17736302	+	HO_102943	Q1
6	17987260	+	HO_102962	Q1
6	18155186	+	HO_102978	Q1
6	18263992	+	HO_102992	Q1
6	18265614	+	HO_102993	Q1
6	18267924	+	HO_102994	Q1
6	18759044	+	HO_103041	Q1
6	19837213	+	HO_103129	Q1
6	19939191	+	HO_103145	Q1
6	19941107	+	HO_103146	Q1
6	20352588	+	HO_103186	Q1
6	20370389	+	HO_103187	Q1
6	20422378	+	HO_103199	Q1
1	2456801	+	HO_1032	Q1
6	20447727	+	HO_103201	Q1
6	21366397	+	HO_103270	Q1
6	21594992	+	HO_103295	Q1
6	21596521	+	HO_103296	Q1
6	21665794	+	HO_103303	Q1
6	21740223	+	HO_103315	Q1
6	21778407	+	HO_103318	Q1
6	21796655	+	HO_103320	Q1
6	21851220	+	HO_103326	Q1
6	21925054	+	HO_103336	Q1
6	22174613	+	HO_103357	Q1
6	22569595	+	HO_103394	Q1
6	22570931	+	HO_103395	Q1
6	22836382	+	HO_103421	Q1
1	64666567	+	HO_10343	Q1
1	64667639	+	HO_10344	Q1
6	23460962	+	HO_103462	Q1
1	2458926	+	HO_1035	Q1
1	64764129	+	HO_10352	Q1
6	24239153	+	HO_103528	Q1
6	24496142	+	HO_103556	Q1
6	24719741	+	HO_103578	Q1
6	24912314	+	HO_103593	Q1
1	2460062	+	HO_1036	Q1
6	25224339	+	HO_103626	Q1
6	25439761	+	HO_103650	Q1
6	25781470	+	HO_103673	Q1
1	64880394	+	HO_10373	Q1
6	26520543	+	HO_103739	Q1
1	64881877	+	HO_10374	Q1
6	27447104	+	HO_103814	Q1
6	27452194	+	HO_103815	Q1
6	27453824	+	HO_103816	Q1
1	64935178	+	HO_10383	Q1
6	27621918	+	HO_103831	Q1
1	64936805	+	HO_10385	Q1
6	27794279	+	HO_103850	Q1
6	28983901	+	HO_103967	Q1
6	29214224	+	HO_103985	Q1
6	29216970	+	HO_103987	Q1
6	29482689	+	HO_104003	Q1
6	29594532	+	HO_104013	Q1
6	29596586	+	HO_104014	Q1
6	29599694	+	HO_104016	Q1
6	29601555	+	HO_104018	Q1
6	29648063	+	HO_104022	Q1
6	29686120	+	HO_104029	Q1
6	29687741	+	HO_104030	Q1
6	29715709	+	HO_104033	Q1
6	29942660	+	HO_104058	Q1
6	30040080	+	HO_104071	Q1
6	30041420	+	HO_104072	Q1
6	30042570	+	HO_104073	Q1
6	30293931	+	HO_104105	Q1
6	30312163	+	HO_104109	Q1
1	65210012	+	HO_10412	Q1
1	65211514	+	HO_10413	Q1
6	30442662	+	HO_104131	Q1
6	30522666	+	HO_104146	Q1
6	30538185	+	HO_104149	Q1
6	30572283	+	HO_104156	Q1
6	30625237	+	HO_104163	Q1
6	30647770	+	HO_104165	Q1
6	30654090	+	HO_104168	Q1
6	30672799	+	HO_104174	Q1
6	30690079	+	HO_104178	Q1
6	30709668	+	HO_104185	Q1
6	30849392	+	HO_104205	Q1
6	30851062	+	HO_104207	Q1
6	30851718	+	HO_104208	Q1
6	30853286	+	HO_104209	Q1
6	30862689	+	HO_104211	Q1
6	30863911	+	HO_104212	Q1
6	30918415	+	HO_104223	Q1
6	30932520	+	HO_104227	Q1
6	30939878	+	HO_104229	Q1
6	30960653	+	HO_104236	Q1
6	31013171	+	HO_104245	Q1
6	31035473	+	HO_104250	Q1
6	31036626	+	HO_104251	Q1
6	31059930	+	HO_104253	Q1
6	31125780	+	HO_104265	Q1
6	31139020	+	HO_104268	Q1
6	31148247	+	HO_104269	Q1
6	31212818	+	HO_104275	Q1
6	31235505	+	HO_104282	Q1
6	31238784	+	HO_104283	Q1
6	31320426	+	HO_104299	Q1
1	65363778	+	HO_10431	Q1
6	31372575	+	HO_104311	Q1
6	31377844	+	HO_104314	Q1
6	31421847	+	HO_104320	Q1
6	31423856	+	HO_104321	Q1
6	31467450	+	HO_104325	Q1
6	31472940	+	HO_104328	Q1
6	31501449	+	HO_104329	Q1
6	31526648	+	HO_104335	Q1
6	31540602	+	HO_104340	Q1
6	31548264	+	HO_104342	Q1
6	31587984	+	HO_104353	Q1
6	31634458	+	HO_104368	Q1
6	31645939	+	HO_104370	Q1
1	65431276	+	HO_10439	Q1
6	31764516	+	HO_104398	Q1
1	65432929	+	HO_10440	Q1
6	31821354	+	HO_104416	Q1
6	31822920	+	HO_104417	Q1
6	31846216	+	HO_104421	Q1
6	31852221	+	HO_104425	Q1
6	31864288	+	HO_104429	Q1
6	31866167	+	HO_104430	Q1
6	31867539	+	HO_104431	Q1
6	31869035	+	HO_104432	Q1
6	31870711	+	HO_104434	Q1
6	31899355	+	HO_104441	Q1
6	31900516	+	HO_104442	Q1
6	31943284	+	HO_104447	Q1
6	31944600	+	HO_104448	Q1
6	31947265	+	HO_104450	Q1
6	31978641	+	HO_104456	Q1
6	32011062	+	HO_104463	Q1
6	32018344	+	HO_104465	Q1
6	32046692	+	HO_104473	Q1
6	32054310	+	HO_104477	Q1
6	32056066	+	HO_104478	Q1
6	32063222	+	HO_104480	Q1
6	32073998	+	HO_104485	Q1
6	32077253	+	HO_104486	Q1
1	65531896	+	HO_10449	Q1
6	32099554	+	HO_104491	Q1
6	32117080	+	HO_104497	Q1
6	32117816	+	HO_104498	Q1
6	32118936	+	HO_104499	Q1
6	32120228	+	HO_104500	Q1
6	32146854	+	HO_104511	Q1
6	32157066	+	HO_104513	Q1
6	32159961	+	HO_104515	Q1
6	32211656	+	HO_104521	Q1
6	32222760	+	HO_104524	Q1
6	32352116	+	HO_104540	Q1
6	32353507	+	HO_104541	Q1
6	32354685	+	HO_104542	Q1
6	32562272	+	HO_104559	Q1
1	65612740	+	HO_10456	Q1
6	32805454	+	HO_104577	Q1
6	32805945	+	HO_104578	Q1
6	32822392	+	HO_104581	Q1
6	32939179	+	HO_104594	Q1
1	2474225	+	HO_1046	Q1
6	33049331	+	HO_104608	Q1
6	33085490	+	HO_104612	Q1
6	33128348	+	HO_104615	Q1
6	33153759	+	HO_104624	Q1
6	33161688	+	HO_104633	Q1
6	33167451	+	HO_104639	Q1
6	33168984	+	HO_104641	Q1
6	33246226	+	HO_104660	Q1
6	33283553	+	HO_104673	Q1
6	33290193	+	HO_104680	Q1
6	33314907	+	HO_104684	Q1
6	33318239	+	HO_104687	Q1
1	65721144	+	HO_10469	Q1
6	33377293	+	HO_104697	Q1
6	33377886	+	HO_104698	Q1
6	33379468	+	HO_104699	Q1
1	2477141	+	HO_1047	Q1
1	65774592	+	HO_10470	Q1
6	33388749	+	HO_104706	Q1
6	33392427	+	HO_104709	Q1
6	33394169	+	HO_104710	Q1
6	33395239	+	HO_104711	Q1
6	33396876	+	HO_104712	Q1
6	33398521	+	HO_104713	Q1
6	33399166	+	HO_104714	Q1
6	33400899	+	HO_104716	Q1
1	65776203	+	HO_10472	Q1
6	33410164	+	HO_104721	Q1
6	33416685	+	HO_104725	Q1
6	33420955	+	HO_104728	Q1
6	33453044	+	HO_104732	Q1
6	33454154	+	HO_104733	Q1
6	33488167	+	HO_104741	Q1
6	33493654	+	HO_104743	Q1
6	33552134	+	HO_104749	Q1
6	33563178	+	HO_104755	Q1
6	33588100	+	HO_104761	Q1
6	33590329	+	HO_104762	Q1
6	33600921	+	HO_104768	Q1
6	33602332	+	HO_104769	Q1
6	33604392	+	HO_104771	Q1
6	33609472	+	HO_104772	Q1
6	33718482	+	HO_104795	Q1
1	2478882	+	HO_1048	Q1
6	33755689	+	HO_104806	Q1
6	33758069	+	HO_104809	Q1
6	33796864	+	HO_104815	Q1
6	33800043	+	HO_104818	Q1
6	33861524	+	HO_104826	Q1
6	33942646	+	HO_104834	Q1
6	33990091	+	HO_104846	Q1
6	34017214	+	HO_104850	Q1
6	34022291	+	HO_104851	Q1
6	34027171	+	HO_104852	Q1
6	34039908	+	HO_104856	Q1
6	34046231	+	HO_104859	Q1
6	34082295	+	HO_104868	Q1
6	34111369	+	HO_104875	Q1
6	34114018	+	HO_104877	Q1
6	34129882	+	HO_104881	Q1
6	34139886	+	HO_104882	Q1
6	34140892	+	HO_104883	Q1
1	65907508	+	HO_10489	Q1
6	34164524	+	HO_104892	Q1
6	34191303	+	HO_104901	Q1
6	34202168	+	HO_104909	Q1
6	34204159	+	HO_104911	Q1
6	34206541	+	HO_104913	Q1
6	34212812	+	HO_104915	Q1
6	34358924	+	HO_104932	Q1
6	34359595	+	HO_104933	Q1
6	34366620	+	HO_104937	Q1
6	34453470	+	HO_104954	Q1
6	34485067	+	HO_104961	Q1
6	34521496	+	HO_104975	Q1
6	34522941	+	HO_104976	Q1
6	34663515	+	HO_104991	Q1
6	34665037	+	HO_104992	Q1
6	34753988	+	HO_104998	Q1
6	34755190	+	HO_104999	Q1
6	34760513	+	HO_105001	Q1
6	35108427	+	HO_105028	Q1
6	35180773	+	HO_105037	Q1
6	35185720	+	HO_105041	Q1
6	35226646	+	HO_105045	Q1
6	35228050	+	HO_105046	Q1
6	35259709	+	HO_105049	Q1
6	35286550	+	HO_105054	Q1
6	35307445	+	HO_105057	Q1
6	35311145	+	HO_105059	Q1
6	35351191	+	HO_105064	Q1
6	35353762	+	HO_105066	Q1
6	35419563	+	HO_105071	Q1
6	35455859	+	HO_105078	Q1
6	35459002	+	HO_105079	Q1
6	35463315	+	HO_105081	Q1
6	35466144	+	HO_105083	Q1
6	35479171	+	HO_105088	Q1
6	35502279	+	HO_105093	Q1
1	66112152	+	HO_10510	Q1
6	35655632	+	HO_105100	Q1
6	35657381	+	HO_105101	Q1
6	35695024	+	HO_105107	Q1
6	35697427	+	HO_105109	Q1
6	35698827	+	HO_105111	Q1
6	35898708	+	HO_105135	Q1
6	35994991	+	HO_105148	Q1
6	36098855	+	HO_105165	Q1
6	36163926	+	HO_105174	Q1
6	36165357	+	HO_105175	Q1
6	36260197	+	HO_105185	Q1
6	36340700	+	HO_105195	Q1
6	36806663	+	HO_105254	Q1
6	36907969	+	HO_105274	Q1
6	36909001	+	HO_105275	Q1
6	36952417	+	HO_105285	Q1
6	36955010	+	HO_105287	Q1
6	37092266	+	HO_105310	Q1
6	37137122	+	HO_105317	Q1
6	37171022	+	HO_105321	Q1
6	37323152	+	HO_105345	Q1
6	37367326	+	HO_105349	Q1
6	37533062	+	HO_105366	Q1
6	37592281	+	HO_105376	Q1
6	37615928	+	HO_105386	Q1
6	37617543	+	HO_105387	Q1
6	37646190	+	HO_105390	Q1
6	37722092	+	HO_105413	Q1
6	37722653	+	HO_105414	Q1
6	37788266	+	HO_105422	Q1
6	38134111	+	HO_105457	Q1
6	38253201	+	HO_105470	Q1
6	38606972	+	HO_105508	Q1
6	38931762	+	HO_105533	Q1
6	39017054	+	HO_105544	Q1
6	39089925	+	HO_105553	Q1
6	39099809	+	HO_105554	Q1
6	39199675	+	HO_105573	Q1
6	39280816	+	HO_105589	Q1
6	39700585	+	HO_105628	Q1
6	39760785	+	HO_105638	Q1
6	39800006	+	HO_105639	Q1
6	39809637	+	HO_105640	Q1
6	39877397	+	HO_105647	Q1
6	39879111	+	HO_105650	Q1
6	40155489	+	HO_105677	Q1
6	40360871	+	HO_105690	Q1
6	40440680	+	HO_105697	Q1
6	40553496	+	HO_105703	Q1
6	40554183	+	HO_105704	Q1
6	40572965	+	HO_105711	Q1
6	40996969	+	HO_105738	Q1
1	66910387	+	HO_10574	Q1
6	41161356	+	HO_105750	Q1
6	41309965	+	HO_105767	Q1
6	41340463	+	HO_105773	Q1
6	41373994	+	HO_105778	Q1
1	66913455	+	HO_10578	Q1
6	41394893	+	HO_105783	Q1
6	41400014	+	HO_105786	Q1
6	41412261	+	HO_105790	Q1
6	41437703	+	HO_105797	Q1
6	41438988	+	HO_105798	Q1
6	41472426	+	HO_105807	Q1
6	41512984	+	HO_105811	Q1
6	41513895	+	HO_105812	Q1
6	41515479	+	HO_105813	Q1
6	41516246	+	HO_105814	Q1
6	41553675	+	HO_105818	Q1
6	41607109	+	HO_105832	Q1
6	41612622	+	HO_105834	Q1
6	41701411	+	HO_105845	Q1
6	41703895	+	HO_105848	Q1
6	41747220	+	HO_105855	Q1
6	41748113	+	HO_105856	Q1
6	41748975	+	HO_105857	Q1
6	41754819	+	HO_105863	Q1
6	41861832	+	HO_105879	Q1
6	41892623	+	HO_105888	Q1
6	41908284	+	HO_105891	Q1
6	42016017	+	HO_105898	Q1
6	42071263	+	HO_105918	Q1
6	42072866	+	HO_105919	Q1
6	42075361	+	HO_105921	Q1
6	42113724	+	HO_105932	Q1
6	42374202	+	HO_105950	Q1
6	42386653	+	HO_105953	Q1
6	42413251	+	HO_105957	Q1
6	42419155	+	HO_105959	Q1
6	42421630	+	HO_105961	Q1
6	42434828	+	HO_105963	Q1
6	42750539	+	HO_105998	Q1
6	42951824	+	HO_106031	Q1
6	42953321	+	HO_106032	Q1
6	42954460	+	HO_106033	Q1
6	42981076	+	HO_106037	Q1
6	42982454	+	HO_106038	Q1
6	43021054	+	HO_106047	Q1
6	43043394	+	HO_106055	Q1
6	43091796	+	HO_106061	Q1
6	43138340	+	HO_106069	Q1
6	43140671	+	HO_106070	Q1
6	43148900	+	HO_106073	Q1
6	43210867	+	HO_106089	Q1
6	43212245	+	HO_106090	Q1
6	43215635	+	HO_106092	Q1
6	43227784	+	HO_106097	Q1
6	43230098	+	HO_106098	Q1
6	43231477	+	HO_106100	Q1
6	43242298	+	HO_106104	Q1
6	43243374	+	HO_106105	Q1
6	43243914	+	HO_106106	Q1
6	43245470	+	HO_106107	Q1
6	43252356	+	HO_106113	Q1
6	43254196	+	HO_106115	Q1
6	43336400	+	HO_106128	Q1
6	43337985	+	HO_106129	Q1
6	43380915	+	HO_106131	Q1
6	43421986	+	HO_106145	Q1
6	43423814	+	HO_106147	Q1
6	43478335	+	HO_106159	Q1
6	43479244	+	HO_106160	Q1
6	43547668	+	HO_106175	Q1
6	43596423	+	HO_106182	Q1
6	43613456	+	HO_106187	Q1
6	43616559	+	HO_106190	Q1
6	43679339	+	HO_106196	Q1
6	43737530	+	HO_106203	Q1
6	43739495	+	HO_106205	Q1
6	43740131	+	HO_106206	Q1
6	43741173	+	HO_106207	Q1
6	43779584	+	HO_106213	Q1
6	43846060	+	HO_106218	Q1
6	43960129	+	HO_106228	Q1
6	43969638	+	HO_106236	Q1
6	43970283	+	HO_106237	Q1
6	43971288	+	HO_106238	Q1
6	44010851	+	HO_106245	Q1
6	44043696	+	HO_106250	Q1
6	44070026	+	HO_106256	Q1
6	44094446	+	HO_106261	Q1
6	44142753	+	HO_106270	Q1
6	44189107	+	HO_106280	Q1
6	44190338	+	HO_106281	Q1
6	44192319	+	HO_106282	Q1
6	44224256	+	HO_106289	Q1
6	44225965	+	HO_106291	Q1
6	44231925	+	HO_106292	Q1
6	44237764	+	HO_106297	Q1
6	44239421	+	HO_106298	Q1
6	44240583	+	HO_106299	Q1
6	44242331	+	HO_106300	Q1
6	44245249	+	HO_106303	Q1
6	44264638	+	HO_106304	Q1
6	44266273	+	HO_106305	Q1
6	44355037	+	HO_106311	Q1
6	45390143	+	HO_106395	Q1
6	45473507	+	HO_106405	Q1
